sku_id,product_id,product_name,brand,category,model_number,original_price,manufacturing_date,launch_year,product_type,material_type,weight,dimensions,country_of_origin,expected_life_span,repairability_score
SKU0051,51,Dell Universal Dock,Dell,Accessories,MDL051,59363,2022-06-10,2025,New,Plastic,8,10x20x5,India,4,6
SKU0052,52,"MacBook Pro 14"" M3",Apple,Laptop,MDL052,43693,2022-10-10,2025,Refurbished,Metal,3,10x20x5,India,8,1
SKU0053,53,Dell Venue Pro 11,Dell,Mobile,MDL053,80476,2025-01-08,2025,Refurbished,Plastic,10,10x20x5,India,8,6
SKU0054,54,Sprocket Photo Printer,HP,Electronics,MDL054,75996,2022-07-08,2025,Refurbished,Plastic,6,10x20x5,India,8,6
SKU0055,55,Magic Keyboard,Apple,Accessories,MDL055,33932,2024-02-24,2025,Refurbished,Plastic,4,10x20x5,India,3,7
SKU0056,56,HP Elite x3,HP,Mobile,MDL056,55061,2024-08-30,2025,Refurbished,Aluminium,9,10x20x5,India,6,1
SKU0057,57,Envy 13,HP,Laptop,MDL057,62699,2022-03-09,2025,New,Plastic,7,10x20x5,India,5,1
SKU0058,58,Victus 16,HP,Laptop,MDL058,92597,2024-08-12,2025,New,Plastic,9,10x20x5,India,9,1
SKU0059,59,Tab P11 Pro,Lenovo,Electronics,MDL059,76584,2025-02-20,2025,New,Aluminium,4,10x20x5,India,3,1
SKU0060,60,Dell Venue Pro 11,Dell,Mobile,MDL060,28707,2024-01-11,2025,New,Plastic,9,10x20x5,India,9,9
SKU0061,61,65W USB-C GaN Charger,Lenovo,Accessories,MDL061,28131,2024-07-02,2025,New,Aluminium,6,10x20x5,India,4,1
SKU0062,62,XPS 13,Dell,Laptop,MDL062,25766,2022-06-05,2025,Refurbished,Aluminium,6,10x20x5,India,10,1
SKU0063,63,HP Furniture Device,HP,Furniture,MDL063,86110,2023-08-13,2025,Refurbished,Plastic,6,10x20x5,India,6,4
SKU0064,64,Apple Furniture Device,Apple,Furniture,MDL064,99813,2023-12-15,2025,Refurbished,Metal,3,10x20x5,India,7,9
SKU0065,65,10000mAh Power Bank,Samsung,Accessories,MDL065,85578,2023-04-14,2025,New,Metal,8,10x20x5,India,3,10
SKU0066,66,Crystal 4K Smart TV,Samsung,Electronics,MDL066,38881,2024-01-17,2025,Refurbished,Plastic,6,10x20x5,India,6,4
SKU0067,67,Series 7 Pro Monitor,HP,Electronics,MDL067,69030,2023-07-09,2025,Refurbished,Aluminium,2,10x20x5,India,9,4
SKU0068,68,HP Furniture Device,HP,Furniture,MDL068,41308,2022-10-25,2025,Refurbished,Aluminium,1,10x20x5,India,3,5
SKU0069,69,Dell Venue Pro 11,Dell,Mobile,MDL069,32942,2024-04-21,2025,New,Aluminium,10,10x20x5,India,9,1
SKU0070,70,Dell Furniture Device,Dell,Furniture,MDL070,99938,2022-09-13,2025,New,Aluminium,5,10x20x5,India,8,7
SKU0071,71,Galaxy Book3 Pro,Samsung,Laptop,MDL071,89006,2024-04-13,2025,New,Metal,6,10x20x5,India,4,2
SKU0072,72,10000mAh Power Bank,Samsung,Accessories,MDL072,20674,2024-04-04,2025,Refurbished,Metal,7,10x20x5,India,7,8
SKU0073,73,Apple Furniture Device,Apple,Furniture,MDL073,76328,2022-06-24,2025,Refurbished,Aluminium,2,10x20x5,India,5,3
SKU0074,74,Apple Furniture Device,Apple,Furniture,MDL074,34258,2022-08-24,2025,New,Metal,7,10x20x5,India,6,8
SKU0075,75,MagSafe Battery Pack,Apple,Accessories,MDL075,79636,2022-05-06,2025,New,Aluminium,2,10x20x5,India,9,3
SKU0076,76,HP Elite x3,HP,Mobile,MDL076,74856,2024-07-29,2025,Refurbished,Metal,3,10x20x5,India,8,9
SKU0077,77,Dell Venue Pro 11,Dell,Mobile,MDL077,80533,2022-05-22,2025,New,Aluminium,5,10x20x5,India,9,8
SKU0078,78,HP Furniture Device,HP,Furniture,MDL078,56428,2022-09-12,2025,Refurbished,Metal,9,10x20x5,India,9,9
SKU0079,79,Galaxy SmartTag2,Samsung,Accessories,MDL079,50787,2022-09-30,2025,Refurbished,Metal,2,10x20x5,India,9,10
SKU0080,80,iPhone 15 Pro,Apple,Mobile,MDL080,74498,2022-09-28,2025,New,Plastic,4,10x20x5,India,9,1
SKU0081,81,Galaxy Book4 Ultra,Samsung,Laptop,MDL081,55911,2023-08-26,2025,Refurbished,Metal,7,10x20x5,India,9,4
SKU0082,82,Galaxy A54 5G,Samsung,Mobile,MDL082,84102,2024-10-11,2025,New,Aluminium,1,10x20x5,India,5,7
SKU0083,83,iPhone 14,Apple,Mobile,MDL083,41004,2023-04-23,2025,New,Aluminium,2,10x20x5,India,9,9
SKU0084,84,Dell Furniture Device,Dell,Furniture,MDL084,41952,2024-12-07,2025,Refurbished,Aluminium,8,10x20x5,India,8,1
SKU0085,85,AirPods Pro (2nd Gen),Apple,Accessories,MDL085,42802,2025-03-23,2025,Refurbished,Metal,7,10x20x5,India,10,5
SKU0086,86,"ThinkVision Monitor 27""",Lenovo,Electronics,MDL086,75781,2025-02-13,2025,Refurbished,Aluminium,1,10x20x5,India,8,8
SKU0087,87,Galaxy S24 Ultra,Samsung,Mobile,MDL087,61616,2023-10-06,2025,Refurbished,Aluminium,6,10x20x5,India,7,1
SKU0088,88,Lenovo ThinkPhone,Lenovo,Mobile,MDL088,40845,2022-09-24,2025,New,Metal,5,10x20x5,India,9,7
SKU0089,89,Yoga Slim 7i,Lenovo,Laptop,MDL089,79942,2022-08-26,2025,New,Metal,4,10x20x5,India,3,9
SKU0090,90,65W USB-C GaN Charger,Lenovo,Accessories,MDL090,63633,2023-10-25,2025,New,Plastic,3,10x20x5,India,7,2
SKU0091,91,Galaxy SmartTag2,Samsung,Accessories,MDL091,77849,2024-12-08,2025,New,Plastic,9,10x20x5,India,3,2
SKU0092,92,Lenovo Legion Phone Duel,Lenovo,Mobile,MDL092,69115,2022-09-07,2025,New,Plastic,4,10x20x5,India,10,10
SKU0093,93,Samsung Furniture Device,Samsung,Furniture,MDL093,68023,2022-06-05,2025,Refurbished,Aluminium,3,10x20x5,India,8,9
SKU0094,94,Yoga Slim 7i,Lenovo,Laptop,MDL094,86814,2024-06-21,2025,Refurbished,Plastic,8,10x20x5,India,10,3
SKU0095,95,iPhone 15 Pro,Apple,Mobile,MDL095,96808,2024-12-24,2025,New,Metal,1,10x20x5,India,6,8
SKU0096,96,65W USB-C GaN Charger,Lenovo,Accessories,MDL096,96223,2022-08-02,2025,Refurbished,Aluminium,6,10x20x5,India,7,6
SKU0097,97,Apple TV 4K,Apple,Electronics,MDL097,70696,2023-07-05,2025,New,Metal,3,10x20x5,India,10,2
SKU0098,98,Galaxy Watch 6,Samsung,Accessories,MDL098,57000,2025-02-13,2025,Refurbished,Metal,4,10x20x5,India,6,8
SKU0099,99,ThinkPad X1 Carbon,Lenovo,Laptop,MDL099,52634,2023-08-23,2025,Refurbished,Plastic,1,10x20x5,India,9,5
SKU0100,100,Lenovo ThinkPhone,Lenovo,Mobile,MDL100,98105,2022-05-09,2025,Refurbished,Aluminium,5,10x20x5,India,10,2
SKU0101,101,Galaxy Watch 6,Samsung,Accessories,MDL101,32902,2024-06-25,2025,New,Metal,3,10x20x5,India,3,10
SKU0102,102,"MacBook Pro 16""",Apple,Laptop,MDL102,23355,2022-06-20,2025,Refurbished,Metal,2,10x20x5,India,3,8
SKU0103,103,Galaxy S23,Samsung,Mobile,MDL103,99671,2024-09-03,2025,Refurbished,Aluminium,9,10x20x5,India,10,7
SKU0104,104,Dell Furniture Device,Dell,Furniture,MDL104,33144,2024-06-12,2025,New,Plastic,9,10x20x5,India,7,7
SKU0105,105,Dell Venue Pro 11,Dell,Mobile,MDL105,34816,2023-04-25,2025,Refurbished,Plastic,2,10x20x5,India,5,8
SKU0106,106,HP Furniture Device,HP,Furniture,MDL106,99011,2023-06-05,2025,Refurbished,Metal,9,10x20x5,India,8,3
SKU0107,107,"ThinkVision Monitor 27""",Lenovo,Electronics,MDL107,67842,2022-12-12,2025,New,Metal,7,10x20x5,India,9,9
SKU0108,108,Dell Docking Station WD19S,Dell,Electronics,MDL108,75462,2023-12-13,2025,Refurbished,Plastic,6,10x20x5,India,8,6
SKU0109,109,IdeaPad Slim 5,Lenovo,Laptop,MDL109,95904,2024-11-11,2025,New,Metal,2,10x20x5,India,9,4
SKU0110,110,HP Elite x3,HP,Mobile,MDL110,71400,2022-01-14,2025,New,Metal,2,10x20x5,India,8,7
SKU0111,111,"iPad Pro 11""",Apple,Electronics,MDL111,56690,2024-03-31,2025,New,Metal,7,10x20x5,India,3,2
SKU0112,112,Smart Monitor M8,Samsung,Electronics,MDL112,68512,2024-11-17,2025,New,Plastic,4,10x20x5,India,10,4
SKU0113,113,HP Elite x3,HP,Mobile,MDL113,43569,2023-01-09,2025,Refurbished,Plastic,2,10x20x5,India,5,5
SKU0114,114,HP Furniture Device,HP,Furniture,MDL114,29690,2022-09-15,2025,Refurbished,Plastic,4,10x20x5,India,7,3
SKU0115,115,Samsung Furniture Device,Samsung,Furniture,MDL115,26979,2022-05-03,2025,New,Metal,3,10x20x5,India,6,5
SKU0116,116,HP Ergonomic Mouse,HP,Accessories,MDL116,61821,2025-02-17,2025,New,Metal,10,10x20x5,India,10,3
SKU0117,117,Series 7 Pro Monitor,HP,Electronics,MDL117,65823,2022-01-11,2025,New,Aluminium,8,10x20x5,India,10,9
SKU0118,118,Galaxy Book Go,Samsung,Laptop,MDL118,44455,2022-06-24,2025,New,Metal,2,10x20x5,India,4,10
SKU0119,119,Smart Monitor M8,Samsung,Electronics,MDL119,87949,2022-03-05,2025,New,Aluminium,5,10x20x5,India,9,4
SKU0120,120,Galaxy Book4 Ultra,Samsung,Laptop,MDL120,74825,2024-09-05,2025,New,Plastic,5,10x20x5,India,9,10
SKU0121,121,"MacBook Pro 16""",Apple,Laptop,MDL121,94240,2022-07-07,2025,New,Aluminium,4,10x20x5,India,6,1
SKU0122,122,Samsung Furniture Device,Samsung,Furniture,MDL122,21598,2022-01-29,2025,New,Aluminium,6,10x20x5,India,3,8
SKU0123,123,Lenovo ThinkPhone,Lenovo,Mobile,MDL123,39488,2022-04-27,2025,Refurbished,Aluminium,1,10x20x5,India,7,8
SKU0124,124,Apple Furniture Device,Apple,Furniture,MDL124,84096,2022-11-08,2025,Refurbished,Metal,5,10x20x5,India,9,6
SKU0125,125,Dell Docking Station WD19S,Dell,Electronics,MDL125,42943,2023-02-01,2025,Refurbished,Aluminium,10,10x20x5,India,6,4
SKU0126,126,Reverb G2 VR Headset,HP,Electronics,MDL126,66763,2023-04-25,2025,Refurbished,Metal,8,10x20x5,India,5,7
SKU0127,127,Yoga Slim 7i,Lenovo,Laptop,MDL127,39641,2022-04-30,2025,New,Aluminium,3,10x20x5,India,3,10
SKU0128,128,Dell Venue Pro 11,Dell,Mobile,MDL128,50702,2025-04-11,2025,New,Metal,1,10x20x5,India,9,10
SKU0129,129,Lenovo Furniture Device,Lenovo,Furniture,MDL129,55975,2024-03-03,2025,New,Aluminium,4,10x20x5,India,5,1
SKU0130,130,Dell Furniture Device,Dell,Furniture,MDL130,91534,2022-06-07,2025,Refurbished,Aluminium,5,10x20x5,India,9,5
SKU0131,131,Dell Pro Stereo Headset,Dell,Accessories,MDL131,71359,2022-05-03,2025,New,Aluminium,10,10x20x5,India,8,9
SKU0132,132,Dell Gaming Monitor S2721DGF,Dell,Electronics,MDL132,26781,2024-07-25,2025,Refurbished,Metal,2,10x20x5,India,5,3
SKU0133,133,iPhone SE (3rd Gen),Apple,Mobile,MDL133,57339,2024-04-06,2025,New,Aluminium,9,10x20x5,India,10,6
SKU0134,134,Dell Venue Pro 11,Dell,Mobile,MDL134,63660,2024-02-28,2025,Refurbished,Metal,7,10x20x5,India,6,6
SKU0135,135,Dell Gaming Monitor S2721DGF,Dell,Electronics,MDL135,24068,2024-07-02,2025,New,Plastic,8,10x20x5,India,5,2
SKU0136,136,"MacBook Pro 16""",Apple,Laptop,MDL136,87582,2022-08-13,2025,New,Aluminium,7,10x20x5,India,5,2
SKU0137,137,Smart Monitor M8,Samsung,Electronics,MDL137,46121,2024-07-22,2025,New,Plastic,5,10x20x5,India,9,4
SKU0138,138,Sprocket Photo Printer,HP,Electronics,MDL138,72823,2023-05-04,2025,New,Aluminium,10,10x20x5,India,7,4
SKU0139,139,Dell Premier Wireless Mouse,Dell,Accessories,MDL139,99146,2024-10-16,2025,Refurbished,Plastic,6,10x20x5,India,8,10
SKU0140,140,Dell Venue Pro 11,Dell,Mobile,MDL140,71249,2022-03-13,2025,Refurbished,Plastic,6,10x20x5,India,9,10
SKU0141,141,Galaxy A54 5G,Samsung,Mobile,MDL141,82652,2025-03-28,2025,Refurbished,Plastic,7,10x20x5,India,8,4
SKU0142,142,Dell Furniture Device,Dell,Furniture,MDL142,52224,2024-01-05,2025,New,Plastic,10,10x20x5,India,3,2
SKU0143,143,Dell Premier Wireless Mouse,Dell,Accessories,MDL143,75523,2023-12-11,2025,Refurbished,Aluminium,10,10x20x5,India,5,8
SKU0144,144,Studio Display,Apple,Electronics,MDL144,99239,2023-09-01,2025,New,Metal,3,10x20x5,India,9,3
SKU0145,145,Series 7 Pro Monitor,HP,Electronics,MDL145,84448,2023-05-11,2025,New,Metal,5,10x20x5,India,4,9
SKU0146,146,Dell Venue Pro 11,Dell,Mobile,MDL146,78402,2022-12-04,2025,New,Aluminium,2,10x20x5,India,3,6
SKU0147,147,MagSafe Battery Pack,Apple,Accessories,MDL147,55842,2022-07-29,2025,Refurbished,Aluminium,7,10x20x5,India,7,9
SKU0148,148,Lenovo Legion Phone Duel,Lenovo,Mobile,MDL148,94836,2022-05-31,2025,New,Metal,4,10x20x5,India,3,3
SKU0149,149,Galaxy Book3 Pro,Samsung,Laptop,MDL149,80630,2023-06-14,2025,Refurbished,Plastic,3,10x20x5,India,3,9
SKU0150,150,Yoga Slim 7i,Lenovo,Laptop,MDL150,36613,2023-03-16,2025,Refurbished,Aluminium,9,10x20x5,India,10,3
SKU0151,151,MagSafe Battery Pack,Apple,Accessories,MDL151,36611,2023-03-21,2025,Refurbished,Aluminium,5,10x20x5,India,8,9
SKU0152,152,AirPods Pro (2nd Gen),Apple,Accessories,MDL152,52397,2024-08-17,2025,Refurbished,Plastic,4,10x20x5,India,8,10
SKU0153,153,Victus 16,HP,Laptop,MDL153,40559,2022-11-06,2025,New,Metal,5,10x20x5,India,4,6
SKU0154,154,HP Furniture Device,HP,Furniture,MDL154,63386,2024-11-17,2025,Refurbished,Plastic,1,10x20x5,India,7,9
SKU0155,155,Lenovo Furniture Device,Lenovo,Furniture,MDL155,98708,2023-12-11,2025,Refurbished,Plastic,3,10x20x5,India,9,4
SKU0156,156,Alienware m16,Dell,Laptop,MDL156,24410,2023-05-20,2025,Refurbished,Metal,7,10x20x5,India,7,6
SKU0157,157,Yoga Slim 7i,Lenovo,Laptop,MDL157,81290,2023-04-19,2025,Refurbished,Metal,1,10x20x5,India,7,7
SKU0158,158,Tab P11 Pro,Lenovo,Electronics,MDL158,39230,2024-10-08,2025,Refurbished,Metal,10,10x20x5,India,4,10
SKU0159,159,Galaxy Buds2 Pro,Samsung,Accessories,MDL159,45644,2024-11-04,2025,Refurbished,Metal,7,10x20x5,India,9,7
SKU0160,160,Lenovo Legion Phone Duel,Lenovo,Mobile,MDL160,81111,2023-12-02,2025,Refurbished,Metal,4,10x20x5,India,6,2
SKU0161,161,MacBook Air M1,Apple,Laptop,MDL161,27929,2022-02-20,2025,Refurbished,Plastic,3,10x20x5,India,4,5
SKU0162,162,Galaxy Book3 Pro,Samsung,Laptop,MDL162,60235,2024-07-12,2025,Refurbished,Aluminium,7,10x20x5,India,6,7
SKU0163,163,Pavilion 15,HP,Laptop,MDL163,66159,2023-06-15,2025,New,Plastic,6,10x20x5,India,8,9
SKU0164,164,Galaxy Buds2 Pro,Samsung,Accessories,MDL164,34823,2025-03-28,2025,Refurbished,Plastic,8,10x20x5,India,8,7
SKU0165,165,Envy 13,HP,Laptop,MDL165,42275,2022-02-20,2025,New,Aluminium,7,10x20x5,India,5,3
SKU0166,166,Dell Venue Pro 11,Dell,Mobile,MDL166,93827,2024-12-14,2025,New,Aluminium,3,10x20x5,India,9,7
SKU0167,167,iPad Air 5th Gen,Apple,Electronics,MDL167,50833,2023-06-07,2025,Refurbished,Aluminium,7,10x20x5,India,8,3
SKU0168,168,Dell Premier Wireless Mouse,Dell,Accessories,MDL168,58284,2023-01-13,2025,New,Metal,3,10x20x5,India,3,8
SKU0169,169,Lenovo Furniture Device,Lenovo,Furniture,MDL169,68948,2023-06-13,2025,Refurbished,Plastic,3,10x20x5,India,6,5
SKU0170,170,Galaxy SmartTag2,Samsung,Accessories,MDL170,33402,2024-11-11,2025,Refurbished,Metal,3,10x20x5,India,4,10
SKU0171,171,65W USB-C GaN Charger,Lenovo,Accessories,MDL171,30442,2023-12-20,2025,Refurbished,Plastic,6,10x20x5,India,8,5
SKU0172,172,Envy 13,HP,Laptop,MDL172,33685,2025-02-10,2025,Refurbished,Metal,8,10x20x5,India,8,10
SKU0173,173,Lenovo Legion Phone Duel,Lenovo,Mobile,MDL173,83624,2023-01-10,2025,Refurbished,Aluminium,3,10x20x5,India,8,5
SKU0174,174,Galaxy Tab S9,Samsung,Electronics,MDL174,21832,2022-01-30,2025,Refurbished,Aluminium,4,10x20x5,India,5,9
SKU0175,175,Alienware m16,Dell,Laptop,MDL175,92616,2024-04-17,2025,Refurbished,Plastic,6,10x20x5,India,8,9
SKU0176,176,Apple Watch Series 9,Apple,Accessories,MDL176,91184,2025-01-24,2025,New,Aluminium,6,10x20x5,India,9,2
SKU0177,177,Dell Venue Pro 11,Dell,Mobile,MDL177,72748,2023-07-29,2025,New,Metal,3,10x20x5,India,4,2
SKU0178,178,Galaxy Book Go,Samsung,Laptop,MDL178,31232,2024-08-02,2025,Refurbished,Metal,4,10x20x5,India,9,5
SKU0179,179,ThinkPad X1 Carbon,Lenovo,Laptop,MDL179,55323,2024-08-12,2025,Refurbished,Plastic,6,10x20x5,India,10,6
SKU0180,180,Sprocket Photo Printer,HP,Electronics,MDL180,75242,2023-03-09,2025,Refurbished,Plastic,1,10x20x5,India,3,8
SKU0181,181,Lenovo Legion Phone Duel,Lenovo,Mobile,MDL181,69712,2023-01-30,2025,Refurbished,Plastic,7,10x20x5,India,9,8
SKU0182,182,iPhone 14,Apple,Mobile,MDL182,50921,2023-06-03,2025,Refurbished,Plastic,10,10x20x5,India,8,1
SKU0183,183,HP Elite x3,HP,Mobile,MDL183,74881,2022-09-25,2025,New,Aluminium,8,10x20x5,India,8,4
SKU0184,184,Lenovo Legion Phone Duel,Lenovo,Mobile,MDL184,48212,2023-04-27,2025,New,Aluminium,2,10x20x5,India,4,4
SKU0185,185,"ThinkVision Monitor 27""",Lenovo,Electronics,MDL185,63486,2023-10-27,2025,Refurbished,Metal,5,10x20x5,India,8,4
SKU0186,186,Galaxy Tab S9,Samsung,Electronics,MDL186,40656,2024-03-29,2025,Refurbished,Metal,7,10x20x5,India,6,1
SKU0187,187,Alienware m16,Dell,Laptop,MDL187,34889,2025-02-16,2025,Refurbished,Metal,6,10x20x5,India,7,9
SKU0188,188,Galaxy Book Go,Samsung,Laptop,MDL188,64447,2023-02-27,2025,New,Aluminium,8,10x20x5,India,3,8
SKU0189,189,UltraSharp 27 Monitor,Dell,Electronics,MDL189,87575,2023-04-16,2025,New,Aluminium,10,10x20x5,India,10,8
SKU0190,190,Dell Pro Stereo Headset,Dell,Accessories,MDL190,39274,2022-11-29,2025,Refurbished,Plastic,3,10x20x5,India,9,6
SKU0191,191,Series 7 Pro Monitor,HP,Electronics,MDL191,49052,2024-02-24,2025,New,Metal,2,10x20x5,India,6,7
SKU0192,192,"MacBook Pro 16""",Apple,Laptop,MDL192,99175,2023-02-04,2025,New,Metal,4,10x20x5,India,10,1
SKU0193,193,Samsung Furniture Device,Samsung,Furniture,MDL193,93264,2024-05-12,2025,Refurbished,Metal,2,10x20x5,India,8,6
SKU0194,194,Lenovo Furniture Device,Lenovo,Furniture,MDL194,56835,2023-07-20,2025,New,Aluminium,2,10x20x5,India,7,10
SKU0195,195,Apple Furniture Device,Apple,Furniture,MDL195,63180,2023-03-05,2025,New,Aluminium,1,10x20x5,India,10,1
SKU0196,196,Dell Gaming Monitor S2721DGF,Dell,Electronics,MDL196,35477,2022-02-24,2025,New,Plastic,7,10x20x5,India,4,1
SKU0197,197,Lenovo Legion Phone Duel,Lenovo,Mobile,MDL197,22880,2024-10-12,2025,Refurbished,Aluminium,10,10x20x5,India,7,6
