product_id,sku_id,recyclability_score,reusability_score,material_sustainability_score,warranty_score,overall_circularity_score,circularity_category,recommendation
72.0,SKU0072,6.0,2.0,6.0,1.0,74.0,good,refurbish
73.0,SKU0073,10.0,4.0,7.0,6.0,67.0,poor,refurbish
74.0,SKU0074,4.0,8.0,1.0,6.0,50.0,poor,repair
75.0,SKU0075,1.0,2.0,3.0,2.0,57.0,average,recycle
76.0,SKU0076,3.0,5.0,6.0,5.0,74.0,poor,recycle
77.0,SKU0077,4.0,4.0,8.0,10.0,80.0,good,refurbish
78.0,SKU0078,8.0,4.0,1.0,8.0,64.0,average,reuse
79.0,SKU0079,8.0,1.0,8.0,6.0,70.0,poor,refurbish
80.0,SKU0080,4.0,10.0,9.0,10.0,97.0,excellent,refurbish
81.0,SKU0081,1.0,3.0,9.0,3.0,79.0,poor,recycle
82.0,SKU0082,5.0,2.0,8.0,5.0,79.0,good,repair
83.0,SKU0083,4.0,9.0,3.0,5.0,74.0,good,recycle
84.0,SKU0084,4.0,4.0,1.0,5.0,55.0,average,refurbish
85.0,SKU0085,8.0,2.0,10.0,10.0,62.0,poor,recycle
86.0,SKU0086,6.0,7.0,6.0,2.0,60.0,poor,recycle
87.0,SKU0087,3.0,7.0,2.0,8.0,66.0,poor,reuse
88.0,SKU0088,5.0,4.0,6.0,10.0,93.0,poor,repair
89.0,SKU0089,7.0,3.0,4.0,6.0,73.0,average,repair
90.0,SKU0090,2.0,3.0,5.0,1.0,67.0,poor,recycle
91.0,SKU0091,7.0,8.0,7.0,8.0,60.0,good,repair
92.0,SKU0092,2.0,7.0,1.0,3.0,92.0,poor,repair
93.0,SKU0093,5.0,8.0,8.0,10.0,74.0,good,reuse
94.0,SKU0094,6.0,8.0,1.0,6.0,71.0,excellent,repair
95.0,SKU0095,3.0,10.0,6.0,6.0,81.0,good,reuse
96.0,SKU0096,1.0,6.0,1.0,9.0,69.0,good,recycle
97.0,SKU0097,2.0,4.0,2.0,2.0,68.0,average,recycle
98.0,SKU0098,1.0,5.0,6.0,4.0,74.0,average,repair
99.0,SKU0099,5.0,4.0,10.0,1.0,55.0,excellent,repair
100.0,SKU0100,3.0,5.0,7.0,4.0,65.0,excellent,refurbish
101.0,SKU0101,10.0,1.0,2.0,3.0,94.0,poor,refurbish
102.0,SKU0102,6.0,5.0,4.0,4.0,88.0,poor,reuse
103.0,SKU0103,8.0,1.0,3.0,10.0,74.0,poor,repair
104.0,SKU0104,5.0,7.0,10.0,2.0,67.0,good,refurbish
105.0,SKU0105,6.0,3.0,1.0,1.0,86.0,good,repair
106.0,SKU0106,6.0,4.0,10.0,6.0,93.0,average,repair
107.0,SKU0107,2.0,9.0,6.0,9.0,70.0,good,repair
108.0,SKU0108,10.0,3.0,6.0,4.0,85.0,excellent,reuse
109.0,SKU0109,6.0,6.0,1.0,2.0,86.0,good,reuse
110.0,SKU0110,8.0,1.0,10.0,2.0,68.0,good,repair
111.0,SKU0111,7.0,3.0,6.0,3.0,83.0,poor,reuse
112.0,SKU0112,4.0,1.0,9.0,7.0,82.0,average,recycle
113.0,SKU0113,2.0,2.0,2.0,3.0,58.0,poor,reuse
114.0,SKU0114,7.0,5.0,9.0,5.0,79.0,excellent,reuse
115.0,SKU0115,7.0,6.0,4.0,2.0,80.0,average,refurbish
116.0,SKU0116,6.0,2.0,7.0,6.0,72.0,poor,refurbish
117.0,SKU0117,2.0,8.0,5.0,1.0,95.0,poor,recycle
118.0,SKU0118,3.0,8.0,2.0,9.0,56.0,excellent,reuse
119.0,SKU0119,9.0,1.0,5.0,4.0,96.0,good,reuse
120.0,SKU0120,5.0,1.0,4.0,6.0,72.0,excellent,repair
121.0,SKU0121,6.0,8.0,8.0,10.0,91.0,average,recycle
122.0,SKU0122,4.0,9.0,7.0,4.0,50.0,average,refurbish
123.0,SKU0123,2.0,7.0,10.0,6.0,90.0,good,repair
124.0,SKU0124,3.0,8.0,8.0,10.0,68.0,excellent,repair
125.0,SKU0125,7.0,3.0,9.0,10.0,65.0,average,reuse
126.0,SKU0126,7.0,7.0,1.0,10.0,85.0,poor,recycle
127.0,SKU0127,7.0,1.0,2.0,9.0,70.0,average,repair
128.0,SKU0128,4.0,8.0,4.0,7.0,81.0,excellent,reuse
129.0,SKU0129,2.0,6.0,2.0,7.0,73.0,poor,repair
130.0,SKU0130,7.0,6.0,7.0,10.0,65.0,good,recycle
131.0,SKU0131,9.0,8.0,6.0,1.0,91.0,excellent,refurbish
132.0,SKU0132,10.0,8.0,7.0,10.0,97.0,poor,recycle
133.0,SKU0133,5.0,10.0,7.0,2.0,69.0,excellent,refurbish
134.0,SKU0134,5.0,9.0,10.0,7.0,79.0,poor,reuse
135.0,SKU0135,3.0,5.0,10.0,1.0,65.0,good,recycle
136.0,SKU0136,5.0,4.0,1.0,9.0,51.0,average,refurbish
137.0,SKU0137,9.0,2.0,3.0,2.0,66.0,excellent,reuse
138.0,SKU0138,7.0,1.0,2.0,1.0,97.0,average,recycle
139.0,SKU0139,7.0,1.0,1.0,5.0,75.0,average,repair
140.0,SKU0140,6.0,2.0,5.0,5.0,85.0,excellent,reuse
141.0,SKU0141,6.0,8.0,10.0,9.0,81.0,average,repair
142.0,SKU0142,9.0,2.0,6.0,2.0,86.0,excellent,refurbish
143.0,SKU0143,1.0,3.0,7.0,3.0,50.0,average,refurbish
144.0,SKU0144,3.0,3.0,1.0,7.0,72.0,good,recycle
145.0,SKU0145,10.0,8.0,6.0,5.0,72.0,excellent,repair
146.0,SKU0146,3.0,6.0,5.0,6.0,72.0,poor,refurbish
147.0,SKU0147,5.0,6.0,5.0,6.0,60.0,average,recycle
148.0,SKU0148,8.0,8.0,8.0,4.0,60.0,average,repair
149.0,SKU0149,2.0,5.0,8.0,7.0,83.0,average,recycle
150.0,SKU0150,9.0,10.0,10.0,8.0,66.0,poor,recycle
151.0,SKU0151,3.0,5.0,6.0,3.0,95.0,good,refurbish
152.0,SKU0152,9.0,3.0,10.0,6.0,59.0,poor,refurbish
153.0,SKU0153,9.0,1.0,4.0,7.0,100.0,poor,refurbish
154.0,SKU0154,10.0,9.0,1.0,1.0,94.0,excellent,repair
155.0,SKU0155,4.0,9.0,6.0,2.0,99.0,poor,reuse
156.0,SKU0156,1.0,5.0,1.0,7.0,66.0,excellent,recycle
157.0,SKU0157,8.0,9.0,4.0,5.0,90.0,excellent,recycle
158.0,SKU0158,6.0,10.0,10.0,5.0,84.0,excellent,refurbish
159.0,SKU0159,7.0,10.0,5.0,9.0,56.0,average,refurbish
160.0,SKU0160,5.0,5.0,8.0,10.0,54.0,excellent,recycle
161.0,SKU0161,1.0,1.0,2.0,3.0,78.0,poor,recycle
162.0,SKU0162,8.0,9.0,5.0,1.0,67.0,poor,refurbish
163.0,SKU0163,6.0,4.0,8.0,2.0,86.0,excellent,recycle
164.0,SKU0164,8.0,4.0,3.0,9.0,91.0,poor,refurbish
165.0,SKU0165,9.0,3.0,3.0,5.0,76.0,poor,recycle
166.0,SKU0166,2.0,2.0,6.0,6.0,58.0,excellent,refurbish
167.0,SKU0167,9.0,7.0,4.0,2.0,78.0,poor,reuse
168.0,SKU0168,9.0,1.0,4.0,10.0,68.0,average,reuse
169.0,SKU0169,3.0,9.0,8.0,8.0,88.0,good,refurbish
170.0,SKU0170,7.0,7.0,1.0,5.0,76.0,good,reuse
171.0,SKU0171,4.0,6.0,3.0,4.0,51.0,poor,refurbish
172.0,SKU0172,8.0,5.0,2.0,7.0,82.0,poor,recycle
173.0,SKU0173,1.0,2.0,10.0,1.0,56.0,poor,reuse
174.0,SKU0174,1.0,3.0,9.0,5.0,66.0,poor,recycle
175.0,SKU0175,10.0,3.0,6.0,1.0,50.0,good,repair
176.0,SKU0176,9.0,3.0,5.0,4.0,88.0,average,refurbish
177.0,SKU0177,4.0,6.0,10.0,3.0,55.0,excellent,repair
178.0,SKU0178,3.0,7.0,5.0,1.0,69.0,good,repair
179.0,SKU0179,1.0,4.0,3.0,4.0,100.0,excellent,repair
180.0,SKU0180,6.0,1.0,10.0,9.0,82.0,excellent,recycle
181.0,SKU0181,2.0,9.0,2.0,10.0,58.0,average,recycle
182.0,SKU0182,8.0,10.0,4.0,2.0,69.0,good,repair
183.0,SKU0183,9.0,7.0,8.0,8.0,57.0,average,repair
184.0,SKU0184,6.0,4.0,7.0,10.0,74.0,good,refurbish
185.0,SKU0185,8.0,4.0,3.0,5.0,58.0,excellent,refurbish
186.0,SKU0186,6.0,7.0,4.0,3.0,96.0,excellent,refurbish
187.0,SKU0187,5.0,10.0,3.0,5.0,54.0,good,reuse
188.0,SKU0188,7.0,8.0,3.0,8.0,54.0,poor,refurbish
189.0,SKU0189,6.0,2.0,10.0,4.0,51.0,good,repair
190.0,SKU0190,9.0,4.0,5.0,10.0,82.0,poor,recycle
191.0,SKU0191,9.0,6.0,8.0,7.0,60.0,poor,reuse
192.0,SKU0192,5.0,8.0,5.0,2.0,50.0,average,refurbish
193.0,SKU0193,10.0,6.0,1.0,4.0,59.0,excellent,reuse
194.0,SKU0194,1.0,1.0,8.0,6.0,80.0,average,recycle
195.0,SKU0195,4.0,2.0,9.0,7.0,92.0,average,recycle
196.0,SKU0196,8.0,1.0,7.0,10.0,61.0,poor,recycle
197.0,SKU0197,2.0,6.0,2.0,5.0,83.0,good,recycle
198.0,SKU0198,10.0,8.0,5.0,7.0,50.0,good,refurbish
199.0,SKU0199,9.0,4.0,1.0,2.0,67.0,excellent,repair
200.0,SKU0200,8.0,9.0,1.0,9.0,92.0,excellent,recycle
201.0,SKU0201,6.0,4.0,1.0,4.0,83.0,average,reuse
202.0,SKU0202,7.0,6.0,10.0,3.0,64.0,average,recycle
203.0,SKU0203,5.0,10.0,2.0,3.0,53.0,excellent,refurbish
204.0,SKU0204,3.0,4.0,7.0,1.0,65.0,poor,refurbish
205.0,SKU0205,1.0,7.0,4.0,3.0,76.0,average,reuse
206.0,SKU0206,3.0,1.0,3.0,3.0,66.0,average,reuse
207.0,SKU0207,5.0,10.0,6.0,3.0,57.0,average,reuse
208.0,SKU0208,8.0,3.0,2.0,4.0,90.0,excellent,reuse
209.0,SKU0209,9.0,4.0,3.0,1.0,78.0,good,refurbish
210.0,SKU0210,1.0,4.0,1.0,8.0,59.0,good,reuse
211.0,SKU0211,9.0,10.0,9.0,9.0,70.0,good,refurbish
212.0,SKU0212,5.0,7.0,9.0,6.0,100.0,good,refurbish
213.0,SKU0213,10.0,5.0,2.0,1.0,81.0,average,recycle
214.0,SKU0214,2.0,6.0,9.0,10.0,59.0,poor,refurbish
215.0,SKU0215,9.0,4.0,7.0,3.0,69.0,excellent,recycle
216.0,SKU0216,10.0,1.0,6.0,6.0,82.0,good,refurbish
217.0,SKU0217,3.0,6.0,2.0,10.0,67.0,excellent,reuse
218.0,SKU0218,9.0,10.0,2.0,3.0,86.0,excellent,refurbish
219.0,SKU0219,1.0,6.0,6.0,2.0,50.0,average,refurbish
220.0,SKU0220,6.0,4.0,8.0,2.0,92.0,good,repair
221.0,SKU0221,5.0,6.0,8.0,6.0,85.0,good,repair
222.0,SKU0222,4.0,7.0,4.0,2.0,91.0,poor,recycle
223.0,SKU0223,3.0,6.0,10.0,2.0,79.0,excellent,recycle
224.0,SKU0224,2.0,7.0,5.0,2.0,77.0,good,repair
225.0,SKU0225,8.0,8.0,5.0,6.0,50.0,average,refurbish
226.0,SKU0226,9.0,8.0,4.0,1.0,65.0,average,reuse
227.0,SKU0227,9.0,9.0,6.0,6.0,68.0,excellent,refurbish
228.0,SKU0228,9.0,6.0,6.0,8.0,94.0,average,recycle
229.0,SKU0229,4.0,10.0,4.0,9.0,54.0,excellent,recycle
230.0,SKU0230,3.0,10.0,7.0,1.0,83.0,poor,refurbish
231.0,SKU0231,4.0,10.0,2.0,10.0,58.0,good,repair
232.0,SKU0232,2.0,6.0,6.0,8.0,84.0,good,recycle
233.0,SKU0233,10.0,6.0,4.0,8.0,62.0,average,refurbish
234.0,SKU0234,7.0,7.0,5.0,1.0,97.0,excellent,repair
235.0,SKU0235,3.0,9.0,10.0,8.0,83.0,good,recycle
236.0,SKU0236,1.0,1.0,10.0,4.0,55.0,average,reuse
237.0,SKU0237,9.0,3.0,10.0,9.0,93.0,average,recycle
238.0,SKU0238,2.0,1.0,9.0,3.0,77.0,excellent,refurbish
239.0,SKU0239,7.0,10.0,5.0,3.0,100.0,average,repair
240.0,SKU0240,4.0,2.0,8.0,1.0,66.0,poor,refurbish
241.0,SKU0241,4.0,8.0,2.0,3.0,78.0,good,repair
242.0,SKU0242,3.0,4.0,9.0,7.0,82.0,poor,recycle
243.0,SKU0243,2.0,9.0,8.0,3.0,94.0,poor,reuse
244.0,SKU0244,4.0,7.0,1.0,10.0,65.0,excellent,repair
245.0,SKU0245,9.0,2.0,9.0,7.0,88.0,good,refurbish
246.0,SKU0246,5.0,5.0,9.0,6.0,50.0,poor,refurbish
247.0,SKU0247,10.0,1.0,6.0,1.0,75.0,good,refurbish
248.0,SKU0248,4.0,7.0,3.0,1.0,73.0,poor,refurbish
249.0,SKU0249,9.0,1.0,10.0,3.0,94.0,good,repair
250.0,SKU0250,9.0,3.0,7.0,6.0,68.0,good,refurbish
251.0,SKU0251,3.0,1.0,9.0,9.0,52.0,poor,repair
252.0,SKU0252,2.0,5.0,6.0,7.0,79.0,average,refurbish
253.0,SKU0253,7.0,5.0,4.0,5.0,66.0,poor,reuse
254.0,SKU0254,4.0,4.0,8.0,6.0,91.0,average,recycle
255.0,SKU0255,2.0,3.0,10.0,10.0,59.0,good,refurbish
256.0,SKU0256,3.0,2.0,3.0,4.0,88.0,poor,repair
257.0,SKU0257,3.0,9.0,6.0,1.0,94.0,excellent,recycle
258.0,SKU0258,10.0,8.0,5.0,2.0,65.0,poor,recycle
259.0,SKU0259,8.0,7.0,2.0,7.0,83.0,good,recycle
260.0,SKU0260,1.0,6.0,10.0,9.0,70.0,poor,recycle
261.0,SKU0261,9.0,8.0,9.0,8.0,91.0,excellent,reuse
262.0,SKU0262,9.0,10.0,4.0,9.0,79.0,good,reuse
263.0,SKU0263,4.0,9.0,4.0,2.0,52.0,poor,repair
264.0,SKU0264,8.0,9.0,2.0,3.0,69.0,poor,recycle
265.0,SKU0265,7.0,3.0,4.0,1.0,85.0,good,reuse
266.0,SKU0266,6.0,8.0,4.0,7.0,95.0,poor,recycle
267.0,SKU0267,1.0,2.0,8.0,2.0,76.0,excellent,reuse
268.0,SKU0268,4.0,5.0,1.0,1.0,99.0,good,refurbish
269.0,SKU0269,1.0,7.0,5.0,1.0,84.0,average,refurbish
270.0,SKU0270,5.0,2.0,6.0,9.0,74.0,excellent,recycle
271.0,SKU0271,4.0,8.0,8.0,6.0,65.0,excellent,reuse
272.0,SKU0272,3.0,1.0,5.0,8.0,81.0,poor,reuse
273.0,SKU0273,8.0,2.0,2.0,5.0,76.0,poor,repair
274.0,SKU0274,7.0,7.0,2.0,10.0,55.0,poor,refurbish
275.0,SKU0275,6.0,7.0,4.0,9.0,64.0,poor,repair
276.0,SKU0276,2.0,7.0,2.0,10.0,79.0,poor,reuse
277.0,SKU0277,10.0,3.0,3.0,6.0,67.0,excellent,repair
278.0,SKU0278,5.0,7.0,4.0,7.0,62.0,excellent,refurbish
279.0,SKU0279,9.0,2.0,7.0,8.0,88.0,poor,reuse
280.0,SKU0280,9.0,8.0,10.0,9.0,83.0,average,repair
281.0,SKU0281,7.0,6.0,8.0,2.0,96.0,good,reuse
282.0,SKU0282,4.0,10.0,7.0,8.0,69.0,excellent,repair
283.0,SKU0283,2.0,1.0,6.0,8.0,70.0,average,refurbish
284.0,SKU0284,10.0,8.0,7.0,4.0,63.0,good,recycle
285.0,SKU0285,2.0,1.0,3.0,9.0,75.0,average,recycle
286.0,SKU0286,8.0,9.0,2.0,2.0,78.0,good,reuse
287.0,SKU0287,6.0,8.0,3.0,9.0,95.0,average,refurbish
288.0,SKU0288,5.0,8.0,3.0,3.0,80.0,good,repair
289.0,SKU0289,7.0,3.0,3.0,9.0,77.0,excellent,reuse
290.0,SKU0290,9.0,3.0,4.0,6.0,62.0,poor,recycle
291.0,SKU0291,3.0,4.0,6.0,2.0,70.0,poor,recycle
292.0,SKU0292,4.0,1.0,1.0,6.0,89.0,good,repair
293.0,SKU0293,5.0,6.0,3.0,2.0,90.0,good,reuse
294.0,SKU0294,8.0,6.0,6.0,3.0,98.0,excellent,reuse
295.0,SKU0295,1.0,2.0,6.0,2.0,95.0,average,reuse
296.0,SKU0296,1.0,5.0,9.0,6.0,88.0,average,recycle
297.0,SKU0297,9.0,10.0,7.0,9.0,82.0,excellent,repair
298.0,SKU0298,8.0,2.0,7.0,8.0,80.0,excellent,refurbish
299.0,SKU0299,6.0,6.0,2.0,2.0,63.0,poor,recycle
300.0,SKU0300,1.0,3.0,3.0,9.0,98.0,excellent,refurbish
301.0,SKU0301,1.0,4.0,6.0,7.0,59.0,excellent,repair
302.0,SKU0302,8.0,1.0,4.0,8.0,98.0,good,reuse
303.0,SKU0303,5.0,9.0,6.0,6.0,68.0,good,recycle
304.0,SKU0304,10.0,10.0,10.0,9.0,72.0,average,reuse
305.0,SKU0305,4.0,6.0,7.0,9.0,72.0,good,repair
306.0,SKU0306,5.0,8.0,3.0,2.0,87.0,average,refurbish
307.0,SKU0307,4.0,1.0,6.0,2.0,67.0,poor,repair
308.0,SKU0308,5.0,9.0,7.0,5.0,53.0,poor,reuse
309.0,SKU0309,9.0,4.0,9.0,5.0,84.0,average,reuse
310.0,SKU0310,4.0,1.0,3.0,3.0,61.0,poor,recycle
311.0,SKU0311,7.0,3.0,10.0,1.0,60.0,good,refurbish
312.0,SKU0312,4.0,10.0,5.0,7.0,50.0,average,reuse
313.0,SKU0313,4.0,6.0,2.0,7.0,66.0,poor,refurbish
314.0,SKU0314,6.0,1.0,10.0,8.0,63.0,average,repair
315.0,SKU0315,4.0,10.0,10.0,6.0,63.0,excellent,reuse
316.0,SKU0316,1.0,2.0,10.0,5.0,67.0,good,reuse
317.0,SKU0317,9.0,4.0,5.0,3.0,99.0,poor,refurbish
318.0,SKU0318,4.0,10.0,3.0,7.0,76.0,good,reuse
319.0,SKU0319,4.0,10.0,7.0,10.0,83.0,good,repair
320.0,SKU0320,3.0,1.0,1.0,10.0,94.0,good,repair
321.0,SKU0321,4.0,6.0,9.0,4.0,72.0,average,reuse
322.0,SKU0322,1.0,1.0,5.0,1.0,92.0,excellent,recycle
323.0,SKU0323,4.0,10.0,8.0,1.0,81.0,good,repair
324.0,SKU0324,4.0,6.0,2.0,5.0,51.0,poor,repair
325.0,SKU0325,8.0,3.0,8.0,10.0,70.0,poor,repair
326.0,SKU0326,5.0,1.0,3.0,5.0,54.0,excellent,reuse
327.0,SKU0327,6.0,3.0,2.0,10.0,78.0,good,recycle
328.0,SKU0328,7.0,1.0,4.0,9.0,96.0,excellent,repair
329.0,SKU0329,3.0,5.0,9.0,4.0,67.0,good,refurbish
330.0,SKU0330,6.0,10.0,6.0,9.0,80.0,good,reuse
331.0,SKU0331,9.0,5.0,4.0,5.0,54.0,excellent,refurbish
332.0,SKU0332,6.0,8.0,10.0,10.0,78.0,excellent,repair
333.0,SKU0333,8.0,2.0,1.0,4.0,50.0,excellent,repair
334.0,SKU0334,9.0,9.0,4.0,8.0,94.0,poor,refurbish
335.0,SKU0335,1.0,5.0,10.0,8.0,74.0,excellent,refurbish
336.0,SKU0336,9.0,2.0,7.0,6.0,56.0,good,recycle
337.0,SKU0337,5.0,9.0,9.0,1.0,67.0,average,recycle
338.0,SKU0338,1.0,3.0,7.0,4.0,98.0,average,recycle
339.0,SKU0339,4.0,9.0,2.0,3.0,82.0,good,refurbish
340.0,SKU0340,5.0,7.0,9.0,2.0,75.0,excellent,reuse
341.0,SKU0341,4.0,7.0,5.0,2.0,72.0,poor,reuse
342.0,SKU0342,3.0,8.0,4.0,3.0,53.0,poor,refurbish
343.0,SKU0343,1.0,6.0,5.0,1.0,54.0,excellent,repair
344.0,SKU0344,6.0,5.0,8.0,1.0,79.0,excellent,recycle
345.0,SKU0345,8.0,4.0,7.0,8.0,86.0,poor,reuse
346.0,SKU0346,8.0,7.0,6.0,7.0,66.0,average,repair
347.0,SKU0347,9.0,8.0,7.0,6.0,52.0,average,recycle
348.0,SKU0348,2.0,1.0,2.0,8.0,94.0,poor,reuse
349.0,SKU0349,6.0,1.0,8.0,7.0,93.0,good,refurbish
350.0,SKU0350,10.0,3.0,3.0,5.0,52.0,excellent,repair
351.0,SKU0351,10.0,5.0,10.0,7.0,85.0,excellent,repair
352.0,SKU0352,7.0,4.0,3.0,5.0,69.0,poor,reuse
353.0,SKU0353,3.0,9.0,9.0,4.0,65.0,excellent,repair
354.0,SKU0354,5.0,3.0,3.0,7.0,54.0,average,reuse
355.0,SKU0355,10.0,4.0,10.0,3.0,91.0,good,repair
356.0,SKU0356,4.0,7.0,4.0,10.0,61.0,poor,refurbish
357.0,SKU0357,7.0,1.0,4.0,8.0,70.0,average,reuse
358.0,SKU0358,3.0,2.0,4.0,8.0,79.0,average,reuse
359.0,SKU0359,8.0,1.0,2.0,3.0,91.0,poor,refurbish
360.0,SKU0360,2.0,4.0,8.0,3.0,88.0,excellent,reuse
361.0,SKU0361,7.0,1.0,8.0,3.0,98.0,poor,recycle
362.0,SKU0362,10.0,4.0,1.0,10.0,82.0,poor,reuse
363.0,SKU0363,2.0,6.0,1.0,7.0,63.0,average,repair
364.0,SKU0364,1.0,10.0,9.0,7.0,53.0,average,repair
365.0,SKU0365,2.0,8.0,9.0,6.0,75.0,poor,reuse
366.0,SKU0366,7.0,9.0,6.0,2.0,92.0,good,refurbish
367.0,SKU0367,10.0,2.0,6.0,10.0,79.0,average,recycle
368.0,SKU0368,1.0,8.0,7.0,3.0,85.0,average,recycle
369.0,SKU0369,1.0,3.0,8.0,5.0,92.0,average,reuse
370.0,SKU0370,10.0,10.0,6.0,6.0,84.0,poor,recycle
371.0,SKU0371,8.0,8.0,5.0,1.0,58.0,excellent,refurbish
372.0,SKU0372,4.0,3.0,8.0,4.0,78.0,average,repair
373.0,SKU0373,3.0,5.0,7.0,4.0,55.0,excellent,reuse
374.0,SKU0374,3.0,10.0,8.0,2.0,95.0,poor,reuse
375.0,SKU0375,1.0,8.0,7.0,7.0,50.0,poor,reuse
376.0,SKU0376,1.0,10.0,9.0,10.0,64.0,good,reuse
377.0,SKU0377,5.0,10.0,2.0,4.0,85.0,average,reuse
