bom_id,sku_id,product_id,component_name,component_weight,recyclable,recycled_content_percentage,supplier_name,cost_per_component,hazardous_material_flag
BOM0087,SKU0087,87.0,battery,359.0,yes,83.0,xyz pvt ltd,596.0,yes
BOM0088,SKU0088,88.0,motherboard,363.0,yes,74.0,abc ltd,2409.0,no
BOM0089,SKU0089,89.0,screen,495.0,yes,29.0,xyz pvt ltd,4889.0,yes
BOM0090,SKU0090,90.0,motherboard,150.0,no,72.0,xyz pvt ltd,920.0,no
BOM0091,SKU0091,91.0,motherboard,699.0,no,44.0,xyz pvt ltd,2713.0,yes
BOM0092,SKU0092,92.0,keyboard,459.0,yes,11.0,tech components,3388.0,no
BOM0093,SKU0093,93.0,keyboard,902.0,no,56.0,tech components,970.0,no
BOM0094,SKU0094,94.0,screen,711.0,no,45.0,tech components,1136.0,yes
BOM0095,SKU0095,95.0,keyboard,1000.0,yes,93.0,tech components,2768.0,yes
BOM0096,SKU0096,96.0,keyboard,268.0,yes,19.0,abc ltd,4016.0,no
BOM0097,SKU0097,97.0,keyboard,978.0,yes,16.0,abc ltd,1564.0,no
BOM0098,SKU0098,98.0,keyboard,920.0,no,43.0,abc ltd,4828.0,no
BOM0099,SKU0099,99.0,battery,791.0,yes,15.0,abc ltd,642.0,yes
BOM0100,SKU0100,100.0,motherboard,251.0,no,72.0,xyz pvt ltd,4535.0,yes
BOM0101,SKU0101,101.0,keyboard,515.0,yes,57.0,abc ltd,2158.0,no
BOM0102,SKU0102,102.0,keyboard,204.0,yes,87.0,xyz pvt ltd,1817.0,yes
BOM0103,SKU0103,103.0,motherboard,414.0,yes,46.0,abc ltd,622.0,yes
BOM0104,SKU0104,104.0,battery,928.0,no,4.0,tech components,1177.0,yes
BOM0105,SKU0105,105.0,battery,606.0,yes,49.0,xyz pvt ltd,3858.0,no
BOM0106,SKU0106,106.0,screen,421.0,yes,99.0,tech components,2084.0,yes
BOM0107,SKU0107,107.0,motherboard,369.0,no,96.0,xyz pvt ltd,4878.0,no
BOM0108,SKU0108,108.0,screen,984.0,yes,70.0,tech components,673.0,yes
BOM0109,SKU0109,109.0,screen,695.0,yes,42.0,abc ltd,4073.0,yes
BOM0110,SKU0110,110.0,keyboard,281.0,yes,21.0,xyz pvt ltd,3620.0,no
BOM0111,SKU0111,111.0,screen,756.0,no,92.0,abc ltd,3662.0,no
BOM0112,SKU0112,112.0,motherboard,482.0,no,92.0,xyz pvt ltd,682.0,yes
BOM0113,SKU0113,113.0,battery,822.0,yes,32.0,tech components,4134.0,no
BOM0114,SKU0114,114.0,screen,984.0,yes,91.0,xyz pvt ltd,4352.0,yes
BOM0115,SKU0115,115.0,battery,326.0,yes,21.0,xyz pvt ltd,1583.0,no
BOM0116,SKU0116,116.0,keyboard,359.0,yes,24.0,xyz pvt ltd,4948.0,yes
BOM0117,SKU0117,117.0,motherboard,459.0,yes,72.0,abc ltd,2597.0,yes
BOM0118,SKU0118,118.0,motherboard,158.0,no,64.0,abc ltd,511.0,yes
BOM0119,SKU0119,119.0,screen,748.0,no,8.0,xyz pvt ltd,1198.0,yes
BOM0120,SKU0120,120.0,screen,305.0,yes,65.0,xyz pvt ltd,2641.0,no
BOM0121,SKU0121,121.0,screen,259.0,yes,61.0,xyz pvt ltd,4829.0,no
BOM0122,SKU0122,122.0,screen,249.0,no,79.0,xyz pvt ltd,1000.0,yes
BOM0123,SKU0123,123.0,keyboard,204.0,yes,10.0,tech components,848.0,no
BOM0124,SKU0124,124.0,keyboard,433.0,yes,55.0,xyz pvt ltd,829.0,no
BOM0125,SKU0125,125.0,battery,915.0,no,77.0,xyz pvt ltd,1058.0,yes
BOM0126,SKU0126,126.0,keyboard,519.0,yes,66.0,tech components,560.0,no
BOM0127,SKU0127,127.0,motherboard,105.0,yes,16.0,xyz pvt ltd,4881.0,no
BOM0128,SKU0128,128.0,motherboard,126.0,yes,63.0,xyz pvt ltd,4506.0,no
BOM0129,SKU0129,129.0,keyboard,962.0,no,77.0,xyz pvt ltd,4208.0,no
BOM0130,SKU0130,130.0,motherboard,214.0,no,28.0,abc ltd,2432.0,yes
BOM0131,SKU0131,131.0,battery,744.0,yes,72.0,abc ltd,1868.0,no
BOM0132,SKU0132,132.0,battery,483.0,yes,27.0,abc ltd,3398.0,no
BOM0133,SKU0133,133.0,keyboard,123.0,no,65.0,xyz pvt ltd,785.0,no
BOM0134,SKU0134,134.0,motherboard,806.0,yes,14.0,xyz pvt ltd,4813.0,no
BOM0135,SKU0135,135.0,motherboard,211.0,no,8.0,abc ltd,616.0,no
BOM0136,SKU0136,136.0,motherboard,462.0,yes,35.0,tech components,1290.0,yes
BOM0137,SKU0137,137.0,screen,470.0,no,33.0,abc ltd,2293.0,no
BOM0138,SKU0138,138.0,screen,296.0,yes,86.0,xyz pvt ltd,2659.0,no
BOM0139,SKU0139,139.0,screen,709.0,no,65.0,tech components,4092.0,yes
BOM0140,SKU0140,140.0,screen,908.0,no,7.0,abc ltd,3959.0,yes
BOM0141,SKU0141,141.0,motherboard,774.0,yes,24.0,xyz pvt ltd,1965.0,yes
BOM0142,SKU0142,142.0,keyboard,928.0,no,26.0,xyz pvt ltd,2524.0,yes
BOM0143,SKU0143,143.0,motherboard,352.0,no,1.0,abc ltd,2175.0,yes
BOM0144,SKU0144,144.0,keyboard,120.0,yes,47.0,xyz pvt ltd,3748.0,yes
BOM0145,SKU0145,145.0,motherboard,341.0,yes,66.0,abc ltd,4746.0,yes
BOM0146,SKU0146,146.0,battery,815.0,no,11.0,tech components,4026.0,yes
BOM0147,SKU0147,147.0,battery,724.0,no,57.0,xyz pvt ltd,553.0,no
BOM0148,SKU0148,148.0,motherboard,452.0,yes,19.0,tech components,2804.0,no
BOM0149,SKU0149,149.0,screen,944.0,yes,16.0,xyz pvt ltd,3351.0,no
BOM0150,SKU0150,150.0,motherboard,175.0,no,35.0,xyz pvt ltd,3750.0,yes
BOM0151,SKU0151,151.0,keyboard,713.0,yes,58.0,tech components,1158.0,yes
BOM0152,SKU0152,152.0,battery,852.0,no,92.0,abc ltd,588.0,no
BOM0153,SKU0153,153.0,motherboard,575.0,yes,76.0,xyz pvt ltd,2173.0,no
BOM0154,SKU0154,154.0,screen,216.0,no,1.0,abc ltd,1290.0,yes
BOM0155,SKU0155,155.0,keyboard,728.0,no,68.0,tech components,4267.0,yes
BOM0156,SKU0156,156.0,motherboard,707.0,yes,9.0,xyz pvt ltd,3011.0,no
BOM0157,SKU0157,157.0,screen,874.0,no,44.0,tech components,1965.0,yes
BOM0158,SKU0158,158.0,battery,637.0,yes,94.0,abc ltd,3704.0,no
BOM0159,SKU0159,159.0,battery,288.0,yes,10.0,abc ltd,1300.0,no
BOM0160,SKU0160,160.0,battery,929.0,no,95.0,tech components,2225.0,no
BOM0161,SKU0161,161.0,battery,171.0,no,19.0,xyz pvt ltd,1883.0,yes
BOM0162,SKU0162,162.0,motherboard,328.0,no,54.0,tech components,2924.0,yes
BOM0163,SKU0163,163.0,battery,697.0,no,71.0,xyz pvt ltd,2935.0,yes
BOM0164,SKU0164,164.0,screen,760.0,yes,56.0,tech components,4256.0,yes
BOM0165,SKU0165,165.0,motherboard,297.0,no,31.0,xyz pvt ltd,1143.0,yes
BOM0166,SKU0166,166.0,motherboard,486.0,no,91.0,xyz pvt ltd,4280.0,no
BOM0167,SKU0167,167.0,motherboard,946.0,yes,86.0,xyz pvt ltd,2144.0,no
BOM0168,SKU0168,168.0,screen,131.0,no,28.0,tech components,4004.0,yes
BOM0169,SKU0169,169.0,battery,503.0,yes,57.0,xyz pvt ltd,2703.0,yes
BOM0170,SKU0170,170.0,screen,591.0,yes,3.0,xyz pvt ltd,2862.0,yes
BOM0171,SKU0171,171.0,battery,121.0,yes,36.0,tech components,2113.0,no
BOM0172,SKU0172,172.0,keyboard,960.0,yes,27.0,xyz pvt ltd,3128.0,no
BOM0173,SKU0173,173.0,motherboard,244.0,no,6.0,xyz pvt ltd,4526.0,no
BOM0174,SKU0174,174.0,battery,234.0,no,61.0,tech components,1265.0,no
BOM0175,SKU0175,175.0,keyboard,630.0,yes,16.0,xyz pvt ltd,4644.0,no
BOM0176,SKU0176,176.0,keyboard,450.0,no,99.0,xyz pvt ltd,2815.0,no
BOM0177,SKU0177,177.0,keyboard,239.0,yes,88.0,abc ltd,4062.0,yes
BOM0178,SKU0178,178.0,keyboard,586.0,no,65.0,abc ltd,1513.0,yes
BOM0179,SKU0179,179.0,battery,429.0,yes,68.0,tech components,1946.0,no
BOM0180,SKU0180,180.0,keyboard,492.0,no,36.0,tech components,3494.0,yes
BOM0181,SKU0181,181.0,battery,481.0,yes,21.0,tech components,1526.0,no
BOM0182,SKU0182,182.0,motherboard,279.0,yes,93.0,xyz pvt ltd,2131.0,yes
BOM0183,SKU0183,183.0,keyboard,709.0,yes,67.0,abc ltd,3041.0,yes
BOM0184,SKU0184,184.0,screen,433.0,yes,45.0,abc ltd,1542.0,yes
BOM0185,SKU0185,185.0,motherboard,345.0,yes,62.0,tech components,1229.0,yes
BOM0186,SKU0186,186.0,motherboard,130.0,yes,99.0,xyz pvt ltd,2911.0,yes
BOM0187,SKU0187,187.0,motherboard,124.0,no,74.0,xyz pvt ltd,3565.0,no
BOM0188,SKU0188,188.0,screen,487.0,no,21.0,tech components,4657.0,no
BOM0189,SKU0189,189.0,battery,402.0,yes,48.0,xyz pvt ltd,1363.0,no
BOM0190,SKU0190,190.0,battery,674.0,yes,33.0,tech components,2216.0,no
BOM0191,SKU0191,191.0,battery,467.0,yes,11.0,tech components,1203.0,no
BOM0192,SKU0192,192.0,screen,161.0,no,18.0,tech components,764.0,yes
BOM0193,SKU0193,193.0,screen,313.0,yes,18.0,abc ltd,4427.0,no
BOM0194,SKU0194,194.0,motherboard,553.0,no,59.0,tech components,1066.0,yes
BOM0195,SKU0195,195.0,motherboard,622.0,yes,57.0,abc ltd,1088.0,no
BOM0196,SKU0196,196.0,screen,705.0,no,9.0,abc ltd,919.0,no
BOM0197,SKU0197,197.0,motherboard,279.0,no,36.0,abc ltd,3453.0,yes
BOM0198,SKU0198,198.0,motherboard,873.0,yes,99.0,abc ltd,1495.0,yes
BOM0199,SKU0199,199.0,battery,973.0,no,88.0,abc ltd,3286.0,yes
BOM0200,SKU0200,200.0,motherboard,915.0,no,1.0,abc ltd,1633.0,yes
BOM0201,SKU0201,201.0,motherboard,790.0,yes,55.0,tech components,2323.0,no
BOM0202,SKU0202,202.0,motherboard,709.0,no,100.0,xyz pvt ltd,4637.0,yes
BOM0203,SKU0203,203.0,motherboard,776.0,yes,90.0,abc ltd,2149.0,yes
BOM0204,SKU0204,204.0,screen,497.0,no,74.0,tech components,3793.0,yes
BOM0205,SKU0205,205.0,screen,969.0,no,77.0,abc ltd,1885.0,no
BOM0206,SKU0206,206.0,motherboard,177.0,no,39.0,xyz pvt ltd,2188.0,no
BOM0207,SKU0207,207.0,motherboard,141.0,yes,40.0,xyz pvt ltd,2664.0,yes
BOM0208,SKU0208,208.0,battery,162.0,yes,39.0,abc ltd,4491.0,no
BOM0209,SKU0209,209.0,keyboard,557.0,yes,32.0,abc ltd,1645.0,yes
BOM0210,SKU0210,210.0,screen,893.0,no,95.0,abc ltd,755.0,yes
BOM0211,SKU0211,211.0,keyboard,500.0,no,14.0,abc ltd,4962.0,no
BOM0212,SKU0212,212.0,motherboard,361.0,yes,54.0,xyz pvt ltd,4920.0,yes
BOM0213,SKU0213,213.0,screen,518.0,no,75.0,abc ltd,4109.0,yes
BOM0214,SKU0214,214.0,keyboard,310.0,yes,34.0,tech components,3093.0,no
BOM0215,SKU0215,215.0,screen,409.0,no,93.0,tech components,4166.0,no
BOM0216,SKU0216,216.0,keyboard,592.0,yes,7.0,abc ltd,1861.0,no
BOM0217,SKU0217,217.0,keyboard,685.0,no,87.0,abc ltd,857.0,no
BOM0218,SKU0218,218.0,screen,419.0,yes,67.0,abc ltd,1799.0,no
BOM0219,SKU0219,219.0,screen,652.0,yes,27.0,tech components,716.0,yes
BOM0220,SKU0220,220.0,motherboard,578.0,yes,52.0,abc ltd,2753.0,no
BOM0221,SKU0221,221.0,battery,573.0,no,63.0,abc ltd,4712.0,yes
BOM0222,SKU0222,222.0,keyboard,619.0,yes,67.0,tech components,1990.0,yes
BOM0223,SKU0223,223.0,battery,755.0,yes,38.0,abc ltd,3374.0,yes
BOM0224,SKU0224,224.0,motherboard,251.0,yes,93.0,xyz pvt ltd,742.0,yes
BOM0225,SKU0225,225.0,keyboard,795.0,no,80.0,xyz pvt ltd,1762.0,no
BOM0226,SKU0226,226.0,screen,797.0,yes,73.0,tech components,3183.0,no
BOM0227,SKU0227,227.0,motherboard,743.0,no,32.0,tech components,1470.0,yes
BOM0228,SKU0228,228.0,motherboard,739.0,no,44.0,tech components,1550.0,no
BOM0229,SKU0229,229.0,screen,458.0,yes,52.0,abc ltd,4994.0,yes
BOM0230,SKU0230,230.0,motherboard,186.0,no,53.0,xyz pvt ltd,2898.0,no
BOM0231,SKU0231,231.0,battery,619.0,no,84.0,tech components,3580.0,yes
BOM0232,SKU0232,232.0,screen,213.0,yes,37.0,tech components,4762.0,no
BOM0233,SKU0233,233.0,screen,485.0,no,36.0,abc ltd,2626.0,no
BOM0234,SKU0234,234.0,battery,721.0,yes,82.0,xyz pvt ltd,4503.0,yes
BOM0235,SKU0235,235.0,screen,662.0,yes,80.0,xyz pvt ltd,657.0,no
BOM0236,SKU0236,236.0,keyboard,245.0,no,16.0,tech components,2087.0,yes
BOM0237,SKU0237,237.0,battery,133.0,yes,70.0,abc ltd,3979.0,yes
BOM0238,SKU0238,238.0,keyboard,765.0,yes,70.0,tech components,3793.0,no
BOM0239,SKU0239,239.0,screen,803.0,no,88.0,abc ltd,1671.0,no
BOM0240,SKU0240,240.0,screen,273.0,yes,8.0,tech components,4637.0,no
BOM0241,SKU0241,241.0,motherboard,625.0,no,99.0,abc ltd,1150.0,yes
BOM0242,SKU0242,242.0,screen,203.0,no,49.0,abc ltd,3632.0,no
BOM0243,SKU0243,243.0,screen,933.0,no,97.0,xyz pvt ltd,4952.0,no
BOM0244,SKU0244,244.0,keyboard,943.0,no,21.0,abc ltd,1006.0,yes
BOM0245,SKU0245,245.0,battery,427.0,yes,63.0,tech components,3730.0,no
BOM0246,SKU0246,246.0,screen,635.0,no,67.0,tech components,1172.0,no
BOM0247,SKU0247,247.0,screen,235.0,yes,36.0,tech components,1608.0,no
BOM0248,SKU0248,248.0,keyboard,667.0,yes,91.0,abc ltd,4255.0,yes
BOM0249,SKU0249,249.0,keyboard,494.0,yes,42.0,xyz pvt ltd,3644.0,no
BOM0250,SKU0250,250.0,battery,570.0,no,29.0,xyz pvt ltd,4471.0,no
BOM0251,SKU0251,251.0,screen,712.0,yes,31.0,tech components,2484.0,no
BOM0252,SKU0252,252.0,keyboard,464.0,yes,59.0,xyz pvt ltd,2865.0,no
BOM0253,SKU0253,253.0,screen,608.0,yes,94.0,tech components,2952.0,yes
BOM0254,SKU0254,254.0,keyboard,546.0,no,16.0,abc ltd,2411.0,no
BOM0255,SKU0255,255.0,keyboard,157.0,yes,29.0,xyz pvt ltd,1218.0,yes
BOM0256,SKU0256,256.0,screen,690.0,yes,44.0,xyz pvt ltd,3906.0,no
BOM0257,SKU0257,257.0,battery,259.0,no,90.0,tech components,2091.0,yes
BOM0258,SKU0258,258.0,motherboard,227.0,no,13.0,xyz pvt ltd,3696.0,yes
BOM0259,SKU0259,259.0,battery,785.0,yes,24.0,tech components,4721.0,no
BOM0260,SKU0260,260.0,keyboard,220.0,no,90.0,abc ltd,1783.0,yes
BOM0261,SKU0261,261.0,screen,302.0,no,91.0,abc ltd,3983.0,yes
BOM0262,SKU0262,262.0,screen,875.0,yes,72.0,abc ltd,2965.0,yes
BOM0263,SKU0263,263.0,motherboard,753.0,no,34.0,abc ltd,3959.0,yes
BOM0264,SKU0264,264.0,screen,622.0,yes,6.0,tech components,3310.0,yes
BOM0265,SKU0265,265.0,battery,832.0,no,10.0,xyz pvt ltd,1789.0,no
BOM0266,SKU0266,266.0,screen,179.0,no,55.0,tech components,4143.0,yes
BOM0267,SKU0267,267.0,keyboard,100.0,no,13.0,xyz pvt ltd,4004.0,yes
BOM0268,SKU0268,268.0,battery,511.0,no,88.0,xyz pvt ltd,2580.0,yes
BOM0269,SKU0269,269.0,battery,982.0,no,46.0,tech components,2338.0,no
BOM0270,SKU0270,270.0,battery,428.0,yes,53.0,xyz pvt ltd,2901.0,yes
BOM0271,SKU0271,271.0,keyboard,815.0,no,20.0,tech components,2349.0,yes
BOM0272,SKU0272,272.0,screen,489.0,no,75.0,xyz pvt ltd,2815.0,no
BOM0273,SKU0273,273.0,screen,245.0,no,92.0,xyz pvt ltd,1351.0,no
BOM0274,SKU0274,274.0,screen,190.0,no,89.0,tech components,3490.0,yes
BOM0275,SKU0275,275.0,motherboard,878.0,no,0.0,xyz pvt ltd,3922.0,yes
BOM0276,SKU0276,276.0,screen,601.0,no,70.0,tech components,3559.0,no
BOM0277,SKU0277,277.0,keyboard,429.0,no,94.0,abc ltd,587.0,yes
BOM0278,SKU0278,278.0,keyboard,855.0,yes,94.0,xyz pvt ltd,2650.0,no
BOM0279,SKU0279,279.0,screen,494.0,yes,44.0,abc ltd,2214.0,yes
BOM0280,SKU0280,280.0,screen,919.0,no,97.0,abc ltd,2971.0,yes
BOM0281,SKU0281,281.0,keyboard,619.0,yes,82.0,tech components,1156.0,no
BOM0282,SKU0282,282.0,keyboard,976.0,no,55.0,tech components,1362.0,yes
BOM0283,SKU0283,283.0,motherboard,195.0,no,77.0,xyz pvt ltd,1207.0,yes
BOM0284,SKU0284,284.0,motherboard,129.0,yes,24.0,xyz pvt ltd,1755.0,yes
BOM0285,SKU0285,285.0,motherboard,396.0,no,4.0,abc ltd,3275.0,no
BOM0286,SKU0286,286.0,screen,625.0,no,29.0,tech components,686.0,yes
BOM0287,SKU0287,287.0,screen,581.0,no,81.0,abc ltd,3205.0,no
BOM0288,SKU0288,288.0,battery,212.0,yes,87.0,tech components,2956.0,no
BOM0289,SKU0289,289.0,motherboard,719.0,yes,62.0,tech components,910.0,no
BOM0290,SKU0290,290.0,keyboard,125.0,yes,68.0,abc ltd,1620.0,yes
BOM0291,SKU0291,291.0,screen,773.0,no,100.0,abc ltd,2754.0,no
BOM0292,SKU0292,292.0,keyboard,907.0,yes,57.0,abc ltd,4740.0,no
BOM0293,SKU0293,293.0,battery,704.0,yes,48.0,abc ltd,4626.0,yes
BOM0294,SKU0294,294.0,screen,553.0,yes,31.0,tech components,764.0,yes
BOM0295,SKU0295,295.0,keyboard,979.0,no,33.0,xyz pvt ltd,1870.0,no
BOM0296,SKU0296,296.0,battery,653.0,yes,45.0,tech components,3461.0,yes
BOM0297,SKU0297,297.0,screen,1000.0,yes,50.0,tech components,919.0,no
BOM0298,SKU0298,298.0,motherboard,879.0,no,87.0,tech components,2230.0,yes
BOM0299,SKU0299,299.0,keyboard,234.0,yes,76.0,tech components,3922.0,no
BOM0300,SKU0300,300.0,motherboard,467.0,no,92.0,xyz pvt ltd,1881.0,no
BOM0301,SKU0301,301.0,motherboard,516.0,no,64.0,abc ltd,3557.0,no
BOM0302,SKU0302,302.0,screen,678.0,no,27.0,xyz pvt ltd,2464.0,no
BOM0303,SKU0303,303.0,battery,325.0,no,60.0,abc ltd,957.0,no
BOM0304,SKU0304,304.0,battery,295.0,no,13.0,abc ltd,740.0,yes
BOM0305,SKU0305,305.0,motherboard,858.0,no,43.0,abc ltd,2047.0,yes
BOM0306,SKU0306,306.0,motherboard,552.0,no,51.0,xyz pvt ltd,866.0,no
BOM0307,SKU0307,307.0,motherboard,323.0,no,95.0,xyz pvt ltd,1537.0,yes
BOM0308,SKU0308,308.0,motherboard,686.0,yes,14.0,tech components,868.0,no
BOM0309,SKU0309,309.0,motherboard,179.0,no,79.0,xyz pvt ltd,2783.0,no
BOM0310,SKU0310,310.0,keyboard,135.0,no,77.0,xyz pvt ltd,2132.0,yes
