product_id,marketplace_name,product_name,brand,category,condition,resale_price,seller_name,seller_rating,location,listing_date,product_url,availability_status,scraped_date
64,OLX,Product_64,Apple,Furniture,New,23470,Seller_64,3.6,Hyderabad,17-03-2024,https://example.com/product/64,Sold,21-03-2024
65,OLX,Product_65,Samsung,Accessories,New,48491,Seller_65,3.7,Hyderabad,17-07-2023,https://example.com/product/65,Sold,22-07-2023
66,OLX,Product_66,Samsung,Electronics,Like New,22538,Seller_66,3.7,Vijayawada,21-04-2024,https://example.com/product/66,Sold,27-04-2024
67,OLX,Product_67,HP,Electronics,Refurbished,16810,Seller_67,5,Hyderabad,13-10-2023,https://example.com/product/67,Available,20-10-2023
68,OLX,Product_68,HP,Furniture,New,44859,Seller_68,3.7,Hyderabad,30-01-2023,https://example.com/product/68,Sold,07-02-2023
69,OLX,Product_69,Dell,Mobile,New,39851,Seller_69,4.6,Vizag,28-07-2024,https://example.com/product/69,Sold,06-08-2024
70,OLX,Product_70,Dell,Furniture,New,20268,Seller_70,4.5,Vizag,21-12-2022,https://example.com/product/70,Sold,31-12-2022
71,OLX,Product_71,Samsung,Laptop,Like New,42134,Seller_71,4.3,Bangalore,22-07-2024,https://example.com/product/71,Available,02-08-2024
72,OLX,Product_72,Samsung,Accessories,Like New,11949,Seller_72,4.2,Vijayawada,14-07-2024,https://example.com/product/72,Sold,26-07-2024
73,OLX,Product_73,Apple,Furniture,Refurbished,19449,Seller_73,4,Vizag,04-10-2022,https://example.com/product/73,Available,17-10-2022
74,OLX,Product_74,Apple,Furniture,Like New,38231,Seller_74,4,Vijayawada,05-12-2022,https://example.com/product/74,Sold,19-12-2022
75,OLX,Product_75,Apple,Accessories,Refurbished,19828,Seller_75,4,Vijayawada,18-08-2022,https://example.com/product/75,Sold,02-09-2022
76,OLX,Product_76,HP,Mobile,New,24540,Seller_76,4.7,Bangalore,11-11-2024,https://example.com/product/76,Sold,27-11-2024
77,OLX,Product_77,Dell,Mobile,Like New,26908,Seller_77,4.4,Bangalore,05-09-2022,https://example.com/product/77,Available,22-09-2022
78,OLX,Product_78,HP,Furniture,Good,39294,Seller_78,4.3,Vizag,28-12-2022,https://example.com/product/78,Available,15-01-2023
79,OLX,Product_79,Samsung,Accessories,New,20041,Seller_79,4.8,Vijayawada,16-01-2023,https://example.com/product/79,Sold,04-02-2023
80,OLX,Product_80,Apple,Mobile,Refurbished,37595,Seller_80,4.6,Vizag,15-01-2023,https://example.com/product/80,Available,04-02-2023
81,OLX,Product_81,Samsung,Laptop,New,13138,Seller_81,4.1,Vijayawada,14-12-2023,https://example.com/product/81,Available,04-01-2024
82,OLX,Product_82,Samsung,Mobile,Like New,16890,Seller_82,3.6,Bangalore,30-01-2025,https://example.com/product/82,Available,21-02-2025
83,OLX,Product_83,Apple,Mobile,New,30549,Seller_83,4.6,Vizag,13-08-2023,https://example.com/product/83,Available,05-09-2023
84,OLX,Product_84,Dell,Furniture,Refurbished,27163,Seller_84,3.6,Hyderabad,30-03-2025,https://example.com/product/84,Available,23-04-2025
85,OLX,Product_85,Apple,Accessories,Refurbished,19318,Seller_85,3.8,Bangalore,15-07-2025,https://example.com/product/85,Sold,09-08-2025
86,OLX,Product_86,Lenovo,Electronics,Good,37628,Seller_86,4.4,Vizag,08-06-2025,https://example.com/product/86,Available,04-07-2025
87,OLX,Product_87,Samsung,Mobile,Good,28042,Seller_87,4.6,Vijayawada,30-01-2024,https://example.com/product/87,Available,26-02-2024
88,OLX,Product_88,Lenovo,Mobile,Like New,27200,Seller_88,3.9,Bangalore,19-01-2023,https://example.com/product/88,Sold,16-02-2023
89,OLX,Product_89,Lenovo,Laptop,Good,28664,Seller_89,4.4,Bangalore,22-12-2022,https://example.com/product/89,Available,20-01-2023
90,OLX,Product_90,Lenovo,Accessories,Like New,26980,Seller_90,4.7,Bangalore,21-02-2024,https://example.com/product/90,Sold,22-03-2024
91,OLX,Product_91,Samsung,Accessories,New,11402,Seller_91,4.1,Hyderabad,07-04-2025,https://example.com/product/91,Available,08-04-2025
92,OLX,Product_92,Lenovo,Mobile,Good,20117,Seller_92,3.7,Vizag,06-01-2023,https://example.com/product/92,Available,08-01-2023
93,OLX,Product_93,Samsung,Furniture,Refurbished,18392,Seller_93,4.5,Bangalore,05-10-2022,https://example.com/product/93,Sold,08-10-2022
94,OLX,Product_94,Lenovo,Laptop,Like New,30348,Seller_94,4.4,Bangalore,22-10-2024,https://example.com/product/94,Available,26-10-2024
95,OLX,Product_95,Apple,Mobile,New,31882,Seller_95,4.7,Hyderabad,27-04-2025,https://example.com/product/95,Available,02-05-2025
96,OLX,Product_96,Lenovo,Accessories,Like New,47822,Seller_96,3.5,Vizag,05-12-2022,https://example.com/product/96,Available,11-12-2022
97,OLX,Product_97,Apple,Electronics,Refurbished,46632,Seller_97,3.5,Vijayawada,08-11-2023,https://example.com/product/97,Available,15-11-2023
98,OLX,Product_98,Samsung,Accessories,New,35404,Seller_98,4.8,Vijayawada,20-06-2025,https://example.com/product/98,Available,28-06-2025
99,OLX,Product_99,Lenovo,Laptop,Like New,40960,Seller_99,4,Vizag,29-12-2023,https://example.com/product/99,Sold,07-01-2024
100,OLX,Product_100,Lenovo,Mobile,Like New,23972,Seller_100,4,Vijayawada,15-09-2022,https://example.com/product/100,Available,25-09-2022
101,OLX,Product_101,Samsung,Accessories,New,27229,Seller_101,3.6,Vizag,02-11-2024,https://example.com/product/101,Sold,13-11-2024
102,OLX,Product_102,Apple,Laptop,Like New,20299,Seller_102,4,Vijayawada,29-10-2022,https://example.com/product/102,Sold,10-11-2022
103,OLX,Product_103,Samsung,Mobile,Like New,28559,Seller_103,4.9,Vizag,13-01-2025,https://example.com/product/103,Sold,26-01-2025
104,OLX,Product_104,Dell,Furniture,Good,31327,Seller_104,3.6,Bangalore,23-10-2024,https://example.com/product/104,Available,06-11-2024
105,OLX,Product_105,Dell,Mobile,New,40462,Seller_105,4.6,Vijayawada,06-09-2023,https://example.com/product/105,Sold,21-09-2023
106,OLX,Product_106,HP,Furniture,Like New,16111,Seller_106,4.7,Vijayawada,18-10-2023,https://example.com/product/106,Sold,03-11-2023
107,OLX,Product_107,Lenovo,Electronics,New,49334,Seller_107,4.6,Vizag,27-04-2023,https://example.com/product/107,Available,14-05-2023
108,OLX,Product_108,Dell,Electronics,Good,17956,Seller_108,3.9,Hyderabad,28-04-2024,https://example.com/product/108,Sold,16-05-2024
109,OLX,Product_109,Lenovo,Laptop,Like New,11060,Seller_109,3.8,Bangalore,29-03-2025,https://example.com/product/109,Available,17-04-2025
110,OLX,Product_110,HP,Mobile,Good,17097,Seller_110,4,Vijayawada,02-06-2022,https://example.com/product/110,Available,22-06-2022
111,OLX,Product_111,Apple,Electronics,Like New,46355,Seller_111,4.3,Vijayawada,18-08-2024,https://example.com/product/111,Available,08-09-2024
112,OLX,Product_112,Samsung,Electronics,Good,43990,Seller_112,4.6,Vijayawada,07-04-2025,https://example.com/product/112,Sold,29-04-2025
113,OLX,Product_113,HP,Mobile,Like New,17500,Seller_113,3.6,Bangalore,31-05-2023,https://example.com/product/113,Sold,23-06-2023
114,OLX,Product_114,HP,Furniture,New,19117,Seller_114,3.6,Vijayawada,05-02-2023,https://example.com/product/114,Available,01-03-2023
115,OLX,Product_115,Samsung,Furniture,New,47691,Seller_115,3.6,Hyderabad,24-09-2022,https://example.com/product/115,Sold,19-10-2022
116,OLX,Product_116,HP,Accessories,New,22499,Seller_116,4.3,Hyderabad,12-07-2025,https://example.com/product/116,Available,07-08-2025
117,OLX,Product_117,HP,Electronics,Like New,24532,Seller_117,4,Hyderabad,06-06-2022,https://example.com/product/117,Available,03-07-2022
118,OLX,Product_118,Samsung,Laptop,Refurbished,38323,Seller_118,4.6,Bangalore,18-11-2022,https://example.com/product/118,Sold,16-12-2022
119,OLX,Product_119,Samsung,Electronics,Like New,25152,Seller_119,3.8,Vijayawada,31-07-2022,https://example.com/product/119,Available,29-08-2022
120,OLX,Product_120,Samsung,Laptop,New,47058,Seller_120,4.8,Vijayawada,01-02-2025,https://example.com/product/120,Available,03-03-2025
121,OLX,Product_121,Apple,Laptop,Good,21613,Seller_121,3.7,Vijayawada,04-12-2022,https://example.com/product/121,Sold,05-12-2022
122,OLX,Product_122,Samsung,Furniture,Like New,20851,Seller_122,4.7,Vijayawada,29-06-2022,https://example.com/product/122,Sold,01-07-2022
123,OLX,Product_123,Lenovo,Mobile,Good,20348,Seller_123,4.8,Vizag,26-09-2022,https://example.com/product/123,Sold,29-09-2022
124,OLX,Product_124,Apple,Furniture,New,47818,Seller_124,3.9,Hyderabad,10-04-2023,https://example.com/product/124,Sold,14-04-2023
125,OLX,Product_125,Dell,Electronics,Like New,26378,Seller_125,3.9,Bangalore,05-07-2023,https://example.com/product/125,Available,10-07-2023
126,OLX,Product_126,HP,Electronics,Good,10530,Seller_126,4.2,Vizag,27-09-2023,https://example.com/product/126,Sold,03-10-2023
127,OLX,Product_127,Lenovo,Laptop,Good,10240,Seller_127,4.2,Hyderabad,03-10-2022,https://example.com/product/127,Available,10-10-2022
128,OLX,Product_128,Dell,Mobile,Good,28876,Seller_128,4.2,Vijayawada,15-09-2025,https://example.com/product/128,Sold,23-09-2025
129,OLX,Product_129,Lenovo,Furniture,Refurbished,41905,Seller_129,5,Vijayawada,08-08-2024,https://example.com/product/129,Sold,17-08-2024
130,OLX,Product_130,Dell,Furniture,New,38508,Seller_130,3.7,Hyderabad,13-11-2022,https://example.com/product/130,Sold,23-11-2022
131,OLX,Product_131,Dell,Accessories,Like New,28669,Seller_131,4,Hyderabad,10-10-2022,https://example.com/product/131,Sold,21-10-2022
132,OLX,Product_132,Dell,Electronics,Like New,24134,Seller_132,4.7,Hyderabad,02-01-2025,https://example.com/product/132,Sold,14-01-2025
133,OLX,Product_133,Apple,Mobile,Good,45030,Seller_133,4.5,Bangalore,15-09-2024,https://example.com/product/133,Available,28-09-2024
134,OLX,Product_134,Dell,Mobile,Like New,14158,Seller_134,4.4,Vijayawada,09-08-2024,https://example.com/product/134,Available,23-08-2024
135,OLX,Product_135,Dell,Electronics,New,29580,Seller_135,3.6,Vizag,13-12-2024,https://example.com/product/135,Available,28-12-2024
136,OLX,Product_136,Apple,Laptop,Good,19139,Seller_136,4.7,Vizag,25-01-2023,https://example.com/product/136,Available,10-02-2023
137,OLX,Product_137,Samsung,Electronics,New,22291,Seller_137,4.6,Vizag,04-01-2025,https://example.com/product/137,Sold,21-01-2025
138,OLX,Product_138,HP,Electronics,New,46164,Seller_138,4.4,Vizag,18-10-2023,https://example.com/product/138,Sold,05-11-2023
139,OLX,Product_139,Dell,Accessories,Refurbished,13174,Seller_139,4.7,Vizag,02-04-2025,https://example.com/product/139,Available,21-04-2025
140,OLX,Product_140,Dell,Mobile,Refurbished,32428,Seller_140,4.1,Vijayawada,29-08-2022,https://example.com/product/140,Available,18-09-2022
141,OLX,Product_141,Samsung,Mobile,Like New,47204,Seller_141,4.6,Vizag,14-09-2025,https://example.com/product/141,Available,05-10-2025
142,OLX,Product_142,Dell,Furniture,New,15546,Seller_142,4.1,Bangalore,24-06-2024,https://example.com/product/142,Available,16-07-2024
143,OLX,Product_143,Dell,Accessories,New,10552,Seller_143,4.4,Vijayawada,31-05-2024,https://example.com/product/143,Sold,23-06-2024
144,OLX,Product_144,Apple,Electronics,Good,15077,Seller_144,3.7,Vijayawada,21-02-2024,https://example.com/product/144,Available,16-03-2024
145,OLX,Product_145,HP,Electronics,New,27193,Seller_145,4,Bangalore,01-11-2023,https://example.com/product/145,Sold,26-11-2023
146,OLX,Product_146,Dell,Mobile,Refurbished,43404,Seller_146,3.8,Vijayawada,28-05-2023,https://example.com/product/146,Sold,23-06-2023
147,OLX,Product_147,Apple,Accessories,Good,10196,Seller_147,4.9,Vizag,21-01-2023,https://example.com/product/147,Sold,17-02-2023
148,OLX,Product_148,Lenovo,Mobile,New,17277,Seller_148,4.1,Bangalore,24-11-2022,https://example.com/product/148,Sold,22-12-2022
149,OLX,Product_149,Samsung,Laptop,Good,37813,Seller_149,3.9,Vijayawada,09-12-2023,https://example.com/product/149,Available,07-01-2024
150,OLX,Product_150,Lenovo,Laptop,New,14385,Seller_150,4.6,Hyderabad,11-09-2023,https://example.com/product/150,Sold,11-10-2023
151,OLX,Product_151,Apple,Accessories,New,46510,Seller_151,4.4,Bangalore,17-09-2023,https://example.com/product/151,Available,18-09-2023
152,OLX,Product_152,Apple,Accessories,Like New,41846,Seller_152,4,Bangalore,14-02-2025,https://example.com/product/152,Sold,16-02-2025
153,OLX,Product_153,HP,Laptop,Like New,41351,Seller_153,4.3,Vijayawada,07-05-2023,https://example.com/product/153,Sold,10-05-2023
154,OLX,Product_154,HP,Furniture,New,46258,Seller_154,3.6,Vizag,19-05-2025,https://example.com/product/154,Sold,23-05-2025
155,OLX,Product_155,Lenovo,Furniture,Good,29855,Seller_155,3.8,Bangalore,12-06-2024,https://example.com/product/155,Available,17-06-2024
156,OLX,Product_156,Dell,Laptop,Good,34123,Seller_156,3.7,Vizag,21-11-2023,https://example.com/product/156,Available,27-11-2023
157,OLX,Product_157,Lenovo,Laptop,Like New,23205,Seller_157,3.5,Bangalore,22-10-2023,https://example.com/product/157,Sold,29-10-2023
158,OLX,Product_158,Lenovo,Electronics,Refurbished,39604,Seller_158,4.4,Hyderabad,13-04-2025,https://example.com/product/158,Available,21-04-2025
159,OLX,Product_159,Samsung,Accessories,Like New,34372,Seller_159,4.4,Vijayawada,11-05-2025,https://example.com/product/159,Sold,20-05-2025
160,OLX,Product_160,Lenovo,Mobile,New,37695,Seller_160,4.8,Vizag,08-06-2024,https://example.com/product/160,Available,18-06-2024
161,OLX,Product_161,Apple,Laptop,Good,27644,Seller_161,3.8,Vizag,29-08-2022,https://example.com/product/161,Available,09-09-2022
162,OLX,Product_162,Samsung,Laptop,Refurbished,15727,Seller_162,4.2,Vijayawada,19-01-2025,https://example.com/product/162,Available,31-01-2025
163,OLX,Product_163,HP,Laptop,Refurbished,16171,Seller_163,3.7,Hyderabad,24-12-2023,https://example.com/product/163,Sold,06-01-2024
164,OLX,Product_164,Samsung,Accessories,New,41974,Seller_164,4.4,Bangalore,07-10-2025,https://example.com/product/164,Sold,21-10-2025
165,OLX,Product_165,HP,Laptop,Good,21132,Seller_165,4.3,Hyderabad,02-09-2022,https://example.com/product/165,Available,17-09-2022
166,OLX,Product_166,Dell,Mobile,Refurbished,37315,Seller_166,4.6,Hyderabad,27-06-2025,https://example.com/product/166,Sold,13-07-2025
167,OLX,Product_167,Apple,Electronics,Refurbished,47168,Seller_167,4.5,Hyderabad,20-12-2023,https://example.com/product/167,Available,06-01-2024
168,OLX,Product_168,Dell,Accessories,Refurbished,24232,Seller_168,3.8,Vijayawada,29-07-2023,https://example.com/product/168,Sold,16-08-2023
169,OLX,Product_169,Lenovo,Furniture,Good,39405,Seller_169,4.3,Vijayawada,28-12-2023,https://example.com/product/169,Sold,16-01-2024
170,OLX,Product_170,Samsung,Accessories,Good,41007,Seller_170,3.9,Bangalore,29-05-2025,https://example.com/product/170,Sold,18-06-2025
171,OLX,Product_171,Lenovo,Accessories,Good,10604,Seller_171,4.4,Vijayawada,07-07-2024,https://example.com/product/171,Sold,28-07-2024
172,OLX,Product_172,HP,Laptop,New,40574,Seller_172,4.1,Hyderabad,30-08-2025,https://example.com/product/172,Available,21-09-2025
173,OLX,Product_173,Lenovo,Mobile,New,19541,Seller_173,4,Vijayawada,31-07-2023,https://example.com/product/173,Sold,23-08-2023
174,OLX,Product_174,Samsung,Electronics,New,13443,Seller_174,3.6,Bangalore,21-08-2022,https://example.com/product/174,Sold,14-09-2022
175,OLX,Product_175,Dell,Laptop,New,40279,Seller_175,4,Vizag,07-11-2024,https://example.com/product/175,Available,02-12-2024
176,OLX,Product_176,Apple,Accessories,New,16645,Seller_176,3.6,Vijayawada,17-08-2025,https://example.com/product/176,Sold,12-09-2025
177,OLX,Product_177,Dell,Mobile,New,39436,Seller_177,4.9,Vijayawada,20-02-2024,https://example.com/product/177,Sold,18-03-2024
178,OLX,Product_178,Samsung,Laptop,Like New,15151,Seller_178,4,Vijayawada,25-02-2025,https://example.com/product/178,Sold,25-03-2025
179,OLX,Product_179,Lenovo,Laptop,New,18078,Seller_179,4,Vijayawada,08-03-2025,https://example.com/product/179,Sold,06-04-2025
180,OLX,Product_180,HP,Electronics,Good,34205,Seller_180,4.4,Vizag,04-10-2023,https://example.com/product/180,Available,03-11-2023
181,OLX,Product_181,Lenovo,Mobile,Refurbished,15587,Seller_181,4,Hyderabad,28-08-2023,https://example.com/product/181,Available,29-08-2023
182,OLX,Product_182,Apple,Mobile,Like New,23891,Seller_182,4.3,Vizag,31-12-2023,https://example.com/product/182,Available,02-01-2024
183,OLX,Product_183,HP,Mobile,Like New,13922,Seller_183,5,Vizag,25-04-2023,https://example.com/product/183,Sold,28-04-2023
184,OLX,Product_184,Lenovo,Mobile,Refurbished,15368,Seller_184,4.4,Hyderabad,26-11-2023,https://example.com/product/184,Available,30-11-2023
185,OLX,Product_185,Lenovo,Electronics,Like New,48438,Seller_185,4.9,Vijayawada,28-05-2024,https://example.com/product/185,Available,02-06-2024
186,OLX,Product_186,Samsung,Electronics,Good,45465,Seller_186,4.6,Hyderabad,30-10-2024,https://example.com/product/186,Sold,05-11-2024
187,OLX,Product_187,Dell,Laptop,New,40017,Seller_187,3.6,Bangalore,20-09-2025,https://example.com/product/187,Sold,27-09-2025
188,OLX,Product_188,Samsung,Laptop,Good,24066,Seller_188,4.5,Vijayawada,02-10-2023,https://example.com/product/188,Sold,10-10-2023
189,OLX,Product_189,Dell,Electronics,Refurbished,26837,Seller_189,4.6,Vijayawada,20-11-2023,https://example.com/product/189,Sold,29-11-2023
190,OLX,Product_190,Dell,Accessories,Refurbished,21793,Seller_190,4.7,Hyderabad,06-07-2023,https://example.com/product/190,Sold,16-07-2023
191,OLX,Product_191,HP,Electronics,New,34675,Seller_191,4.3,Hyderabad,01-10-2024,https://example.com/product/191,Sold,12-10-2024
192,OLX,Product_192,Apple,Laptop,New,38467,Seller_192,4.1,Vijayawada,13-09-2023,https://example.com/product/192,Sold,25-09-2023
193,OLX,Product_193,Samsung,Furniture,Good,24036,Seller_193,4.3,Bangalore,20-12-2024,https://example.com/product/193,Available,02-01-2025
194,OLX,Product_194,Lenovo,Furniture,Good,49905,Seller_194,3.9,Vizag,28-02-2024,https://example.com/product/194,Sold,13-03-2024
195,OLX,Product_195,Apple,Furniture,New,18087,Seller_195,4.4,Bangalore,15-10-2023,https://example.com/product/195,Available,30-10-2023
196,OLX,Product_196,Dell,Electronics,Like New,12316,Seller_196,3.6,Vijayawada,07-10-2022,https://example.com/product/196,Available,23-10-2022
