product_id,marketplace_name,product_name,brand,category,condition,resale_price,seller_name,seller_rating,location,listing_date,product_url,availability_status,scraped_date
23.0,OLX,Product_23,Apple,Laptop,Like New,21166.0,Seller_23,3.9,Hyderabad,2022-02-08,https://example.com/product/23,Available,2022-09-28
24.0,OLX,Product_24,HP,Electronics,Like New,28737.0,Seller_24,4.9,Vijayawada,2024-08-27,https://example.com/product/24,Sold,2022-03-09
25.0,OLX,Product_25,Apple,Accessories,Good,49123.0,Seller_25,4.2,Bangalore,2024-04-11,https://example.com/product/25,Available,2022-07-11
26.0,OLX,Product_26,Samsung,Electronics,Refurbished,47969.0,Seller_26,4.4,Hyderabad,2024-07-20,https://example.com/product/26,Available,2023-12-05
27.0,OLX,Product_27,Dell,Furniture,Good,36434.0,Seller_27,4.9,Hyderabad,2025-04-12,https://example.com/product/27,Sold,2022-10-28
28.0,OLX,Product_28,Lenovo,Electronics,Like New,10005.0,Seller_28,4.4,Hyderabad,2023-04-06,https://example.com/product/28,Sold,2023-12-24
29.0,OLX,Product_29,Samsung,Electronics,Like New,36082.0,Seller_29,4.3,Hyderabad,2023-05-09,https://example.com/product/29,Sold,2024-10-25
30.0,OLX,Product_30,Samsung,Mobile,Refurbished,36144.0,Seller_30,4.0,Vijayawada,2022-04-01,https://example.com/product/30,Available,2023-01-28
31.0,OLX,Product_31,Samsung,Mobile,Good,28586.0,Seller_31,4.3,Hyderabad,2023-03-14,https://example.com/product/31,Sold,2024-09-03
32.0,OLX,Product_32,Samsung,Accessories,New,19471.0,Seller_32,3.9,Bangalore,2022-04-17,https://example.com/product/32,Sold,2025-04-12
33.0,OLX,Product_33,Dell,Accessories,Good,39196.0,Seller_33,4.3,Hyderabad,2022-07-01,https://example.com/product/33,Sold,2022-11-03
34.0,OLX,Product_34,Dell,Accessories,Like New,31556.0,Seller_34,4.8,Hyderabad,2024-05-27,https://example.com/product/34,Available,2024-09-24
35.0,OLX,Product_35,Dell,Electronics,Refurbished,15865.0,Seller_35,3.9,Bangalore,2023-12-20,https://example.com/product/35,Sold,2022-10-25
36.0,OLX,Product_36,HP,Accessories,New,21298.0,Seller_36,4.8,Hyderabad,2024-08-23,https://example.com/product/36,Available,2024-10-22
37.0,OLX,Product_37,Samsung,Laptop,Good,43813.0,Seller_37,3.7,Bangalore,2024-08-22,https://example.com/product/37,Sold,2022-03-30
38.0,OLX,Product_38,Lenovo,Accessories,Like New,33662.0,Seller_38,3.9,Bangalore,2024-05-19,https://example.com/product/38,Sold,2024-10-23
39.0,OLX,Product_39,Apple,Laptop,New,31379.0,Seller_39,3.9,Hyderabad,2023-05-19,https://example.com/product/39,Sold,2023-09-21
40.0,OLX,Product_40,Lenovo,Mobile,Refurbished,43139.0,Seller_40,4.1,Bangalore,2023-12-21,https://example.com/product/40,Available,2023-10-15
41.0,OLX,Product_41,Samsung,Furniture,Good,31529.0,Seller_41,4.4,Bangalore,2023-12-16,https://example.com/product/41,Sold,2025-01-02
42.0,OLX,Product_42,Lenovo,Mobile,Like New,33939.0,Seller_42,3.5,Hyderabad,2022-02-17,https://example.com/product/42,Available,2024-11-23
43.0,OLX,Product_43,Dell,Mobile,Refurbished,31922.0,Seller_43,4.4,Vijayawada,2022-06-02,https://example.com/product/43,Sold,2022-08-01
44.0,OLX,Product_44,Dell,Mobile,New,10102.0,Seller_44,4.6,Vijayawada,2023-05-24,https://example.com/product/44,Available,2022-12-01
45.0,OLX,Product_45,Apple,Accessories,Like New,40614.0,Seller_45,3.9,Vizag,2022-12-11,https://example.com/product/45,Available,2022-05-15
46.0,OLX,Product_46,HP,Laptop,New,20014.0,Seller_46,3.7,Vijayawada,2024-06-21,https://example.com/product/46,Available,2022-05-01
47.0,OLX,Product_47,HP,Mobile,New,26009.0,Seller_47,4.1,Bangalore,2022-03-28,https://example.com/product/47,Available,2023-04-25
48.0,OLX,Product_48,Lenovo,Accessories,New,49974.0,Seller_48,4.5,Vijayawada,2022-10-15,https://example.com/product/48,Available,2023-11-09
49.0,OLX,Product_49,HP,Electronics,Refurbished,23366.0,Seller_49,3.6,Hyderabad,2024-01-31,https://example.com/product/49,Sold,2023-04-02
50.0,OLX,Product_50,HP,Electronics,New,29245.0,Seller_50,4.1,Vijayawada,2023-06-22,https://example.com/product/50,Sold,2025-01-23
51.0,OLX,Product_51,Dell,Accessories,New,18408.0,Seller_51,4.7,Vizag,2022-10-30,https://example.com/product/51,Sold,2024-03-27
52.0,OLX,Product_52,Apple,Laptop,Like New,14919.0,Seller_52,3.9,Bangalore,2022-03-24,https://example.com/product/52,Sold,2023-03-28
53.0,OLX,Product_53,Dell,Mobile,Like New,38819.0,Seller_53,4.8,Vijayawada,2024-07-03,https://example.com/product/53,Available,2022-11-04
54.0,OLX,Product_54,HP,Electronics,Good,28402.0,Seller_54,4.8,Hyderabad,2023-10-30,https://example.com/product/54,Available,2023-02-04
55.0,OLX,Product_55,Apple,Accessories,Like New,26603.0,Seller_55,4.3,Bangalore,2024-09-14,https://example.com/product/55,Sold,2023-01-10
56.0,OLX,Product_56,HP,Mobile,New,27925.0,Seller_56,4.3,Hyderabad,2022-08-07,https://example.com/product/56,Sold,2024-09-13
57.0,OLX,Product_57,HP,Laptop,New,32115.0,Seller_57,4.3,Hyderabad,2024-01-25,https://example.com/product/57,Available,2023-12-13
58.0,OLX,Product_58,HP,Laptop,New,49446.0,Seller_58,4.8,Hyderabad,2023-03-27,https://example.com/product/58,Sold,2023-06-23
59.0,OLX,Product_59,Lenovo,Electronics,Good,23098.0,Seller_59,4.8,Vijayawada,2025-01-17,https://example.com/product/59,Available,2022-06-24
60.0,OLX,Product_60,Dell,Mobile,Good,38562.0,Seller_60,4.6,Vijayawada,2024-01-22,https://example.com/product/60,Available,2023-12-28
61.0,OLX,Product_61,Lenovo,Accessories,Like New,47876.0,Seller_61,4.3,Hyderabad,2024-04-09,https://example.com/product/61,Available,2025-02-22
62.0,OLX,Product_62,Dell,Laptop,Like New,29567.0,Seller_62,4.2,Hyderabad,2025-03-30,https://example.com/product/62,Sold,2024-05-12
63.0,OLX,Product_63,HP,Furniture,Refurbished,33262.0,Seller_63,4.9,Vizag,2024-02-28,https://example.com/product/63,Available,2024-03-19
64.0,OLX,Product_64,Apple,Furniture,New,23470.0,Seller_64,3.6,Hyderabad,2022-10-01,https://example.com/product/64,Sold,2023-08-05
65.0,OLX,Product_65,Samsung,Accessories,New,48491.0,Seller_65,3.7,Hyderabad,2022-06-27,https://example.com/product/65,Sold,2022-04-26
66.0,OLX,Product_66,Samsung,Electronics,Like New,22538.0,Seller_66,3.7,Vijayawada,2024-10-05,https://example.com/product/66,Sold,2022-10-03
67.0,OLX,Product_67,HP,Electronics,Refurbished,16810.0,Seller_67,5.0,Hyderabad,2025-03-12,https://example.com/product/67,Available,2024-12-12
68.0,OLX,Product_68,HP,Furniture,New,44859.0,Seller_68,3.7,Hyderabad,2022-11-01,https://example.com/product/68,Sold,2023-08-11
69.0,OLX,Product_69,Dell,Mobile,New,39851.0,Seller_69,4.6,Vizag,2023-03-18,https://example.com/product/69,Sold,2023-10-09
70.0,OLX,Product_70,Dell,Furniture,New,20268.0,Seller_70,4.5,Vizag,2024-08-06,https://example.com/product/70,Sold,2022-05-30
71.0,OLX,Product_71,Samsung,Laptop,Like New,42134.0,Seller_71,4.3,Bangalore,2024-05-20,https://example.com/product/71,Available,2024-08-05
72.0,OLX,Product_72,Samsung,Accessories,Like New,11949.0,Seller_72,4.2,Vijayawada,2023-04-21,https://example.com/product/72,Sold,2022-02-16
73.0,OLX,Product_73,Apple,Furniture,Refurbished,19449.0,Seller_73,4.0,Vizag,2025-04-14,https://example.com/product/73,Available,2025-03-08
74.0,OLX,Product_74,Apple,Furniture,Like New,38231.0,Seller_74,4.0,Vijayawada,2024-06-06,https://example.com/product/74,Sold,2022-05-23
75.0,OLX,Product_75,Apple,Accessories,Refurbished,19828.0,Seller_75,4.0,Vijayawada,2024-06-23,https://example.com/product/75,Sold,2025-01-22
76.0,OLX,Product_76,HP,Mobile,New,24540.0,Seller_76,4.7,Bangalore,2022-06-21,https://example.com/product/76,Sold,2025-01-01
77.0,OLX,Product_77,Dell,Mobile,Like New,26908.0,Seller_77,4.4,Bangalore,2025-01-22,https://example.com/product/77,Available,2025-02-04
78.0,OLX,Product_78,HP,Furniture,Good,39294.0,Seller_78,4.3,Vizag,2022-10-24,https://example.com/product/78,Available,2023-01-05
79.0,OLX,Product_79,Samsung,Accessories,New,20041.0,Seller_79,4.8,Vijayawada,2024-12-29,https://example.com/product/79,Sold,2025-01-30
80.0,OLX,Product_80,Apple,Mobile,Refurbished,37595.0,Seller_80,4.6,Vizag,2024-10-21,https://example.com/product/80,Available,2023-06-19
81.0,OLX,Product_81,Samsung,Laptop,New,13138.0,Seller_81,4.1,Vijayawada,2024-04-18,https://example.com/product/81,Available,2025-03-09
82.0,OLX,Product_82,Samsung,Mobile,Like New,16890.0,Seller_82,3.6,Bangalore,2023-02-25,https://example.com/product/82,Available,2023-05-04
83.0,OLX,Product_83,Apple,Mobile,New,30549.0,Seller_83,4.6,Vizag,2022-11-27,https://example.com/product/83,Available,2024-10-19
84.0,OLX,Product_84,Dell,Furniture,Refurbished,27163.0,Seller_84,3.6,Hyderabad,2022-04-27,https://example.com/product/84,Available,2022-08-25
85.0,OLX,Product_85,Apple,Accessories,Refurbished,19318.0,Seller_85,3.8,Bangalore,2024-05-24,https://example.com/product/85,Sold,2023-05-25
86.0,OLX,Product_86,Lenovo,Electronics,Good,37628.0,Seller_86,4.4,Vizag,2023-12-11,https://example.com/product/86,Available,2023-03-18
87.0,OLX,Product_87,Samsung,Mobile,Good,28042.0,Seller_87,4.6,Vijayawada,2024-12-10,https://example.com/product/87,Available,2022-03-14
88.0,OLX,Product_88,Lenovo,Mobile,Like New,27200.0,Seller_88,3.9,Bangalore,2024-09-26,https://example.com/product/88,Sold,2024-06-30
89.0,OLX,Product_89,Lenovo,Laptop,Good,28664.0,Seller_89,4.4,Bangalore,2025-03-27,https://example.com/product/89,Available,2023-08-08
90.0,OLX,Product_90,Lenovo,Accessories,Like New,26980.0,Seller_90,4.7,Bangalore,2024-02-01,https://example.com/product/90,Sold,2023-01-19
91.0,OLX,Product_91,Samsung,Accessories,New,11402.0,Seller_91,4.1,Hyderabad,2023-10-14,https://example.com/product/91,Available,2022-07-20
92.0,OLX,Product_92,Lenovo,Mobile,Good,20117.0,Seller_92,3.7,Vizag,2024-12-14,https://example.com/product/92,Available,2023-08-27
93.0,OLX,Product_93,Samsung,Furniture,Refurbished,18392.0,Seller_93,4.5,Bangalore,2023-04-25,https://example.com/product/93,Sold,2024-07-13
94.0,OLX,Product_94,Lenovo,Laptop,Like New,30348.0,Seller_94,4.4,Bangalore,2023-03-08,https://example.com/product/94,Available,2023-06-01
95.0,OLX,Product_95,Apple,Mobile,New,31882.0,Seller_95,4.7,Hyderabad,2023-06-26,https://example.com/product/95,Available,2024-09-26
96.0,OLX,Product_96,Lenovo,Accessories,Like New,47822.0,Seller_96,3.5,Vizag,2022-08-23,https://example.com/product/96,Available,2024-10-15
97.0,OLX,Product_97,Apple,Electronics,Refurbished,46632.0,Seller_97,3.5,Vijayawada,2024-12-25,https://example.com/product/97,Available,2024-03-16
98.0,OLX,Product_98,Samsung,Accessories,New,35404.0,Seller_98,4.8,Vijayawada,2024-12-04,https://example.com/product/98,Available,2022-07-28
99.0,OLX,Product_99,Lenovo,Laptop,Like New,40960.0,Seller_99,4.0,Vizag,2024-03-17,https://example.com/product/99,Sold,2024-05-09
100.0,OLX,Product_100,Lenovo,Mobile,Like New,23972.0,Seller_100,4.0,Vijayawada,2023-05-24,https://example.com/product/100,Available,2025-01-07
101.0,OLX,Product_101,Samsung,Accessories,New,27229.0,Seller_101,3.6,Vizag,2024-09-04,https://example.com/product/101,Sold,2024-09-14
102.0,OLX,Product_102,Apple,Laptop,Like New,20299.0,Seller_102,4.0,Vijayawada,2024-06-11,https://example.com/product/102,Sold,2023-08-20
103.0,OLX,Product_103,Samsung,Mobile,Like New,28559.0,Seller_103,4.9,Vizag,2022-05-05,https://example.com/product/103,Sold,2022-09-10
104.0,OLX,Product_104,Dell,Furniture,Good,31327.0,Seller_104,3.6,Bangalore,2023-05-27,https://example.com/product/104,Available,2022-08-22
105.0,OLX,Product_105,Dell,Mobile,New,40462.0,Seller_105,4.6,Vijayawada,2023-07-30,https://example.com/product/105,Sold,2022-05-29
106.0,OLX,Product_106,HP,Furniture,Like New,16111.0,Seller_106,4.7,Vijayawada,2024-01-22,https://example.com/product/106,Sold,2022-02-08
107.0,OLX,Product_107,Lenovo,Electronics,New,49334.0,Seller_107,4.6,Vizag,2023-01-30,https://example.com/product/107,Available,2024-08-19
108.0,OLX,Product_108,Dell,Electronics,Good,17956.0,Seller_108,3.9,Hyderabad,2024-07-24,https://example.com/product/108,Sold,2023-03-13
109.0,OLX,Product_109,Lenovo,Laptop,Like New,11060.0,Seller_109,3.8,Bangalore,2024-01-04,https://example.com/product/109,Available,2024-01-12
110.0,OLX,Product_110,HP,Mobile,Good,17097.0,Seller_110,4.0,Vijayawada,2022-10-30,https://example.com/product/110,Available,2024-09-17
111.0,OLX,Product_111,Apple,Electronics,Like New,46355.0,Seller_111,4.3,Vijayawada,2023-01-31,https://example.com/product/111,Available,2023-08-28
112.0,OLX,Product_112,Samsung,Electronics,Good,43990.0,Seller_112,4.6,Vijayawada,2022-12-31,https://example.com/product/112,Sold,2023-12-09
113.0,OLX,Product_113,HP,Mobile,Like New,17500.0,Seller_113,3.6,Bangalore,2024-01-19,https://example.com/product/113,Sold,2022-04-20
114.0,OLX,Product_114,HP,Furniture,New,19117.0,Seller_114,3.6,Vijayawada,2023-07-07,https://example.com/product/114,Available,2025-02-16
115.0,OLX,Product_115,Samsung,Furniture,New,47691.0,Seller_115,3.6,Hyderabad,2024-01-17,https://example.com/product/115,Sold,2025-01-08
116.0,OLX,Product_116,HP,Accessories,New,22499.0,Seller_116,4.3,Hyderabad,2024-05-19,https://example.com/product/116,Available,2024-05-26
117.0,OLX,Product_117,HP,Electronics,Like New,24532.0,Seller_117,4.0,Hyderabad,2024-07-30,https://example.com/product/117,Available,2024-09-26
118.0,OLX,Product_118,Samsung,Laptop,Refurbished,38323.0,Seller_118,4.6,Bangalore,2024-07-22,https://example.com/product/118,Sold,2022-01-25
119.0,OLX,Product_119,Samsung,Electronics,Like New,25152.0,Seller_119,3.8,Vijayawada,2023-05-23,https://example.com/product/119,Available,2023-11-30
120.0,OLX,Product_120,Samsung,Laptop,New,47058.0,Seller_120,4.8,Vijayawada,2022-01-02,https://example.com/product/120,Available,2025-04-15
121.0,OLX,Product_121,Apple,Laptop,Good,21613.0,Seller_121,3.7,Vijayawada,2024-02-05,https://example.com/product/121,Sold,2022-04-15
122.0,OLX,Product_122,Samsung,Furniture,Like New,20851.0,Seller_122,4.7,Vijayawada,2025-04-12,https://example.com/product/122,Sold,2023-10-14
123.0,OLX,Product_123,Lenovo,Mobile,Good,20348.0,Seller_123,4.8,Vizag,2022-06-28,https://example.com/product/123,Sold,2024-06-30
124.0,OLX,Product_124,Apple,Furniture,New,47818.0,Seller_124,3.9,Hyderabad,2024-04-10,https://example.com/product/124,Sold,2025-04-03
125.0,OLX,Product_125,Dell,Electronics,Like New,26378.0,Seller_125,3.9,Bangalore,2024-10-28,https://example.com/product/125,Available,2025-02-12
126.0,OLX,Product_126,HP,Electronics,Good,10530.0,Seller_126,4.2,Vizag,2024-11-02,https://example.com/product/126,Sold,2024-02-09
127.0,OLX,Product_127,Lenovo,Laptop,Good,10240.0,Seller_127,4.2,Hyderabad,2022-05-15,https://example.com/product/127,Available,2023-05-23
128.0,OLX,Product_128,Dell,Mobile,Good,28876.0,Seller_128,4.2,Vijayawada,2024-11-09,https://example.com/product/128,Sold,2025-04-06
129.0,OLX,Product_129,Lenovo,Furniture,Refurbished,41905.0,Seller_129,5.0,Vijayawada,2022-02-18,https://example.com/product/129,Sold,2024-12-31
130.0,OLX,Product_130,Dell,Furniture,New,38508.0,Seller_130,3.7,Hyderabad,2024-05-22,https://example.com/product/130,Sold,2023-05-26
131.0,OLX,Product_131,Dell,Accessories,Like New,28669.0,Seller_131,4.0,Hyderabad,2023-02-11,https://example.com/product/131,Sold,2023-04-15
132.0,OLX,Product_132,Dell,Electronics,Like New,24134.0,Seller_132,4.7,Hyderabad,2024-11-23,https://example.com/product/132,Sold,2023-10-16
133.0,OLX,Product_133,Apple,Mobile,Good,45030.0,Seller_133,4.5,Bangalore,2022-08-27,https://example.com/product/133,Available,2022-02-20
134.0,OLX,Product_134,Dell,Mobile,Like New,14158.0,Seller_134,4.4,Vijayawada,2025-01-13,https://example.com/product/134,Available,2024-12-04
135.0,OLX,Product_135,Dell,Electronics,New,29580.0,Seller_135,3.6,Vizag,2023-02-13,https://example.com/product/135,Available,2025-02-24
136.0,OLX,Product_136,Apple,Laptop,Good,19139.0,Seller_136,4.7,Vizag,2022-03-05,https://example.com/product/136,Available,2025-02-02
137.0,OLX,Product_137,Samsung,Electronics,New,22291.0,Seller_137,4.6,Vizag,2025-03-04,https://example.com/product/137,Sold,2023-02-01
138.0,OLX,Product_138,HP,Electronics,New,46164.0,Seller_138,4.4,Vizag,2024-03-08,https://example.com/product/138,Sold,2025-01-28
139.0,OLX,Product_139,Dell,Accessories,Refurbished,13174.0,Seller_139,4.7,Vizag,2023-06-25,https://example.com/product/139,Available,2024-01-13
140.0,OLX,Product_140,Dell,Mobile,Refurbished,32428.0,Seller_140,4.1,Vijayawada,2022-12-22,https://example.com/product/140,Available,2022-09-03
141.0,OLX,Product_141,Samsung,Mobile,Like New,47204.0,Seller_141,4.6,Vizag,2022-10-20,https://example.com/product/141,Available,2024-12-03
142.0,OLX,Product_142,Dell,Furniture,New,15546.0,Seller_142,4.1,Bangalore,2025-03-01,https://example.com/product/142,Available,2022-07-22
143.0,OLX,Product_143,Dell,Accessories,New,10552.0,Seller_143,4.4,Vijayawada,2022-05-25,https://example.com/product/143,Sold,2023-02-24
144.0,OLX,Product_144,Apple,Electronics,Good,15077.0,Seller_144,3.7,Vijayawada,2023-11-11,https://example.com/product/144,Available,2022-05-16
145.0,OLX,Product_145,HP,Electronics,New,27193.0,Seller_145,4.0,Bangalore,2023-11-04,https://example.com/product/145,Sold,2024-08-28
146.0,OLX,Product_146,Dell,Mobile,Refurbished,43404.0,Seller_146,3.8,Vijayawada,2024-04-28,https://example.com/product/146,Sold,2024-07-01
147.0,OLX,Product_147,Apple,Accessories,Good,10196.0,Seller_147,4.9,Vizag,2024-01-03,https://example.com/product/147,Sold,2023-05-17
148.0,OLX,Product_148,Lenovo,Mobile,New,17277.0,Seller_148,4.1,Bangalore,2023-03-23,https://example.com/product/148,Sold,2024-05-28
149.0,OLX,Product_149,Samsung,Laptop,Good,37813.0,Seller_149,3.9,Vijayawada,2024-10-19,https://example.com/product/149,Available,2023-12-22
150.0,OLX,Product_150,Lenovo,Laptop,New,14385.0,Seller_150,4.6,Hyderabad,2024-09-21,https://example.com/product/150,Sold,2023-07-31
151.0,OLX,Product_151,Apple,Accessories,New,46510.0,Seller_151,4.4,Bangalore,2023-09-30,https://example.com/product/151,Available,2024-04-15
152.0,OLX,Product_152,Apple,Accessories,Like New,41846.0,Seller_152,4.0,Bangalore,2023-06-21,https://example.com/product/152,Sold,2023-09-28
153.0,OLX,Product_153,HP,Laptop,Like New,41351.0,Seller_153,4.3,Vijayawada,2023-12-09,https://example.com/product/153,Sold,2023-04-15
154.0,OLX,Product_154,HP,Furniture,New,46258.0,Seller_154,3.6,Vizag,2025-01-29,https://example.com/product/154,Sold,2023-07-08
155.0,OLX,Product_155,Lenovo,Furniture,Good,29855.0,Seller_155,3.8,Bangalore,2022-10-08,https://example.com/product/155,Available,2023-01-10
156.0,OLX,Product_156,Dell,Laptop,Good,34123.0,Seller_156,3.7,Vizag,2024-05-14,https://example.com/product/156,Available,2022-11-26
157.0,OLX,Product_157,Lenovo,Laptop,Like New,23205.0,Seller_157,3.5,Bangalore,2023-05-27,https://example.com/product/157,Sold,2024-11-28
158.0,OLX,Product_158,Lenovo,Electronics,Refurbished,39604.0,Seller_158,4.4,Hyderabad,2022-11-09,https://example.com/product/158,Available,2022-06-25
159.0,OLX,Product_159,Samsung,Accessories,Like New,34372.0,Seller_159,4.4,Vijayawada,2023-11-11,https://example.com/product/159,Sold,2022-08-06
160.0,OLX,Product_160,Lenovo,Mobile,New,37695.0,Seller_160,4.8,Vizag,2025-03-25,https://example.com/product/160,Available,2022-08-28
161.0,OLX,Product_161,Apple,Laptop,Good,27644.0,Seller_161,3.8,Vizag,2025-02-14,https://example.com/product/161,Available,2023-12-22
162.0,OLX,Product_162,Samsung,Laptop,Refurbished,15727.0,Seller_162,4.2,Vijayawada,2023-09-04,https://example.com/product/162,Available,2025-03-21
163.0,OLX,Product_163,HP,Laptop,Refurbished,16171.0,Seller_163,3.7,Hyderabad,2024-02-08,https://example.com/product/163,Sold,2023-02-24
164.0,OLX,Product_164,Samsung,Accessories,New,41974.0,Seller_164,4.4,Bangalore,2023-07-30,https://example.com/product/164,Sold,2023-11-11
165.0,OLX,Product_165,HP,Laptop,Good,21132.0,Seller_165,4.3,Hyderabad,2024-01-11,https://example.com/product/165,Available,2023-12-26
166.0,OLX,Product_166,Dell,Mobile,Refurbished,37315.0,Seller_166,4.6,Hyderabad,2022-08-27,https://example.com/product/166,Sold,2025-01-08
167.0,OLX,Product_167,Apple,Electronics,Refurbished,47168.0,Seller_167,4.5,Hyderabad,2023-10-27,https://example.com/product/167,Available,2025-03-06
168.0,OLX,Product_168,Dell,Accessories,Refurbished,24232.0,Seller_168,3.8,Vijayawada,2022-08-03,https://example.com/product/168,Sold,2024-04-21
169.0,OLX,Product_169,Lenovo,Furniture,Good,39405.0,Seller_169,4.3,Vijayawada,2024-03-09,https://example.com/product/169,Sold,2024-02-16
170.0,OLX,Product_170,Samsung,Accessories,Good,41007.0,Seller_170,3.9,Bangalore,2022-10-06,https://example.com/product/170,Sold,2022-08-02
171.0,OLX,Product_171,Lenovo,Accessories,Good,10604.0,Seller_171,4.4,Vijayawada,2023-09-18,https://example.com/product/171,Sold,2023-02-25
172.0,OLX,Product_172,HP,Laptop,New,40574.0,Seller_172,4.1,Hyderabad,2024-04-26,https://example.com/product/172,Available,2025-03-16
173.0,OLX,Product_173,Lenovo,Mobile,New,19541.0,Seller_173,4.0,Vijayawada,2022-10-28,https://example.com/product/173,Sold,2023-05-27
174.0,OLX,Product_174,Samsung,Electronics,New,13443.0,Seller_174,3.6,Bangalore,2023-08-16,https://example.com/product/174,Sold,2023-12-15
175.0,OLX,Product_175,Dell,Laptop,New,40279.0,Seller_175,4.0,Vizag,2024-09-18,https://example.com/product/175,Available,2025-01-16
176.0,OLX,Product_176,Apple,Accessories,New,16645.0,Seller_176,3.6,Vijayawada,2024-01-29,https://example.com/product/176,Sold,2024-09-02
177.0,OLX,Product_177,Dell,Mobile,New,39436.0,Seller_177,4.9,Vijayawada,2024-11-28,https://example.com/product/177,Sold,2024-05-12
178.0,OLX,Product_178,Samsung,Laptop,Like New,15151.0,Seller_178,4.0,Vijayawada,2024-11-29,https://example.com/product/178,Sold,2025-01-06
179.0,OLX,Product_179,Lenovo,Laptop,New,18078.0,Seller_179,4.0,Vijayawada,2022-03-04,https://example.com/product/179,Sold,2024-10-28
180.0,OLX,Product_180,HP,Electronics,Good,34205.0,Seller_180,4.4,Vizag,2022-02-08,https://example.com/product/180,Available,2022-11-25
181.0,OLX,Product_181,Lenovo,Mobile,Refurbished,15587.0,Seller_181,4.0,Hyderabad,2024-01-26,https://example.com/product/181,Available,2025-02-22
182.0,OLX,Product_182,Apple,Mobile,Like New,23891.0,Seller_182,4.3,Vizag,2023-08-14,https://example.com/product/182,Available,2024-04-02
183.0,OLX,Product_183,HP,Mobile,Like New,13922.0,Seller_183,5.0,Vizag,2023-12-26,https://example.com/product/183,Sold,2022-03-25
184.0,OLX,Product_184,Lenovo,Mobile,Refurbished,15368.0,Seller_184,4.4,Hyderabad,2024-11-12,https://example.com/product/184,Available,2025-02-03
185.0,OLX,Product_185,Lenovo,Electronics,Like New,48438.0,Seller_185,4.9,Vijayawada,2022-02-06,https://example.com/product/185,Available,2022-12-20
