sku_id,product_id,product_name,brand,category,model_number,original_price,manufacturing_date,launch_year,product_type,material_type,weight,dimensions,country_of_origin,expected_life_span,repairability_score
SKU0030,30,Product_30,Samsung,Mobile,MDL030,96872,2024-06-21,2025,New,Plastic,10,10x20x5,India,3,1
SKU0031,31,Product_31,Samsung,Mobile,MDL031,82571,2022-07-01,2025,Refurbished,Plastic,3,10x20x5,India,8,2
SKU0032,32,Product_32,Samsung,Accessories,MDL032,84707,2022-05-29,2025,New,Plastic,7,10x20x5,India,4,9
SKU0033,33,Product_33,Dell,Accessories,MDL033,26954,2022-05-04,2025,Refurbished,Plastic,9,10x20x5,India,6,6
SKU0034,34,Product_34,Dell,Accessories,MDL034,71064,2025-03-17,2025,New,Metal,8,10x20x5,India,4,9
SKU0035,35,Product_35,Dell,Electronics,MDL035,34065,2025-01-16,2025,Refurbished,Plastic,9,10x20x5,India,5,1
SKU0036,36,Product_36,HP,Accessories,MDL036,49202,2022-09-11,2025,New,Metal,2,10x20x5,India,10,8
SKU0037,37,Product_37,Samsung,Laptop,MDL037,60505,2024-05-31,2025,Refurbished,Plastic,10,10x20x5,India,8,1
SKU0038,38,Product_38,Lenovo,Accessories,MDL038,24161,2023-04-01,2025,Refurbished,Metal,4,10x20x5,India,3,3
SKU0039,39,Product_39,Apple,Laptop,MDL039,77904,2022-07-18,2025,Refurbished,Plastic,10,10x20x5,India,4,1
SKU0040,40,Product_40,Lenovo,Mobile,MDL040,37109,2022-10-24,2025,Refurbished,Plastic,8,10x20x5,India,9,2
SKU0041,41,Product_41,Samsung,Furniture,MDL041,38038,2022-01-23,2025,New,Plastic,5,10x20x5,India,7,1
SKU0042,42,Product_42,Lenovo,Mobile,MDL042,58016,2025-03-17,2025,New,Aluminium,10,10x20x5,India,4,8
SKU0043,43,Product_43,Dell,Mobile,MDL043,35222,2023-10-23,2025,New,Plastic,1,10x20x5,India,4,2
SKU0044,44,Product_44,Dell,Mobile,MDL044,54512,2022-05-27,2025,New,Aluminium,8,10x20x5,India,3,7
SKU0045,45,Product_45,Apple,Accessories,MDL045,45248,2024-07-12,2025,Refurbished,Aluminium,5,10x20x5,India,6,7
SKU0046,46,Product_46,HP,Laptop,MDL046,58528,2022-01-09,2025,New,Aluminium,8,10x20x5,India,8,3
SKU0047,47,Product_47,HP,Mobile,MDL047,68281,2024-11-27,2025,New,Plastic,5,10x20x5,India,9,9
SKU0048,48,Product_48,Lenovo,Accessories,MDL048,62933,2024-12-31,2025,New,Plastic,8,10x20x5,India,9,3
SKU0049,49,Product_49,HP,Electronics,MDL049,62613,2023-11-19,2025,Refurbished,Plastic,4,10x20x5,India,8,9
SKU0050,50,Product_50,HP,Electronics,MDL050,45271,2023-05-27,2025,Refurbished,Plastic,10,10x20x5,India,9,2
SKU0051,51,Product_51,Dell,Accessories,MDL051,59363,2022-06-10,2025,New,Plastic,8,10x20x5,India,4,6
SKU0052,52,Product_52,Apple,Laptop,MDL052,43693,2022-10-10,2025,Refurbished,Metal,3,10x20x5,India,8,1
SKU0053,53,Product_53,Dell,Mobile,MDL053,80476,2025-01-08,2025,Refurbished,Plastic,10,10x20x5,India,8,6
SKU0054,54,Product_54,HP,Electronics,MDL054,75996,2022-07-08,2025,Refurbished,Plastic,6,10x20x5,India,8,6
SKU0055,55,Product_55,Apple,Accessories,MDL055,33932,2024-02-24,2025,Refurbished,Plastic,4,10x20x5,India,3,7
SKU0056,56,Product_56,HP,Mobile,MDL056,55061,2024-08-30,2025,Refurbished,Aluminium,9,10x20x5,India,6,1
SKU0057,57,Product_57,HP,Laptop,MDL057,62699,2022-03-09,2025,New,Plastic,7,10x20x5,India,5,1
SKU0058,58,Product_58,HP,Laptop,MDL058,92597,2024-08-12,2025,New,Plastic,9,10x20x5,India,9,1
SKU0059,59,Product_59,Lenovo,Electronics,MDL059,76584,2025-02-20,2025,New,Aluminium,4,10x20x5,India,3,1
SKU0060,60,Product_60,Dell,Mobile,MDL060,28707,2024-01-11,2025,New,Plastic,9,10x20x5,India,9,9
SKU0061,61,Product_61,Lenovo,Accessories,MDL061,28131,2024-07-02,2025,New,Aluminium,6,10x20x5,India,4,1
SKU0062,62,Product_62,Dell,Laptop,MDL062,25766,2022-06-05,2025,Refurbished,Aluminium,6,10x20x5,India,10,1
SKU0063,63,Product_63,HP,Furniture,MDL063,86110,2023-08-13,2025,Refurbished,Plastic,6,10x20x5,India,6,4
SKU0064,64,Product_64,Apple,Furniture,MDL064,99813,2023-12-15,2025,Refurbished,Metal,3,10x20x5,India,7,9
SKU0065,65,Product_65,Samsung,Accessories,MDL065,85578,2023-04-14,2025,New,Metal,8,10x20x5,India,3,10
SKU0066,66,Product_66,Samsung,Electronics,MDL066,38881,2024-01-17,2025,Refurbished,Plastic,6,10x20x5,India,6,4
SKU0067,67,Product_67,HP,Electronics,MDL067,69030,2023-07-09,2025,Refurbished,Aluminium,2,10x20x5,India,9,4
SKU0068,68,Product_68,HP,Furniture,MDL068,41308,2022-10-25,2025,Refurbished,Aluminium,1,10x20x5,India,3,5
SKU0069,69,Product_69,Dell,Mobile,MDL069,32942,2024-04-21,2025,New,Aluminium,10,10x20x5,India,9,1
SKU0070,70,Product_70,Dell,Furniture,MDL070,99938,2022-09-13,2025,New,Aluminium,5,10x20x5,India,8,7
SKU0071,71,Product_71,Samsung,Laptop,MDL071,89006,2024-04-13,2025,New,Metal,6,10x20x5,India,4,2
SKU0072,72,Product_72,Samsung,Accessories,MDL072,20674,2024-04-04,2025,Refurbished,Metal,7,10x20x5,India,7,8
SKU0073,73,Product_73,Apple,Furniture,MDL073,76328,2022-06-24,2025,Refurbished,Aluminium,2,10x20x5,India,5,3
SKU0074,74,Product_74,Apple,Furniture,MDL074,34258,2022-08-24,2025,New,Metal,7,10x20x5,India,6,8
SKU0075,75,Product_75,Apple,Accessories,MDL075,79636,2022-05-06,2025,New,Aluminium,2,10x20x5,India,9,3
SKU0076,76,Product_76,HP,Mobile,MDL076,74856,2024-07-29,2025,Refurbished,Metal,3,10x20x5,India,8,9
SKU0077,77,Product_77,Dell,Mobile,MDL077,80533,2022-05-22,2025,New,Aluminium,5,10x20x5,India,9,8
SKU0078,78,Product_78,HP,Furniture,MDL078,56428,2022-09-12,2025,Refurbished,Metal,9,10x20x5,India,9,9
SKU0079,79,Product_79,Samsung,Accessories,MDL079,50787,2022-09-30,2025,Refurbished,Metal,2,10x20x5,India,9,10
SKU0080,80,Product_80,Apple,Mobile,MDL080,74498,2022-09-28,2025,New,Plastic,4,10x20x5,India,9,1
SKU0081,81,Product_81,Samsung,Laptop,MDL081,55911,2023-08-26,2025,Refurbished,Metal,7,10x20x5,India,9,4
SKU0082,82,Product_82,Samsung,Mobile,MDL082,84102,2024-10-11,2025,New,Aluminium,1,10x20x5,India,5,7
SKU0083,83,Product_83,Apple,Mobile,MDL083,41004,2023-04-23,2025,New,Aluminium,2,10x20x5,India,9,9
SKU0084,84,Product_84,Dell,Furniture,MDL084,41952,2024-12-07,2025,Refurbished,Aluminium,8,10x20x5,India,8,1
SKU0085,85,Product_85,Apple,Accessories,MDL085,42802,2025-03-23,2025,Refurbished,Metal,7,10x20x5,India,10,5
SKU0086,86,Product_86,Lenovo,Electronics,MDL086,75781,2025-02-13,2025,Refurbished,Aluminium,1,10x20x5,India,8,8
SKU0087,87,Product_87,Samsung,Mobile,MDL087,61616,2023-10-06,2025,Refurbished,Aluminium,6,10x20x5,India,7,1
SKU0088,88,Product_88,Lenovo,Mobile,MDL088,40845,2022-09-24,2025,New,Metal,5,10x20x5,India,9,7
SKU0089,89,Product_89,Lenovo,Laptop,MDL089,79942,2022-08-26,2025,New,Metal,4,10x20x5,India,3,9
SKU0090,90,Product_90,Lenovo,Accessories,MDL090,63633,2023-10-25,2025,New,Plastic,3,10x20x5,India,7,2
SKU0091,91,Product_91,Samsung,Accessories,MDL091,77849,2024-12-08,2025,New,Plastic,9,10x20x5,India,3,2
SKU0092,92,Product_92,Lenovo,Mobile,MDL092,69115,2022-09-07,2025,New,Plastic,4,10x20x5,India,10,10
SKU0093,93,Product_93,Samsung,Furniture,MDL093,68023,2022-06-05,2025,Refurbished,Aluminium,3,10x20x5,India,8,9
SKU0094,94,Product_94,Lenovo,Laptop,MDL094,86814,2024-06-21,2025,Refurbished,Plastic,8,10x20x5,India,10,3
SKU0095,95,Product_95,Apple,Mobile,MDL095,96808,2024-12-24,2025,New,Metal,1,10x20x5,India,6,8
SKU0096,96,Product_96,Lenovo,Accessories,MDL096,96223,2022-08-02,2025,Refurbished,Aluminium,6,10x20x5,India,7,6
SKU0097,97,Product_97,Apple,Electronics,MDL097,70696,2023-07-05,2025,New,Metal,3,10x20x5,India,10,2
SKU0098,98,Product_98,Samsung,Accessories,MDL098,57000,2025-02-13,2025,Refurbished,Metal,4,10x20x5,India,6,8
SKU0099,99,Product_99,Lenovo,Laptop,MDL099,52634,2023-08-23,2025,Refurbished,Plastic,1,10x20x5,India,9,5
SKU0100,100,Product_100,Lenovo,Mobile,MDL100,98105,2022-05-09,2025,Refurbished,Aluminium,5,10x20x5,India,10,2
SKU0101,101,Product_101,Samsung,Accessories,MDL101,32902,2024-06-25,2025,New,Metal,3,10x20x5,India,3,10
SKU0102,102,Product_102,Apple,Laptop,MDL102,23355,2022-06-20,2025,Refurbished,Metal,2,10x20x5,India,3,8
SKU0103,103,Product_103,Samsung,Mobile,MDL103,99671,2024-09-03,2025,Refurbished,Aluminium,9,10x20x5,India,10,7
SKU0104,104,Product_104,Dell,Furniture,MDL104,33144,2024-06-12,2025,New,Plastic,9,10x20x5,India,7,7
SKU0105,105,Product_105,Dell,Mobile,MDL105,34816,2023-04-25,2025,Refurbished,Plastic,2,10x20x5,India,5,8
SKU0106,106,Product_106,HP,Furniture,MDL106,99011,2023-06-05,2025,Refurbished,Metal,9,10x20x5,India,8,3
SKU0107,107,Product_107,Lenovo,Electronics,MDL107,67842,2022-12-12,2025,New,Metal,7,10x20x5,India,9,9
SKU0108,108,Product_108,Dell,Electronics,MDL108,75462,2023-12-13,2025,Refurbished,Plastic,6,10x20x5,India,8,6
SKU0109,109,Product_109,Lenovo,Laptop,MDL109,95904,2024-11-11,2025,New,Metal,2,10x20x5,India,9,4
SKU0110,110,Product_110,HP,Mobile,MDL110,71400,2022-01-14,2025,New,Metal,2,10x20x5,India,8,7
SKU0111,111,Product_111,Apple,Electronics,MDL111,56690,2024-03-31,2025,New,Metal,7,10x20x5,India,3,2
SKU0112,112,Product_112,Samsung,Electronics,MDL112,68512,2024-11-17,2025,New,Plastic,4,10x20x5,India,10,4
SKU0113,113,Product_113,HP,Mobile,MDL113,43569,2023-01-09,2025,Refurbished,Plastic,2,10x20x5,India,5,5
SKU0114,114,Product_114,HP,Furniture,MDL114,29690,2022-09-15,2025,Refurbished,Plastic,4,10x20x5,India,7,3
SKU0115,115,Product_115,Samsung,Furniture,MDL115,26979,2022-05-03,2025,New,Metal,3,10x20x5,India,6,5
SKU0116,116,Product_116,HP,Accessories,MDL116,61821,2025-02-17,2025,New,Metal,10,10x20x5,India,10,3
SKU0117,117,Product_117,HP,Electronics,MDL117,65823,2022-01-11,2025,New,Aluminium,8,10x20x5,India,10,9
SKU0118,118,Product_118,Samsung,Laptop,MDL118,44455,2022-06-24,2025,New,Metal,2,10x20x5,India,4,10
SKU0119,119,Product_119,Samsung,Electronics,MDL119,87949,2022-03-05,2025,New,Aluminium,5,10x20x5,India,9,4
SKU0120,120,Product_120,Samsung,Laptop,MDL120,74825,2024-09-05,2025,New,Plastic,5,10x20x5,India,9,10
SKU0121,121,Product_121,Apple,Laptop,MDL121,94240,2022-07-07,2025,New,Aluminium,4,10x20x5,India,6,1
SKU0122,122,Product_122,Samsung,Furniture,MDL122,21598,2022-01-29,2025,New,Aluminium,6,10x20x5,India,3,8
SKU0123,123,Product_123,Lenovo,Mobile,MDL123,39488,2022-04-27,2025,Refurbished,Aluminium,1,10x20x5,India,7,8
SKU0124,124,Product_124,Apple,Furniture,MDL124,84096,2022-11-08,2025,Refurbished,Metal,5,10x20x5,India,9,6
SKU0125,125,Product_125,Dell,Electronics,MDL125,42943,2023-02-01,2025,Refurbished,Aluminium,10,10x20x5,India,6,4
SKU0126,126,Product_126,HP,Electronics,MDL126,66763,2023-04-25,2025,Refurbished,Metal,8,10x20x5,India,5,7
SKU0127,127,Product_127,Lenovo,Laptop,MDL127,39641,2022-04-30,2025,New,Aluminium,3,10x20x5,India,3,10
SKU0128,128,Product_128,Dell,Mobile,MDL128,50702,2025-04-11,2025,New,Metal,1,10x20x5,India,9,10
SKU0129,129,Product_129,Lenovo,Furniture,MDL129,55975,2024-03-03,2025,New,Aluminium,4,10x20x5,India,5,1
SKU0130,130,Product_130,Dell,Furniture,MDL130,91534,2022-06-07,2025,Refurbished,Aluminium,5,10x20x5,India,9,5
SKU0131,131,Product_131,Dell,Accessories,MDL131,71359,2022-05-03,2025,New,Aluminium,10,10x20x5,India,8,9
SKU0132,132,Product_132,Dell,Electronics,MDL132,26781,2024-07-25,2025,Refurbished,Metal,2,10x20x5,India,5,3
SKU0133,133,Product_133,Apple,Mobile,MDL133,57339,2024-04-06,2025,New,Aluminium,9,10x20x5,India,10,6
SKU0134,134,Product_134,Dell,Mobile,MDL134,63660,2024-02-28,2025,Refurbished,Metal,7,10x20x5,India,6,6
SKU0135,135,Product_135,Dell,Electronics,MDL135,24068,2024-07-02,2025,New,Plastic,8,10x20x5,India,5,2
SKU0136,136,Product_136,Apple,Laptop,MDL136,87582,2022-08-13,2025,New,Aluminium,7,10x20x5,India,5,2
SKU0137,137,Product_137,Samsung,Electronics,MDL137,46121,2024-07-22,2025,New,Plastic,5,10x20x5,India,9,4
SKU0138,138,Product_138,HP,Electronics,MDL138,72823,2023-05-04,2025,New,Aluminium,10,10x20x5,India,7,4
SKU0139,139,Product_139,Dell,Accessories,MDL139,99146,2024-10-16,2025,Refurbished,Plastic,6,10x20x5,India,8,10
SKU0140,140,Product_140,Dell,Mobile,MDL140,71249,2022-03-13,2025,Refurbished,Plastic,6,10x20x5,India,9,10
SKU0141,141,Product_141,Samsung,Mobile,MDL141,82652,2025-03-28,2025,Refurbished,Plastic,7,10x20x5,India,8,4
SKU0142,142,Product_142,Dell,Furniture,MDL142,52224,2024-01-05,2025,New,Plastic,10,10x20x5,India,3,2
SKU0143,143,Product_143,Dell,Accessories,MDL143,75523,2023-12-11,2025,Refurbished,Aluminium,10,10x20x5,India,5,8
SKU0144,144,Product_144,Apple,Electronics,MDL144,99239,2023-09-01,2025,New,Metal,3,10x20x5,India,9,3
SKU0145,145,Product_145,HP,Electronics,MDL145,84448,2023-05-11,2025,New,Metal,5,10x20x5,India,4,9
SKU0146,146,Product_146,Dell,Mobile,MDL146,78402,2022-12-04,2025,New,Aluminium,2,10x20x5,India,3,6
SKU0147,147,Product_147,Apple,Accessories,MDL147,55842,2022-07-29,2025,Refurbished,Aluminium,7,10x20x5,India,7,9
SKU0148,148,Product_148,Lenovo,Mobile,MDL148,94836,2022-05-31,2025,New,Metal,4,10x20x5,India,3,3
SKU0149,149,Product_149,Samsung,Laptop,MDL149,80630,2023-06-14,2025,Refurbished,Plastic,3,10x20x5,India,3,9
SKU0150,150,Product_150,Lenovo,Laptop,MDL150,36613,2023-03-16,2025,Refurbished,Aluminium,9,10x20x5,India,10,3
SKU0151,151,Product_151,Apple,Accessories,MDL151,36611,2023-03-21,2025,Refurbished,Aluminium,5,10x20x5,India,8,9
SKU0152,152,Product_152,Apple,Accessories,MDL152,52397,2024-08-17,2025,Refurbished,Plastic,4,10x20x5,India,8,10
SKU0153,153,Product_153,HP,Laptop,MDL153,40559,2022-11-06,2025,New,Metal,5,10x20x5,India,4,6
SKU0154,154,Product_154,HP,Furniture,MDL154,63386,2024-11-17,2025,Refurbished,Plastic,1,10x20x5,India,7,9
SKU0155,155,Product_155,Lenovo,Furniture,MDL155,98708,2023-12-11,2025,Refurbished,Plastic,3,10x20x5,India,9,4
SKU0156,156,Product_156,Dell,Laptop,MDL156,24410,2023-05-20,2025,Refurbished,Metal,7,10x20x5,India,7,6
SKU0157,157,Product_157,Lenovo,Laptop,MDL157,81290,2023-04-19,2025,Refurbished,Metal,1,10x20x5,India,7,7
SKU0158,158,Product_158,Lenovo,Electronics,MDL158,39230,2024-10-08,2025,Refurbished,Metal,10,10x20x5,India,4,10
SKU0159,159,Product_159,Samsung,Accessories,MDL159,45644,2024-11-04,2025,Refurbished,Metal,7,10x20x5,India,9,7
SKU0160,160,Product_160,Lenovo,Mobile,MDL160,81111,2023-12-02,2025,Refurbished,Metal,4,10x20x5,India,6,2
SKU0161,161,Product_161,Apple,Laptop,MDL161,27929,2022-02-20,2025,Refurbished,Plastic,3,10x20x5,India,4,5
SKU0162,162,Product_162,Samsung,Laptop,MDL162,60235,2024-07-12,2025,Refurbished,Aluminium,7,10x20x5,India,6,7
SKU0163,163,Product_163,HP,Laptop,MDL163,66159,2023-06-15,2025,New,Plastic,6,10x20x5,India,8,9
SKU0164,164,Product_164,Samsung,Accessories,MDL164,34823,2025-03-28,2025,Refurbished,Plastic,8,10x20x5,India,8,7
SKU0165,165,Product_165,HP,Laptop,MDL165,42275,2022-02-20,2025,New,Aluminium,7,10x20x5,India,5,3
SKU0166,166,Product_166,Dell,Mobile,MDL166,93827,2024-12-14,2025,New,Aluminium,3,10x20x5,India,9,7
SKU0167,167,Product_167,Apple,Electronics,MDL167,50833,2023-06-07,2025,Refurbished,Aluminium,7,10x20x5,India,8,3
SKU0168,168,Product_168,Dell,Accessories,MDL168,58284,2023-01-13,2025,New,Metal,3,10x20x5,India,3,8
SKU0169,169,Product_169,Lenovo,Furniture,MDL169,68948,2023-06-13,2025,Refurbished,Plastic,3,10x20x5,India,6,5
SKU0170,170,Product_170,Samsung,Accessories,MDL170,33402,2024-11-11,2025,Refurbished,Metal,3,10x20x5,India,4,10
SKU0171,171,Product_171,Lenovo,Accessories,MDL171,30442,2023-12-20,2025,Refurbished,Plastic,6,10x20x5,India,8,5
SKU0172,172,Product_172,HP,Laptop,MDL172,33685,2025-02-10,2025,Refurbished,Metal,8,10x20x5,India,8,10
SKU0173,173,Product_173,Lenovo,Mobile,MDL173,83624,2023-01-10,2025,Refurbished,Aluminium,3,10x20x5,India,8,5
SKU0174,174,Product_174,Samsung,Electronics,MDL174,21832,2022-01-30,2025,Refurbished,Aluminium,4,10x20x5,India,5,9
SKU0175,175,Product_175,Dell,Laptop,MDL175,92616,2024-04-17,2025,Refurbished,Plastic,6,10x20x5,India,8,9
SKU0176,176,Product_176,Apple,Accessories,MDL176,91184,2025-01-24,2025,New,Aluminium,6,10x20x5,India,9,2
SKU0177,177,Product_177,Dell,Mobile,MDL177,72748,2023-07-29,2025,New,Metal,3,10x20x5,India,4,2
SKU0178,178,Product_178,Samsung,Laptop,MDL178,31232,2024-08-02,2025,Refurbished,Metal,4,10x20x5,India,9,5
SKU0179,179,Product_179,Lenovo,Laptop,MDL179,55323,2024-08-12,2025,Refurbished,Plastic,6,10x20x5,India,10,6
SKU0180,180,Product_180,HP,Electronics,MDL180,75242,2023-03-09,2025,Refurbished,Plastic,1,10x20x5,India,3,8
SKU0181,181,Product_181,Lenovo,Mobile,MDL181,69712,2023-01-30,2025,Refurbished,Plastic,7,10x20x5,India,9,8
SKU0182,182,Product_182,Apple,Mobile,MDL182,50921,2023-06-03,2025,Refurbished,Plastic,10,10x20x5,India,8,1
SKU0183,183,Product_183,HP,Mobile,MDL183,74881,2022-09-25,2025,New,Aluminium,8,10x20x5,India,8,4
SKU0184,184,Product_184,Lenovo,Mobile,MDL184,48212,2023-04-27,2025,New,Aluminium,2,10x20x5,India,4,4
SKU0185,185,Product_185,Lenovo,Electronics,MDL185,63486,2023-10-27,2025,Refurbished,Metal,5,10x20x5,India,8,4
SKU0186,186,Product_186,Samsung,Electronics,MDL186,40656,2024-03-29,2025,Refurbished,Metal,7,10x20x5,India,6,1
SKU0187,187,Product_187,Dell,Laptop,MDL187,34889,2025-02-16,2025,Refurbished,Metal,6,10x20x5,India,7,9
SKU0188,188,Product_188,Samsung,Laptop,MDL188,64447,2023-02-27,2025,New,Aluminium,8,10x20x5,India,3,8
SKU0189,189,Product_189,Dell,Electronics,MDL189,87575,2023-04-16,2025,New,Aluminium,10,10x20x5,India,10,8
SKU0190,190,Product_190,Dell,Accessories,MDL190,39274,2022-11-29,2025,Refurbished,Plastic,3,10x20x5,India,9,6
SKU0191,191,Product_191,HP,Electronics,MDL191,49052,2024-02-24,2025,New,Metal,2,10x20x5,India,6,7
SKU0192,192,Product_192,Apple,Laptop,MDL192,99175,2023-02-04,2025,New,Metal,4,10x20x5,India,10,1
SKU0193,193,Product_193,Samsung,Furniture,MDL193,93264,2024-05-12,2025,Refurbished,Metal,2,10x20x5,India,8,6
SKU0194,194,Product_194,Lenovo,Furniture,MDL194,56835,2023-07-20,2025,New,Aluminium,2,10x20x5,India,7,10
SKU0195,195,Product_195,Apple,Furniture,MDL195,63180,2023-03-05,2025,New,Aluminium,1,10x20x5,India,10,1
SKU0196,196,Product_196,Dell,Electronics,MDL196,35477,2022-02-24,2025,New,Plastic,7,10x20x5,India,4,1
SKU0197,197,Product_197,Lenovo,Mobile,MDL197,22880,2024-10-12,2025,Refurbished,Aluminium,10,10x20x5,India,7,6
SKU0198,198,Product_198,Lenovo,Laptop,MDL198,30541,2022-05-04,2025,New,Aluminium,6,10x20x5,India,6,10
SKU0199,199,Product_199,Dell,Accessories,MDL199,62782,2024-05-10,2025,New,Metal,10,10x20x5,India,10,1
SKU0200,200,Product_200,Dell,Laptop,MDL200,87394,2023-09-15,2025,Refurbished,Metal,3,10x20x5,India,9,3
SKU0201,201,Product_201,Dell,Accessories,MDL201,24155,2024-02-22,2025,New,Metal,5,10x20x5,India,3,10
SKU0202,202,Product_202,Dell,Furniture,MDL202,81201,2024-06-18,2025,New,Metal,7,10x20x5,India,10,10
SKU0203,203,Product_203,Apple,Laptop,MDL203,94511,2024-04-25,2025,New,Aluminium,7,10x20x5,India,8,1
SKU0204,204,Product_204,Lenovo,Mobile,MDL204,64523,2023-06-06,2025,New,Plastic,9,10x20x5,India,7,2
SKU0205,205,Product_205,Apple,Accessories,MDL205,35280,2024-07-19,2025,New,Metal,5,10x20x5,India,5,5
SKU0206,206,Product_206,Apple,Mobile,MDL206,61898,2022-09-21,2025,Refurbished,Plastic,6,10x20x5,India,7,1
SKU0207,207,Product_207,Dell,Mobile,MDL207,71322,2023-11-01,2025,Refurbished,Metal,9,10x20x5,India,4,7
SKU0208,208,Product_208,HP,Furniture,MDL208,31397,2023-09-27,2025,Refurbished,Plastic,1,10x20x5,India,10,8
SKU0209,209,Product_209,HP,Furniture,MDL209,29376,2023-04-25,2025,New,Aluminium,10,10x20x5,India,10,5
SKU0210,210,Product_210,HP,Electronics,MDL210,69844,2022-10-02,2025,New,Aluminium,3,10x20x5,India,10,9
SKU0211,211,Product_211,Lenovo,Laptop,MDL211,29038,2024-11-18,2025,Refurbished,Metal,4,10x20x5,India,10,5
SKU0212,212,Product_212,HP,Furniture,MDL212,65726,2024-09-17,2025,Refurbished,Metal,10,10x20x5,India,7,8
SKU0213,213,Product_213,Lenovo,Mobile,MDL213,67550,2025-03-03,2025,New,Metal,6,10x20x5,India,6,1
SKU0214,214,Product_214,HP,Furniture,MDL214,39313,2024-12-21,2025,New,Aluminium,5,10x20x5,India,7,5
SKU0215,215,Product_215,Apple,Laptop,MDL215,81293,2024-01-18,2025,New,Metal,9,10x20x5,India,4,10
SKU0216,216,Product_216,Samsung,Furniture,MDL216,28746,2022-04-21,2025,Refurbished,Plastic,6,10x20x5,India,9,10
SKU0217,217,Product_217,Dell,Mobile,MDL217,97675,2023-12-21,2025,Refurbished,Aluminium,9,10x20x5,India,8,10
SKU0218,218,Product_218,Samsung,Mobile,MDL218,73285,2024-08-12,2025,Refurbished,Plastic,6,10x20x5,India,6,6
