sku_id,product_id,product_name,brand,category,model_number,original_price,manufacturing_date,launch_year,product_type,material_type,weight,dimensions,country_of_origin,expected_life_span,repairability_score
SKU0023,23.0,"macbook pro 14"" m3",apple,laptop,mdl023,26561.0,2023-08-11,2025,refurbished,metal,3.0,10x20x5,india,10,6.0
SKU0024,24.0,series 7 pro monitor,hp,electronics,mdl024,20433.0,2022-04-11,2025,refurbished,metal,9.0,10x20x5,india,6,3.0
SKU0025,25.0,magsafe battery pack,apple,accessories,mdl025,49459.0,2023-08-30,2025,refurbished,aluminium,8.0,10x20x5,india,5,9.0
SKU0026,26.0,soundbar q-series,samsung,electronics,mdl026,30889.0,2023-11-15,2025,refurbished,aluminium,6.0,10x20x5,india,7,9.0
SKU0027,27.0,dell furniture device,dell,furniture,mdl027,89403.0,2022-05-08,2025,refurbished,metal,1.0,10x20x5,india,3,4.0
SKU0028,28.0,"thinkvision monitor 27""",lenovo,electronics,mdl028,80994.0,2024-06-06,2025,new,plastic,9.0,10x20x5,india,5,6.0
SKU0029,29.0,smart monitor m8,samsung,electronics,mdl029,42520.0,2024-08-31,2025,new,metal,2.0,10x20x5,india,5,3.0
SKU0030,30.0,galaxy a54 5g,samsung,mobile,mdl030,96872.0,2024-06-21,2025,new,plastic,10.0,10x20x5,india,3,1.0
SKU0031,31.0,galaxy s23,samsung,mobile,mdl031,82571.0,2022-07-01,2025,refurbished,plastic,3.0,10x20x5,india,8,2.0
SKU0032,32.0,galaxy smarttag2,samsung,accessories,mdl032,84707.0,2022-05-29,2025,new,plastic,7.0,10x20x5,india,4,9.0
SKU0033,33.0,dell premier wireless mouse,dell,accessories,mdl033,26954.0,2022-05-04,2025,refurbished,plastic,9.0,10x20x5,india,6,6.0
SKU0034,34.0,dell premier wireless mouse,dell,accessories,mdl034,71064.0,2025-03-17,2025,new,metal,8.0,10x20x5,india,4,9.0
SKU0035,35.0,dell docking station wd19s,dell,electronics,mdl035,34065.0,2025-01-16,2025,refurbished,plastic,9.0,10x20x5,india,5,1.0
SKU0036,36.0,hp ergonomic mouse,hp,accessories,mdl036,49202.0,2022-09-11,2025,new,metal,2.0,10x20x5,india,10,8.0
SKU0037,37.0,galaxy book3 pro,samsung,laptop,mdl037,60505.0,2024-05-31,2025,refurbished,plastic,10.0,10x20x5,india,8,1.0
SKU0038,38.0,lenovo wireless mouse,lenovo,accessories,mdl038,24161.0,2023-04-01,2025,refurbished,metal,4.0,10x20x5,india,3,3.0
SKU0039,39.0,macbook air m2,apple,laptop,mdl039,77904.0,2022-07-18,2025,refurbished,plastic,10.0,10x20x5,india,4,1.0
SKU0040,40.0,lenovo legion phone duel,lenovo,mobile,mdl040,37109.0,2022-10-24,2025,refurbished,plastic,8.0,10x20x5,india,9,2.0
SKU0041,41.0,samsung furniture device,samsung,furniture,mdl041,38038.0,2022-01-23,2025,new,plastic,5.0,10x20x5,india,7,1.0
SKU0042,42.0,lenovo legion phone duel,lenovo,mobile,mdl042,58016.0,2025-03-17,2025,new,aluminium,10.0,10x20x5,india,4,8.0
SKU0043,43.0,dell venue pro 11,dell,mobile,mdl043,35222.0,2023-10-23,2025,new,plastic,1.0,10x20x5,india,4,2.0
SKU0044,44.0,dell venue pro 11,dell,mobile,mdl044,54512.0,2022-05-27,2025,new,aluminium,8.0,10x20x5,india,3,7.0
SKU0045,45.0,apple watch series 9,apple,accessories,mdl045,45248.0,2024-07-12,2025,refurbished,aluminium,5.0,10x20x5,india,6,7.0
SKU0046,46.0,spectre x360,hp,laptop,mdl046,58528.0,2022-01-09,2025,new,aluminium,8.0,10x20x5,india,8,3.0
SKU0047,47.0,hp elite x3,hp,mobile,mdl047,68281.0,2024-11-27,2025,new,plastic,5.0,10x20x5,india,9,9.0
SKU0048,48.0,65w usb-c gan charger,lenovo,accessories,mdl048,62933.0,2024-12-31,2025,new,plastic,8.0,10x20x5,india,9,3.0
SKU0049,49.0,reverb g2 vr headset,hp,electronics,mdl049,62613.0,2023-11-19,2025,refurbished,plastic,4.0,10x20x5,india,8,9.0
SKU0050,50.0,reverb g2 vr headset,hp,electronics,mdl050,45271.0,2023-05-27,2025,refurbished,plastic,10.0,10x20x5,india,9,2.0
SKU0051,51.0,dell universal dock,dell,accessories,mdl051,59363.0,2022-06-10,2025,new,plastic,8.0,10x20x5,india,4,6.0
SKU0052,52.0,"macbook pro 14"" m3",apple,laptop,mdl052,43693.0,2022-10-10,2025,refurbished,metal,3.0,10x20x5,india,8,1.0
SKU0053,53.0,dell venue pro 11,dell,mobile,mdl053,80476.0,2025-01-08,2025,refurbished,plastic,10.0,10x20x5,india,8,6.0
SKU0054,54.0,sprocket photo printer,hp,electronics,mdl054,75996.0,2022-07-08,2025,refurbished,plastic,6.0,10x20x5,india,8,6.0
SKU0055,55.0,magic keyboard,apple,accessories,mdl055,33932.0,2024-02-24,2025,refurbished,plastic,4.0,10x20x5,india,3,7.0
SKU0056,56.0,hp elite x3,hp,mobile,mdl056,55061.0,2024-08-30,2025,refurbished,aluminium,9.0,10x20x5,india,6,1.0
SKU0057,57.0,envy 13,hp,laptop,mdl057,62699.0,2022-03-09,2025,new,plastic,7.0,10x20x5,india,5,1.0
SKU0058,58.0,victus 16,hp,laptop,mdl058,92597.0,2024-08-12,2025,new,plastic,9.0,10x20x5,india,9,1.0
SKU0059,59.0,tab p11 pro,lenovo,electronics,mdl059,76584.0,2025-02-20,2025,new,aluminium,4.0,10x20x5,india,3,1.0
SKU0060,60.0,dell venue pro 11,dell,mobile,mdl060,28707.0,2024-01-11,2025,new,plastic,9.0,10x20x5,india,9,9.0
SKU0061,61.0,65w usb-c gan charger,lenovo,accessories,mdl061,28131.0,2024-07-02,2025,new,aluminium,6.0,10x20x5,india,4,1.0
SKU0062,62.0,xps 13,dell,laptop,mdl062,25766.0,2022-06-05,2025,refurbished,aluminium,6.0,10x20x5,india,10,1.0
SKU0063,63.0,hp furniture device,hp,furniture,mdl063,86110.0,2023-08-13,2025,refurbished,plastic,6.0,10x20x5,india,6,4.0
SKU0064,64.0,apple furniture device,apple,furniture,mdl064,99813.0,2023-12-15,2025,refurbished,metal,3.0,10x20x5,india,7,9.0
SKU0065,65.0,10000mah power bank,samsung,accessories,mdl065,85578.0,2023-04-14,2025,new,metal,8.0,10x20x5,india,3,10.0
SKU0066,66.0,crystal 4k smart tv,samsung,electronics,mdl066,38881.0,2024-01-17,2025,refurbished,plastic,6.0,10x20x5,india,6,4.0
SKU0067,67.0,series 7 pro monitor,hp,electronics,mdl067,69030.0,2023-07-09,2025,refurbished,aluminium,2.0,10x20x5,india,9,4.0
SKU0068,68.0,hp furniture device,hp,furniture,mdl068,41308.0,2022-10-25,2025,refurbished,aluminium,1.0,10x20x5,india,3,5.0
SKU0069,69.0,dell venue pro 11,dell,mobile,mdl069,32942.0,2024-04-21,2025,new,aluminium,10.0,10x20x5,india,9,1.0
SKU0070,70.0,dell furniture device,dell,furniture,mdl070,99938.0,2022-09-13,2025,new,aluminium,5.0,10x20x5,india,8,7.0
SKU0071,71.0,galaxy book3 pro,samsung,laptop,mdl071,89006.0,2024-04-13,2025,new,metal,6.0,10x20x5,india,4,2.0
SKU0072,72.0,10000mah power bank,samsung,accessories,mdl072,20674.0,2024-04-04,2025,refurbished,metal,7.0,10x20x5,india,7,8.0
SKU0073,73.0,apple furniture device,apple,furniture,mdl073,76328.0,2022-06-24,2025,refurbished,aluminium,2.0,10x20x5,india,5,3.0
SKU0074,74.0,apple furniture device,apple,furniture,mdl074,34258.0,2022-08-24,2025,new,metal,7.0,10x20x5,india,6,8.0
SKU0075,75.0,magsafe battery pack,apple,accessories,mdl075,79636.0,2022-05-06,2025,new,aluminium,2.0,10x20x5,india,9,3.0
SKU0076,76.0,hp elite x3,hp,mobile,mdl076,74856.0,2024-07-29,2025,refurbished,metal,3.0,10x20x5,india,8,9.0
SKU0077,77.0,dell venue pro 11,dell,mobile,mdl077,80533.0,2022-05-22,2025,new,aluminium,5.0,10x20x5,india,9,8.0
SKU0078,78.0,hp furniture device,hp,furniture,mdl078,56428.0,2022-09-12,2025,refurbished,metal,9.0,10x20x5,india,9,9.0
SKU0079,79.0,galaxy smarttag2,samsung,accessories,mdl079,50787.0,2022-09-30,2025,refurbished,metal,2.0,10x20x5,india,9,10.0
SKU0080,80.0,iphone 15 pro,apple,mobile,mdl080,74498.0,2022-09-28,2025,new,plastic,4.0,10x20x5,india,9,1.0
SKU0081,81.0,galaxy book4 ultra,samsung,laptop,mdl081,55911.0,2023-08-26,2025,refurbished,metal,7.0,10x20x5,india,9,4.0
SKU0082,82.0,galaxy a54 5g,samsung,mobile,mdl082,84102.0,2024-10-11,2025,new,aluminium,1.0,10x20x5,india,5,7.0
SKU0083,83.0,iphone 14,apple,mobile,mdl083,41004.0,2023-04-23,2025,new,aluminium,2.0,10x20x5,india,9,9.0
SKU0084,84.0,dell furniture device,dell,furniture,mdl084,41952.0,2024-12-07,2025,refurbished,aluminium,8.0,10x20x5,india,8,1.0
SKU0085,85.0,airpods pro (2nd gen),apple,accessories,mdl085,42802.0,2025-03-23,2025,refurbished,metal,7.0,10x20x5,india,10,5.0
SKU0086,86.0,"thinkvision monitor 27""",lenovo,electronics,mdl086,75781.0,2025-02-13,2025,refurbished,aluminium,1.0,10x20x5,india,8,8.0
SKU0087,87.0,galaxy s24 ultra,samsung,mobile,mdl087,61616.0,2023-10-06,2025,refurbished,aluminium,6.0,10x20x5,india,7,1.0
SKU0088,88.0,lenovo thinkphone,lenovo,mobile,mdl088,40845.0,2022-09-24,2025,new,metal,5.0,10x20x5,india,9,7.0
SKU0089,89.0,yoga slim 7i,lenovo,laptop,mdl089,79942.0,2022-08-26,2025,new,metal,4.0,10x20x5,india,3,9.0
SKU0090,90.0,65w usb-c gan charger,lenovo,accessories,mdl090,63633.0,2023-10-25,2025,new,plastic,3.0,10x20x5,india,7,2.0
SKU0091,91.0,galaxy smarttag2,samsung,accessories,mdl091,77849.0,2024-12-08,2025,new,plastic,9.0,10x20x5,india,3,2.0
SKU0092,92.0,lenovo legion phone duel,lenovo,mobile,mdl092,69115.0,2022-09-07,2025,new,plastic,4.0,10x20x5,india,10,10.0
SKU0093,93.0,samsung furniture device,samsung,furniture,mdl093,68023.0,2022-06-05,2025,refurbished,aluminium,3.0,10x20x5,india,8,9.0
SKU0094,94.0,yoga slim 7i,lenovo,laptop,mdl094,86814.0,2024-06-21,2025,refurbished,plastic,8.0,10x20x5,india,10,3.0
SKU0095,95.0,iphone 15 pro,apple,mobile,mdl095,96808.0,2024-12-24,2025,new,metal,1.0,10x20x5,india,6,8.0
SKU0096,96.0,65w usb-c gan charger,lenovo,accessories,mdl096,96223.0,2022-08-02,2025,refurbished,aluminium,6.0,10x20x5,india,7,6.0
SKU0097,97.0,apple tv 4k,apple,electronics,mdl097,70696.0,2023-07-05,2025,new,metal,3.0,10x20x5,india,10,2.0
SKU0098,98.0,galaxy watch 6,samsung,accessories,mdl098,57000.0,2025-02-13,2025,refurbished,metal,4.0,10x20x5,india,6,8.0
SKU0099,99.0,thinkpad x1 carbon,lenovo,laptop,mdl099,52634.0,2023-08-23,2025,refurbished,plastic,1.0,10x20x5,india,9,5.0
SKU0100,100.0,lenovo thinkphone,lenovo,mobile,mdl100,98105.0,2022-05-09,2025,refurbished,aluminium,5.0,10x20x5,india,10,2.0
SKU0101,101.0,galaxy watch 6,samsung,accessories,mdl101,32902.0,2024-06-25,2025,new,metal,3.0,10x20x5,india,3,10.0
SKU0102,102.0,"macbook pro 16""",apple,laptop,mdl102,23355.0,2022-06-20,2025,refurbished,metal,2.0,10x20x5,india,3,8.0
SKU0103,103.0,galaxy s23,samsung,mobile,mdl103,99671.0,2024-09-03,2025,refurbished,aluminium,9.0,10x20x5,india,10,7.0
SKU0104,104.0,dell furniture device,dell,furniture,mdl104,33144.0,2024-06-12,2025,new,plastic,9.0,10x20x5,india,7,7.0
SKU0105,105.0,dell venue pro 11,dell,mobile,mdl105,34816.0,2023-04-25,2025,refurbished,plastic,2.0,10x20x5,india,5,8.0
SKU0106,106.0,hp furniture device,hp,furniture,mdl106,99011.0,2023-06-05,2025,refurbished,metal,9.0,10x20x5,india,8,3.0
SKU0107,107.0,"thinkvision monitor 27""",lenovo,electronics,mdl107,67842.0,2022-12-12,2025,new,metal,7.0,10x20x5,india,9,9.0
SKU0108,108.0,dell docking station wd19s,dell,electronics,mdl108,75462.0,2023-12-13,2025,refurbished,plastic,6.0,10x20x5,india,8,6.0
SKU0109,109.0,ideapad slim 5,lenovo,laptop,mdl109,95904.0,2024-11-11,2025,new,metal,2.0,10x20x5,india,9,4.0
SKU0110,110.0,hp elite x3,hp,mobile,mdl110,71400.0,2022-01-14,2025,new,metal,2.0,10x20x5,india,8,7.0
SKU0111,111.0,"ipad pro 11""",apple,electronics,mdl111,56690.0,2024-03-31,2025,new,metal,7.0,10x20x5,india,3,2.0
SKU0112,112.0,smart monitor m8,samsung,electronics,mdl112,68512.0,2024-11-17,2025,new,plastic,4.0,10x20x5,india,10,4.0
SKU0113,113.0,hp elite x3,hp,mobile,mdl113,43569.0,2023-01-09,2025,refurbished,plastic,2.0,10x20x5,india,5,5.0
SKU0114,114.0,hp furniture device,hp,furniture,mdl114,29690.0,2022-09-15,2025,refurbished,plastic,4.0,10x20x5,india,7,3.0
SKU0115,115.0,samsung furniture device,samsung,furniture,mdl115,26979.0,2022-05-03,2025,new,metal,3.0,10x20x5,india,6,5.0
SKU0116,116.0,hp ergonomic mouse,hp,accessories,mdl116,61821.0,2025-02-17,2025,new,metal,10.0,10x20x5,india,10,3.0
SKU0117,117.0,series 7 pro monitor,hp,electronics,mdl117,65823.0,2022-01-11,2025,new,aluminium,8.0,10x20x5,india,10,9.0
SKU0118,118.0,galaxy book go,samsung,laptop,mdl118,44455.0,2022-06-24,2025,new,metal,2.0,10x20x5,india,4,10.0
SKU0119,119.0,smart monitor m8,samsung,electronics,mdl119,87949.0,2022-03-05,2025,new,aluminium,5.0,10x20x5,india,9,4.0
SKU0120,120.0,galaxy book4 ultra,samsung,laptop,mdl120,74825.0,2024-09-05,2025,new,plastic,5.0,10x20x5,india,9,10.0
SKU0121,121.0,"macbook pro 16""",apple,laptop,mdl121,94240.0,2022-07-07,2025,new,aluminium,4.0,10x20x5,india,6,1.0
SKU0122,122.0,samsung furniture device,samsung,furniture,mdl122,21598.0,2022-01-29,2025,new,aluminium,6.0,10x20x5,india,3,8.0
SKU0123,123.0,lenovo thinkphone,lenovo,mobile,mdl123,39488.0,2022-04-27,2025,refurbished,aluminium,1.0,10x20x5,india,7,8.0
SKU0124,124.0,apple furniture device,apple,furniture,mdl124,84096.0,2022-11-08,2025,refurbished,metal,5.0,10x20x5,india,9,6.0
SKU0125,125.0,dell docking station wd19s,dell,electronics,mdl125,42943.0,2023-02-01,2025,refurbished,aluminium,10.0,10x20x5,india,6,4.0
SKU0126,126.0,reverb g2 vr headset,hp,electronics,mdl126,66763.0,2023-04-25,2025,refurbished,metal,8.0,10x20x5,india,5,7.0
SKU0127,127.0,yoga slim 7i,lenovo,laptop,mdl127,39641.0,2022-04-30,2025,new,aluminium,3.0,10x20x5,india,3,10.0
SKU0128,128.0,dell venue pro 11,dell,mobile,mdl128,50702.0,2025-04-11,2025,new,metal,1.0,10x20x5,india,9,10.0
SKU0129,129.0,lenovo furniture device,lenovo,furniture,mdl129,55975.0,2024-03-03,2025,new,aluminium,4.0,10x20x5,india,5,1.0
SKU0130,130.0,dell furniture device,dell,furniture,mdl130,91534.0,2022-06-07,2025,refurbished,aluminium,5.0,10x20x5,india,9,5.0
SKU0131,131.0,dell pro stereo headset,dell,accessories,mdl131,71359.0,2022-05-03,2025,new,aluminium,10.0,10x20x5,india,8,9.0
SKU0132,132.0,dell gaming monitor s2721dgf,dell,electronics,mdl132,26781.0,2024-07-25,2025,refurbished,metal,2.0,10x20x5,india,5,3.0
SKU0133,133.0,iphone se (3rd gen),apple,mobile,mdl133,57339.0,2024-04-06,2025,new,aluminium,9.0,10x20x5,india,10,6.0
SKU0134,134.0,dell venue pro 11,dell,mobile,mdl134,63660.0,2024-02-28,2025,refurbished,metal,7.0,10x20x5,india,6,6.0
SKU0135,135.0,dell gaming monitor s2721dgf,dell,electronics,mdl135,24068.0,2024-07-02,2025,new,plastic,8.0,10x20x5,india,5,2.0
SKU0136,136.0,"macbook pro 16""",apple,laptop,mdl136,87582.0,2022-08-13,2025,new,aluminium,7.0,10x20x5,india,5,2.0
SKU0137,137.0,smart monitor m8,samsung,electronics,mdl137,46121.0,2024-07-22,2025,new,plastic,5.0,10x20x5,india,9,4.0
SKU0138,138.0,sprocket photo printer,hp,electronics,mdl138,72823.0,2023-05-04,2025,new,aluminium,10.0,10x20x5,india,7,4.0
SKU0139,139.0,dell premier wireless mouse,dell,accessories,mdl139,99146.0,2024-10-16,2025,refurbished,plastic,6.0,10x20x5,india,8,10.0
SKU0140,140.0,dell venue pro 11,dell,mobile,mdl140,71249.0,2022-03-13,2025,refurbished,plastic,6.0,10x20x5,india,9,10.0
SKU0141,141.0,galaxy a54 5g,samsung,mobile,mdl141,82652.0,2025-03-28,2025,refurbished,plastic,7.0,10x20x5,india,8,4.0
SKU0142,142.0,dell furniture device,dell,furniture,mdl142,52224.0,2024-01-05,2025,new,plastic,10.0,10x20x5,india,3,2.0
SKU0143,143.0,dell premier wireless mouse,dell,accessories,mdl143,75523.0,2023-12-11,2025,refurbished,aluminium,10.0,10x20x5,india,5,8.0
SKU0144,144.0,studio display,apple,electronics,mdl144,99239.0,2023-09-01,2025,new,metal,3.0,10x20x5,india,9,3.0
SKU0145,145.0,series 7 pro monitor,hp,electronics,mdl145,84448.0,2023-05-11,2025,new,metal,5.0,10x20x5,india,4,9.0
SKU0146,146.0,dell venue pro 11,dell,mobile,mdl146,78402.0,2022-12-04,2025,new,aluminium,2.0,10x20x5,india,3,6.0
SKU0147,147.0,magsafe battery pack,apple,accessories,mdl147,55842.0,2022-07-29,2025,refurbished,aluminium,7.0,10x20x5,india,7,9.0
SKU0148,148.0,lenovo legion phone duel,lenovo,mobile,mdl148,94836.0,2022-05-31,2025,new,metal,4.0,10x20x5,india,3,3.0
SKU0149,149.0,galaxy book3 pro,samsung,laptop,mdl149,80630.0,2023-06-14,2025,refurbished,plastic,3.0,10x20x5,india,3,9.0
SKU0150,150.0,yoga slim 7i,lenovo,laptop,mdl150,36613.0,2023-03-16,2025,refurbished,aluminium,9.0,10x20x5,india,10,3.0
SKU0151,151.0,magsafe battery pack,apple,accessories,mdl151,36611.0,2023-03-21,2025,refurbished,aluminium,5.0,10x20x5,india,8,9.0
SKU0152,152.0,airpods pro (2nd gen),apple,accessories,mdl152,52397.0,2024-08-17,2025,refurbished,plastic,4.0,10x20x5,india,8,10.0
SKU0153,153.0,victus 16,hp,laptop,mdl153,40559.0,2022-11-06,2025,new,metal,5.0,10x20x5,india,4,6.0
SKU0154,154.0,hp furniture device,hp,furniture,mdl154,63386.0,2024-11-17,2025,refurbished,plastic,1.0,10x20x5,india,7,9.0
SKU0155,155.0,lenovo furniture device,lenovo,furniture,mdl155,98708.0,2023-12-11,2025,refurbished,plastic,3.0,10x20x5,india,9,4.0
SKU0156,156.0,alienware m16,dell,laptop,mdl156,24410.0,2023-05-20,2025,refurbished,metal,7.0,10x20x5,india,7,6.0
SKU0157,157.0,yoga slim 7i,lenovo,laptop,mdl157,81290.0,2023-04-19,2025,refurbished,metal,1.0,10x20x5,india,7,7.0
SKU0158,158.0,tab p11 pro,lenovo,electronics,mdl158,39230.0,2024-10-08,2025,refurbished,metal,10.0,10x20x5,india,4,10.0
SKU0159,159.0,galaxy buds2 pro,samsung,accessories,mdl159,45644.0,2024-11-04,2025,refurbished,metal,7.0,10x20x5,india,9,7.0
SKU0160,160.0,lenovo legion phone duel,lenovo,mobile,mdl160,81111.0,2023-12-02,2025,refurbished,metal,4.0,10x20x5,india,6,2.0
SKU0161,161.0,macbook air m1,apple,laptop,mdl161,27929.0,2022-02-20,2025,refurbished,plastic,3.0,10x20x5,india,4,5.0
SKU0162,162.0,galaxy book3 pro,samsung,laptop,mdl162,60235.0,2024-07-12,2025,refurbished,aluminium,7.0,10x20x5,india,6,7.0
SKU0163,163.0,pavilion 15,hp,laptop,mdl163,66159.0,2023-06-15,2025,new,plastic,6.0,10x20x5,india,8,9.0
SKU0164,164.0,galaxy buds2 pro,samsung,accessories,mdl164,34823.0,2025-03-28,2025,refurbished,plastic,8.0,10x20x5,india,8,7.0
SKU0165,165.0,envy 13,hp,laptop,mdl165,42275.0,2022-02-20,2025,new,aluminium,7.0,10x20x5,india,5,3.0
SKU0166,166.0,dell venue pro 11,dell,mobile,mdl166,93827.0,2024-12-14,2025,new,aluminium,3.0,10x20x5,india,9,7.0
SKU0167,167.0,ipad air 5th gen,apple,electronics,mdl167,50833.0,2023-06-07,2025,refurbished,aluminium,7.0,10x20x5,india,8,3.0
SKU0168,168.0,dell premier wireless mouse,dell,accessories,mdl168,58284.0,2023-01-13,2025,new,metal,3.0,10x20x5,india,3,8.0
SKU0169,169.0,lenovo furniture device,lenovo,furniture,mdl169,68948.0,2023-06-13,2025,refurbished,plastic,3.0,10x20x5,india,6,5.0
SKU0170,170.0,galaxy smarttag2,samsung,accessories,mdl170,33402.0,2024-11-11,2025,refurbished,metal,3.0,10x20x5,india,4,10.0
SKU0171,171.0,65w usb-c gan charger,lenovo,accessories,mdl171,30442.0,2023-12-20,2025,refurbished,plastic,6.0,10x20x5,india,8,5.0
SKU0172,172.0,envy 13,hp,laptop,mdl172,33685.0,2025-02-10,2025,refurbished,metal,8.0,10x20x5,india,8,10.0
SKU0173,173.0,lenovo legion phone duel,lenovo,mobile,mdl173,83624.0,2023-01-10,2025,refurbished,aluminium,3.0,10x20x5,india,8,5.0
SKU0174,174.0,galaxy tab s9,samsung,electronics,mdl174,21832.0,2022-01-30,2025,refurbished,aluminium,4.0,10x20x5,india,5,9.0
SKU0175,175.0,alienware m16,dell,laptop,mdl175,92616.0,2024-04-17,2025,refurbished,plastic,6.0,10x20x5,india,8,9.0
SKU0176,176.0,apple watch series 9,apple,accessories,mdl176,91184.0,2025-01-24,2025,new,aluminium,6.0,10x20x5,india,9,2.0
SKU0177,177.0,dell venue pro 11,dell,mobile,mdl177,72748.0,2023-07-29,2025,new,metal,3.0,10x20x5,india,4,2.0
SKU0178,178.0,galaxy book go,samsung,laptop,mdl178,31232.0,2024-08-02,2025,refurbished,metal,4.0,10x20x5,india,9,5.0
SKU0179,179.0,thinkpad x1 carbon,lenovo,laptop,mdl179,55323.0,2024-08-12,2025,refurbished,plastic,6.0,10x20x5,india,10,6.0
SKU0180,180.0,sprocket photo printer,hp,electronics,mdl180,75242.0,2023-03-09,2025,refurbished,plastic,1.0,10x20x5,india,3,8.0
SKU0181,181.0,lenovo legion phone duel,lenovo,mobile,mdl181,69712.0,2023-01-30,2025,refurbished,plastic,7.0,10x20x5,india,9,8.0
SKU0182,182.0,iphone 14,apple,mobile,mdl182,50921.0,2023-06-03,2025,refurbished,plastic,10.0,10x20x5,india,8,1.0
SKU0183,183.0,hp elite x3,hp,mobile,mdl183,74881.0,2022-09-25,2025,new,aluminium,8.0,10x20x5,india,8,4.0
SKU0184,184.0,lenovo legion phone duel,lenovo,mobile,mdl184,48212.0,2023-04-27,2025,new,aluminium,2.0,10x20x5,india,4,4.0
SKU0185,185.0,"thinkvision monitor 27""",lenovo,electronics,mdl185,63486.0,2023-10-27,2025,refurbished,metal,5.0,10x20x5,india,8,4.0
SKU0186,186.0,galaxy tab s9,samsung,electronics,mdl186,40656.0,2024-03-29,2025,refurbished,metal,7.0,10x20x5,india,6,1.0
SKU0187,187.0,alienware m16,dell,laptop,mdl187,34889.0,2025-02-16,2025,refurbished,metal,6.0,10x20x5,india,7,9.0
SKU0188,188.0,galaxy book go,samsung,laptop,mdl188,64447.0,2023-02-27,2025,new,aluminium,8.0,10x20x5,india,3,8.0
SKU0189,189.0,ultrasharp 27 monitor,dell,electronics,mdl189,87575.0,2023-04-16,2025,new,aluminium,10.0,10x20x5,india,10,8.0
SKU0190,190.0,dell pro stereo headset,dell,accessories,mdl190,39274.0,2022-11-29,2025,refurbished,plastic,3.0,10x20x5,india,9,6.0
SKU0191,191.0,series 7 pro monitor,hp,electronics,mdl191,49052.0,2024-02-24,2025,new,metal,2.0,10x20x5,india,6,7.0
