warranty_id,sku_id,product_id,warranty_period_months,warranty_start_date,warranty_end_date,warranty_type,coverage_details,service_center_available,claim_status,last_service_date
WAR0074,SKU0074,74.0,6,2023-01-04,2023-07-03,manufacturer,parts and service,no,expired,2023-04-04
WAR0075,SKU0075,75.0,24,2022-09-17,2024-09-06,seller,parts and service,no,expired,2023-09-12
WAR0076,SKU0076,76.0,24,2024-12-11,2026-12-01,seller,parts and service,no,expired,2025-12-06
WAR0077,SKU0077,77.0,12,2022-10-05,2023-09-30,manufacturer,parts and service,yes,active,2023-04-03
WAR0078,SKU0078,78.0,24,2023-01-27,2025-01-16,seller,parts and service,yes,active,2024-01-22
WAR0079,SKU0079,79.0,6,2023-02-15,2023-08-14,seller,parts and service,no,active,2023-05-16
WAR0080,SKU0080,80.0,12,2023-02-14,2024-02-09,seller,parts and service,no,expired,2023-08-13
WAR0081,SKU0081,81.0,24,2024-01-13,2026-01-02,manufacturer,parts and service,no,active,2025-01-07
WAR0082,SKU0082,82.0,6,2025-03-01,2025-08-28,seller,parts and service,no,active,2025-05-30
WAR0083,SKU0083,83.0,12,2023-09-12,2024-09-06,manufacturer,parts and service,yes,expired,2024-03-10
WAR0084,SKU0084,84.0,24,2025-04-29,2027-04-19,manufacturer,parts and service,yes,expired,2026-04-24
WAR0085,SKU0085,85.0,6,2025-08-14,2026-02-10,seller,parts and service,no,active,2025-11-12
WAR0086,SKU0086,86.0,24,2025-07-08,2027-06-28,seller,parts and service,yes,active,2026-07-03
WAR0087,SKU0087,87.0,24,2024-02-29,2026-02-18,manufacturer,parts and service,no,expired,2025-02-23
WAR0088,SKU0088,88.0,24,2023-02-18,2025-02-07,manufacturer,parts and service,no,expired,2024-02-13
WAR0089,SKU0089,89.0,6,2023-01-21,2023-07-20,manufacturer,parts and service,yes,expired,2023-04-21
WAR0090,SKU0090,90.0,24,2024-03-22,2026-03-12,seller,parts and service,yes,active,2025-03-17
WAR0091,SKU0091,91.0,12,2025-05-07,2026-05-02,manufacturer,parts and service,yes,active,2025-11-03
WAR0092,SKU0092,92.0,12,2023-02-05,2024-01-31,seller,parts and service,yes,expired,2023-08-04
WAR0093,SKU0093,93.0,12,2022-11-04,2023-10-30,seller,parts and service,yes,active,2023-05-03
WAR0094,SKU0094,94.0,24,2024-11-21,2026-11-11,manufacturer,parts and service,yes,expired,2025-11-16
WAR0095,SKU0095,95.0,6,2025-05-27,2025-11-23,manufacturer,parts and service,yes,expired,2025-08-25
WAR0096,SKU0096,96.0,12,2023-01-04,2023-12-30,seller,parts and service,yes,active,2023-07-03
WAR0097,SKU0097,97.0,24,2023-12-08,2025-11-27,seller,parts and service,no,active,2024-12-02
WAR0098,SKU0098,98.0,12,2025-07-20,2026-07-15,manufacturer,parts and service,yes,active,2026-01-16
WAR0099,SKU0099,99.0,24,2024-01-28,2026-01-17,manufacturer,parts and service,yes,active,2025-01-22
WAR0100,SKU0100,100.0,12,2022-10-15,2023-10-10,seller,parts and service,yes,expired,2023-04-13
WAR0101,SKU0101,101.0,24,2024-12-02,2026-11-22,seller,parts and service,no,active,2025-11-27
WAR0102,SKU0102,102.0,6,2022-11-28,2023-05-27,manufacturer,parts and service,no,active,2023-02-26
WAR0103,SKU0103,103.0,24,2025-02-12,2027-02-02,seller,parts and service,no,active,2026-02-07
WAR0104,SKU0104,104.0,6,2024-11-22,2025-05-21,manufacturer,parts and service,no,active,2025-02-20
WAR0105,SKU0105,105.0,24,2023-10-06,2025-09-25,seller,parts and service,yes,active,2024-09-30
WAR0106,SKU0106,106.0,24,2023-11-17,2025-11-06,manufacturer,parts and service,yes,active,2024-11-11
WAR0107,SKU0107,107.0,24,2023-05-27,2025-05-16,seller,parts and service,yes,expired,2024-05-21
WAR0108,SKU0108,108.0,6,2024-05-28,2024-11-24,seller,parts and service,no,expired,2024-08-26
WAR0109,SKU0109,109.0,6,2025-04-28,2025-10-25,manufacturer,parts and service,no,expired,2025-07-27
WAR0110,SKU0110,110.0,24,2022-07-02,2024-06-21,manufacturer,parts and service,yes,active,2023-06-27
WAR0111,SKU0111,111.0,24,2024-09-17,2026-09-07,manufacturer,parts and service,yes,expired,2025-09-12
WAR0112,SKU0112,112.0,24,2025-05-07,2027-04-27,seller,parts and service,yes,active,2026-05-02
WAR0113,SKU0113,113.0,6,2023-06-30,2023-12-27,seller,parts and service,yes,expired,2023-09-28
WAR0114,SKU0114,114.0,24,2023-03-07,2025-02-24,seller,parts and service,yes,expired,2024-03-01
WAR0115,SKU0115,115.0,12,2022-10-24,2023-10-19,manufacturer,parts and service,no,expired,2023-04-22
WAR0116,SKU0116,116.0,24,2025-08-11,2027-08-01,manufacturer,parts and service,yes,active,2026-08-06
WAR0117,SKU0117,117.0,12,2022-07-06,2023-07-01,manufacturer,parts and service,no,expired,2023-01-02
WAR0118,SKU0118,118.0,6,2022-12-18,2023-06-16,seller,parts and service,no,expired,2023-03-18
WAR0119,SKU0119,119.0,12,2022-08-30,2023-08-25,manufacturer,parts and service,no,expired,2023-02-26
WAR0120,SKU0120,120.0,6,2025-03-03,2025-08-30,manufacturer,parts and service,yes,active,2025-06-01
WAR0121,SKU0121,121.0,6,2022-09-05,2023-03-04,seller,parts and service,no,expired,2022-12-04
WAR0122,SKU0122,122.0,24,2022-03-31,2024-03-20,seller,parts and service,no,expired,2023-03-26
WAR0123,SKU0123,123.0,24,2022-06-28,2024-06-17,manufacturer,parts and service,yes,active,2023-06-23
WAR0124,SKU0124,124.0,12,2023-01-10,2024-01-05,seller,parts and service,yes,expired,2023-07-09
WAR0125,SKU0125,125.0,12,2023-04-06,2024-03-31,seller,parts and service,yes,active,2023-10-03
WAR0126,SKU0126,126.0,6,2023-06-29,2023-12-26,seller,parts and service,yes,expired,2023-09-27
WAR0127,SKU0127,127.0,6,2022-07-05,2023-01-01,manufacturer,parts and service,no,active,2022-10-03
WAR0128,SKU0128,128.0,24,2025-06-17,2027-06-07,seller,parts and service,no,active,2026-06-12
WAR0129,SKU0129,129.0,24,2024-05-10,2026-04-30,seller,parts and service,yes,expired,2025-05-05
WAR0130,SKU0130,130.0,12,2022-08-15,2023-08-10,manufacturer,parts and service,no,expired,2023-02-11
WAR0131,SKU0131,131.0,12,2022-07-12,2023-07-07,manufacturer,parts and service,yes,active,2023-01-08
WAR0132,SKU0132,132.0,6,2024-10-04,2025-04-02,seller,parts and service,no,active,2025-01-02
WAR0133,SKU0133,133.0,12,2024-06-17,2025-06-12,seller,parts and service,no,expired,2024-12-14
WAR0134,SKU0134,134.0,6,2024-05-11,2024-11-07,seller,parts and service,no,active,2024-08-09
WAR0135,SKU0135,135.0,24,2024-09-14,2026-09-04,manufacturer,parts and service,no,active,2025-09-09
WAR0136,SKU0136,136.0,12,2022-10-27,2023-10-22,seller,parts and service,yes,expired,2023-04-25
WAR0137,SKU0137,137.0,6,2024-10-06,2025-04-04,manufacturer,parts and service,no,expired,2025-01-04
WAR0138,SKU0138,138.0,24,2023-07-20,2025-07-09,seller,parts and service,no,active,2024-07-14
WAR0139,SKU0139,139.0,6,2025-01-02,2025-07-01,manufacturer,parts and service,yes,active,2025-04-02
WAR0140,SKU0140,140.0,6,2022-05-31,2022-11-27,seller,parts and service,yes,active,2022-08-29
WAR0141,SKU0141,141.0,24,2025-06-16,2027-06-06,seller,parts and service,no,expired,2026-06-11
WAR0142,SKU0142,142.0,12,2024-03-26,2025-03-21,seller,parts and service,no,active,2024-09-22
WAR0143,SKU0143,143.0,24,2024-03-02,2026-02-20,manufacturer,parts and service,yes,expired,2025-02-25
WAR0144,SKU0144,144.0,6,2023-11-23,2024-05-21,seller,parts and service,yes,expired,2024-02-21
WAR0145,SKU0145,145.0,24,2023-08-03,2025-07-23,seller,parts and service,yes,expired,2024-07-28
WAR0146,SKU0146,146.0,24,2023-02-27,2025-02-16,seller,parts and service,no,expired,2024-02-22
WAR0147,SKU0147,147.0,6,2022-10-23,2023-04-21,seller,parts and service,no,expired,2023-01-21
WAR0148,SKU0148,148.0,24,2022-08-26,2024-08-15,seller,parts and service,no,active,2023-08-21
WAR0149,SKU0149,149.0,6,2023-09-10,2024-03-08,seller,parts and service,no,active,2023-12-09
WAR0150,SKU0150,150.0,12,2023-06-13,2024-06-07,manufacturer,parts and service,yes,expired,2023-12-10
WAR0151,SKU0151,151.0,24,2023-06-19,2025-06-08,manufacturer,parts and service,yes,active,2024-06-13
WAR0152,SKU0152,152.0,6,2024-11-16,2025-05-15,manufacturer,parts and service,yes,active,2025-02-14
WAR0153,SKU0153,153.0,12,2023-02-06,2024-02-01,seller,parts and service,no,expired,2023-08-05
WAR0154,SKU0154,154.0,6,2025-02-18,2025-08-17,manufacturer,parts and service,yes,expired,2025-05-19
WAR0155,SKU0155,155.0,24,2024-03-14,2026-03-04,manufacturer,parts and service,no,active,2025-03-09
WAR0156,SKU0156,156.0,6,2023-08-23,2024-02-19,seller,parts and service,yes,expired,2023-11-21
WAR0157,SKU0157,157.0,24,2023-07-24,2025-07-13,manufacturer,parts and service,no,expired,2024-07-18
WAR0158,SKU0158,158.0,24,2025-01-13,2027-01-03,manufacturer,parts and service,yes,active,2026-01-08
WAR0159,SKU0159,159.0,24,2025-02-10,2027-01-31,manufacturer,parts and service,yes,active,2026-02-05
WAR0160,SKU0160,160.0,24,2024-03-10,2026-02-28,seller,parts and service,no,active,2025-03-05
WAR0161,SKU0161,161.0,24,2022-05-31,2024-05-20,seller,parts and service,no,active,2023-05-26
WAR0162,SKU0162,162.0,12,2024-10-21,2025-10-16,manufacturer,parts and service,no,expired,2025-04-19
WAR0163,SKU0163,163.0,6,2023-09-25,2024-03-23,seller,parts and service,yes,expired,2023-12-24
WAR0164,SKU0164,164.0,6,2025-07-09,2026-01-05,manufacturer,parts and service,no,expired,2025-10-07
WAR0165,SKU0165,165.0,12,2022-06-04,2023-05-30,manufacturer,parts and service,yes,expired,2022-12-01
WAR0166,SKU0166,166.0,24,2025-03-29,2027-03-19,seller,parts and service,no,expired,2026-03-24
WAR0167,SKU0167,167.0,12,2023-09-21,2024-09-15,manufacturer,parts and service,yes,active,2024-03-19
WAR0168,SKU0168,168.0,12,2023-04-30,2024-04-24,manufacturer,parts and service,yes,active,2023-10-27
WAR0169,SKU0169,169.0,6,2023-09-29,2024-03-27,seller,parts and service,no,expired,2023-12-28
WAR0170,SKU0170,170.0,6,2025-02-28,2025-08-27,manufacturer,parts and service,no,expired,2025-05-29
WAR0171,SKU0171,171.0,6,2024-04-08,2024-10-05,seller,parts and service,no,expired,2024-07-07
WAR0172,SKU0172,172.0,24,2025-06-01,2027-05-22,manufacturer,parts and service,no,expired,2026-05-27
WAR0173,SKU0173,173.0,24,2023-05-02,2025-04-21,seller,parts and service,no,expired,2024-04-26
WAR0174,SKU0174,174.0,6,2022-05-23,2022-11-19,seller,parts and service,yes,expired,2022-08-21
WAR0175,SKU0175,175.0,12,2024-08-09,2025-08-04,seller,parts and service,no,active,2025-02-05
WAR0176,SKU0176,176.0,6,2025-05-19,2025-11-15,manufacturer,parts and service,no,expired,2025-08-17
WAR0177,SKU0177,177.0,24,2023-11-22,2025-11-11,seller,parts and service,no,expired,2024-11-16
WAR0178,SKU0178,178.0,24,2024-11-27,2026-11-17,seller,parts and service,no,active,2025-11-22
WAR0179,SKU0179,179.0,24,2024-12-08,2026-11-28,manufacturer,parts and service,no,active,2025-12-03
WAR0180,SKU0180,180.0,12,2023-07-06,2024-06-30,manufacturer,parts and service,yes,expired,2024-01-02
WAR0181,SKU0181,181.0,6,2023-05-30,2023-11-26,seller,parts and service,no,expired,2023-08-28
WAR0182,SKU0182,182.0,24,2023-10-02,2025-09-21,seller,parts and service,no,expired,2024-09-26
WAR0183,SKU0183,183.0,6,2023-01-25,2023-07-24,seller,parts and service,no,expired,2023-04-25
WAR0184,SKU0184,184.0,24,2023-08-28,2025-08-17,seller,parts and service,yes,active,2024-08-22
WAR0185,SKU0185,185.0,24,2024-02-28,2026-02-17,manufacturer,parts and service,no,expired,2025-02-22
WAR0186,SKU0186,186.0,12,2024-08-01,2025-07-27,manufacturer,parts and service,no,active,2025-01-28
WAR0187,SKU0187,187.0,12,2025-06-22,2026-06-17,seller,parts and service,no,active,2025-12-19
WAR0188,SKU0188,188.0,12,2023-07-04,2024-06-28,seller,parts and service,yes,expired,2023-12-31
WAR0189,SKU0189,189.0,6,2023-08-22,2024-02-18,manufacturer,parts and service,yes,active,2023-11-20
WAR0190,SKU0190,190.0,24,2023-04-07,2025-03-27,seller,parts and service,yes,expired,2024-04-01
WAR0191,SKU0191,191.0,12,2024-07-03,2025-06-28,manufacturer,parts and service,no,active,2024-12-30
WAR0192,SKU0192,192.0,12,2023-06-15,2024-06-09,manufacturer,parts and service,no,expired,2023-12-12
WAR0193,SKU0193,193.0,6,2024-09-21,2025-03-20,manufacturer,parts and service,no,expired,2024-12-20
WAR0194,SKU0194,194.0,6,2023-11-30,2024-05-28,manufacturer,parts and service,yes,active,2024-02-28
WAR0195,SKU0195,195.0,6,2023-07-17,2024-01-13,manufacturer,parts and service,yes,expired,2023-10-15
WAR0196,SKU0196,196.0,6,2022-07-09,2023-01-05,seller,parts and service,yes,expired,2022-10-07
WAR0197,SKU0197,197.0,12,2025-02-25,2026-02-20,manufacturer,parts and service,no,active,2025-08-24
WAR0198,SKU0198,198.0,24,2022-09-18,2024-09-07,seller,parts and service,yes,active,2023-09-13
WAR0199,SKU0199,199.0,24,2024-09-25,2026-09-15,seller,parts and service,no,expired,2025-09-20
WAR0200,SKU0200,200.0,12,2024-02-01,2025-01-26,seller,parts and service,no,expired,2024-07-30
WAR0201,SKU0201,201.0,6,2024-07-11,2025-01-07,manufacturer,parts and service,no,active,2024-10-09
WAR0202,SKU0202,202.0,24,2024-11-06,2026-10-27,manufacturer,parts and service,no,active,2025-11-01
WAR0203,SKU0203,203.0,24,2024-09-14,2026-09-04,manufacturer,parts and service,yes,expired,2025-09-09
WAR0204,SKU0204,204.0,12,2023-10-27,2024-10-21,manufacturer,parts and service,yes,expired,2024-04-24
WAR0205,SKU0205,205.0,12,2024-12-10,2025-12-05,manufacturer,parts and service,yes,active,2025-06-08
WAR0206,SKU0206,206.0,12,2023-02-13,2024-02-08,manufacturer,parts and service,yes,active,2023-08-12
WAR0207,SKU0207,207.0,6,2024-03-26,2024-09-22,manufacturer,parts and service,no,expired,2024-06-24
WAR0208,SKU0208,208.0,24,2024-02-21,2026-02-10,manufacturer,parts and service,no,expired,2025-02-15
WAR0209,SKU0209,209.0,12,2023-09-20,2024-09-14,seller,parts and service,no,expired,2024-03-18
WAR0210,SKU0210,210.0,24,2023-02-28,2025-02-17,manufacturer,parts and service,no,expired,2024-02-23
WAR0211,SKU0211,211.0,6,2025-04-17,2025-10-14,manufacturer,parts and service,no,expired,2025-07-16
WAR0212,SKU0212,212.0,12,2025-02-15,2026-02-10,seller,parts and service,yes,expired,2025-08-14
WAR0213,SKU0213,213.0,24,2025-08-02,2027-07-23,seller,parts and service,no,expired,2026-07-28
WAR0214,SKU0214,214.0,24,2025-05-23,2027-05-13,manufacturer,parts and service,no,expired,2026-05-18
WAR0215,SKU0215,215.0,24,2024-06-20,2026-06-10,manufacturer,parts and service,no,expired,2025-06-15
WAR0216,SKU0216,216.0,24,2022-09-23,2024-09-12,seller,parts and service,yes,active,2023-09-18
WAR0217,SKU0217,217.0,6,2024-05-25,2024-11-21,seller,parts and service,yes,active,2024-08-23
WAR0218,SKU0218,218.0,6,2025-01-16,2025-07-15,seller,parts and service,yes,expired,2025-04-16
WAR0219,SKU0219,219.0,24,2022-12-07,2024-11-26,seller,parts and service,no,expired,2023-12-02
WAR0220,SKU0220,220.0,6,2025-07-24,2026-01-20,manufacturer,parts and service,no,active,2025-10-22
WAR0221,SKU0221,221.0,6,2022-12-01,2023-05-30,seller,parts and service,yes,expired,2023-03-01
WAR0222,SKU0222,222.0,12,2022-12-11,2023-12-06,seller,parts and service,yes,expired,2023-06-09
WAR0223,SKU0223,223.0,6,2022-11-02,2023-05-01,manufacturer,parts and service,yes,expired,2023-01-31
WAR0224,SKU0224,224.0,6,2023-09-09,2024-03-07,manufacturer,parts and service,yes,expired,2023-12-08
WAR0225,SKU0225,225.0,12,2025-04-17,2026-04-12,seller,parts and service,no,active,2025-10-14
WAR0226,SKU0226,226.0,12,2023-05-14,2024-05-08,manufacturer,parts and service,no,active,2023-11-10
WAR0227,SKU0227,227.0,12,2023-01-06,2024-01-01,manufacturer,parts and service,yes,active,2023-07-05
WAR0228,SKU0228,228.0,12,2023-03-10,2024-03-04,manufacturer,parts and service,no,active,2023-09-06
WAR0229,SKU0229,229.0,12,2025-07-16,2026-07-11,manufacturer,parts and service,no,expired,2026-01-12
WAR0230,SKU0230,230.0,6,2023-02-13,2023-08-12,manufacturer,parts and service,yes,active,2023-05-14
WAR0231,SKU0231,231.0,12,2023-07-09,2024-07-03,seller,parts and service,no,expired,2024-01-05
WAR0232,SKU0232,232.0,24,2022-10-04,2024-09-23,manufacturer,parts and service,yes,active,2023-09-29
WAR0233,SKU0233,233.0,6,2025-03-02,2025-08-29,seller,parts and service,yes,expired,2025-05-31
WAR0234,SKU0234,234.0,24,2022-07-09,2024-06-28,manufacturer,parts and service,no,expired,2023-07-04
WAR0235,SKU0235,235.0,6,2024-09-23,2025-03-22,manufacturer,parts and service,no,expired,2024-12-22
WAR0236,SKU0236,236.0,24,2023-07-09,2025-06-28,manufacturer,parts and service,yes,expired,2024-07-03
WAR0237,SKU0237,237.0,12,2024-08-18,2025-08-13,seller,parts and service,yes,expired,2025-02-14
WAR0238,SKU0238,238.0,24,2025-07-26,2027-07-16,seller,parts and service,no,active,2026-07-21
WAR0239,SKU0239,239.0,12,2023-03-21,2024-03-15,manufacturer,parts and service,no,expired,2023-09-17
WAR0240,SKU0240,240.0,12,2024-08-10,2025-08-05,manufacturer,parts and service,yes,active,2025-02-06
WAR0241,SKU0241,241.0,12,2024-09-12,2025-09-07,seller,parts and service,no,expired,2025-03-11
WAR0242,SKU0242,242.0,12,2024-08-15,2025-08-10,manufacturer,parts and service,yes,expired,2025-02-11
WAR0243,SKU0243,243.0,6,2023-02-26,2023-08-25,manufacturer,parts and service,yes,expired,2023-05-27
WAR0244,SKU0244,244.0,24,2025-06-06,2027-05-27,manufacturer,parts and service,yes,active,2026-06-01
WAR0245,SKU0245,245.0,6,2022-09-15,2023-03-14,manufacturer,parts and service,no,expired,2022-12-14
WAR0246,SKU0246,246.0,24,2024-12-06,2026-11-26,seller,parts and service,yes,expired,2025-12-01
WAR0247,SKU0247,247.0,12,2023-03-14,2024-03-08,seller,parts and service,yes,active,2023-09-10
WAR0248,SKU0248,248.0,24,2024-04-03,2026-03-24,manufacturer,parts and service,yes,expired,2025-03-29
WAR0249,SKU0249,249.0,24,2025-04-01,2027-03-22,seller,parts and service,yes,active,2026-03-27
WAR0250,SKU0250,250.0,24,2024-12-09,2026-11-29,seller,parts and service,yes,active,2025-12-04
WAR0251,SKU0251,251.0,6,2023-10-22,2024-04-19,manufacturer,parts and service,yes,active,2024-01-20
WAR0252,SKU0252,252.0,6,2022-11-11,2023-05-10,seller,parts and service,yes,active,2023-02-09
WAR0253,SKU0253,253.0,24,2022-04-24,2024-04-13,manufacturer,parts and service,yes,expired,2023-04-19
WAR0254,SKU0254,254.0,12,2022-09-19,2023-09-14,seller,parts and service,yes,active,2023-03-18
WAR0255,SKU0255,255.0,12,2024-10-11,2025-10-06,manufacturer,parts and service,yes,expired,2025-04-09
WAR0256,SKU0256,256.0,12,2025-02-18,2026-02-13,manufacturer,parts and service,no,expired,2025-08-17
WAR0257,SKU0257,257.0,24,2024-08-18,2026-08-08,seller,parts and service,no,active,2025-08-13
WAR0258,SKU0258,258.0,12,2022-11-23,2023-11-18,seller,parts and service,yes,expired,2023-05-22
WAR0259,SKU0259,259.0,24,2023-01-31,2025-01-20,seller,parts and service,yes,active,2024-01-26
