product_id,marketplace_name,product_name,brand,category,condition,resale_price,seller_name,seller_rating,location,listing_date,product_url,availability_status,scraped_date,model_code,sku_id,matched_model_name,levenshtein_distance
28.0,olx,product 28,lenovo,electronics,like new,10005.0,seller_28,4.4,hyderabad,2024-08-02,https://example.com/product/28,sold,2024-08-30,product 28,SKU0028,"thinkvision monitor 27""",0
29.0,olx,product 29,samsung,electronics,like new,36082.0,seller_29,4.3,hyderabad,2024-10-28,https://example.com/product/29,sold,2024-11-26,product 29,SKU0029,smart monitor m8,0
30.0,olx,product 30,samsung,mobile,refurbished,36144.0,seller_30,4.0,vijayawada,2024-08-19,https://example.com/product/30,available,2024-09-18,product 30,SKU0030,galaxy a54 5g,0
31.0,olx,product 31,samsung,mobile,good,28586.0,seller_31,4.3,hyderabad,2022-08-30,https://example.com/product/31,sold,2022-08-31,product 31,SKU0031,galaxy s23,0
32.0,olx,product 32,samsung,accessories,new,19471.0,seller_32,3.9,bangalore,2022-07-29,https://example.com/product/32,sold,2022-07-31,product 32,SKU0032,galaxy smarttag2,0
33.0,olx,product 33,dell,accessories,good,39196.0,seller_33,4.3,hyderabad,2022-07-05,https://example.com/product/33,sold,2022-07-08,product 33,SKU0033,dell premier wireless mouse,0
34.0,olx,product 34,dell,accessories,like new,31556.0,seller_34,4.8,hyderabad,2025-05-19,https://example.com/product/34,available,2025-05-23,product 34,SKU0034,dell premier wireless mouse,0
35.0,olx,product 35,dell,electronics,refurbished,15865.0,seller_35,3.9,bangalore,2025-03-21,https://example.com/product/35,sold,2025-03-26,product 35,SKU0035,dell docking station wd19s,0
36.0,olx,product 36,hp,accessories,new,21298.0,seller_36,4.8,hyderabad,2022-11-15,https://example.com/product/36,available,2022-11-21,product 36,SKU0036,hp ergonomic mouse,0
37.0,olx,product 37,samsung,laptop,good,43813.0,seller_37,3.7,bangalore,2024-08-05,https://example.com/product/37,sold,2024-08-12,product 37,SKU0037,galaxy book3 pro,0
38.0,olx,product 38,lenovo,accessories,like new,33662.0,seller_38,3.9,bangalore,2023-06-07,https://example.com/product/38,sold,2023-06-15,product 38,SKU0038,lenovo wireless mouse,0
39.0,olx,product 39,apple,laptop,new,31379.0,seller_39,3.9,hyderabad,2022-09-24,https://example.com/product/39,sold,2022-10-03,product 39,SKU0039,macbook air m2,0
40.0,olx,product 40,lenovo,mobile,refurbished,43139.0,seller_40,4.1,bangalore,2023-01-01,https://example.com/product/40,available,2023-01-11,product 40,SKU0040,lenovo legion phone duel,0
41.0,olx,product 41,samsung,furniture,good,31529.0,seller_41,4.4,bangalore,2022-04-03,https://example.com/product/41,sold,2022-04-14,product 41,SKU0041,samsung furniture device,0
42.0,olx,product 42,lenovo,mobile,like new,33939.0,seller_42,3.5,hyderabad,2025-05-27,https://example.com/product/42,available,2025-06-08,product 42,SKU0042,lenovo legion phone duel,0
43.0,olx,product 43,dell,mobile,refurbished,31922.0,seller_43,4.4,vijayawada,2024-01-03,https://example.com/product/43,sold,2024-01-16,product 43,SKU0043,dell venue pro 11,0
44.0,olx,product 44,dell,mobile,new,10102.0,seller_44,4.6,vijayawada,2022-08-08,https://example.com/product/44,available,2022-08-22,product 44,SKU0044,dell venue pro 11,0
45.0,olx,product 45,apple,accessories,like new,40614.0,seller_45,3.9,vizag,2024-09-24,https://example.com/product/45,available,2024-10-09,product 45,SKU0045,apple watch series 9,0
46.0,olx,product 46,hp,laptop,new,20014.0,seller_46,3.7,vijayawada,2022-03-25,https://example.com/product/46,available,2022-04-10,product 46,SKU0046,spectre x360,0
47.0,olx,product 47,hp,mobile,new,26009.0,seller_47,4.1,bangalore,2025-02-11,https://example.com/product/47,available,2025-02-28,product 47,SKU0047,hp elite x3,0
48.0,olx,product 48,lenovo,accessories,new,49974.0,seller_48,4.5,vijayawada,2025-03-18,https://example.com/product/48,available,2025-04-05,product 48,SKU0048,65w usb-c gan charger,0
49.0,olx,product 49,hp,electronics,refurbished,23366.0,seller_49,3.6,hyderabad,2024-02-05,https://example.com/product/49,sold,2024-02-24,product 49,SKU0049,reverb g2 vr headset,0
50.0,olx,product 50,hp,electronics,new,29245.0,seller_50,4.1,vijayawada,2023-08-14,https://example.com/product/50,sold,2023-09-03,product 50,SKU0050,reverb g2 vr headset,0
51.0,olx,product 51,dell,accessories,new,18408.0,seller_51,4.7,vizag,2022-08-29,https://example.com/product/51,sold,2022-09-19,product 51,SKU0051,dell universal dock,0
52.0,olx,product 52,apple,laptop,like new,14919.0,seller_52,3.9,bangalore,2022-12-30,https://example.com/product/52,sold,2023-01-21,product 52,SKU0052,"macbook pro 14"" m3",0
53.0,olx,product 53,dell,mobile,like new,38819.0,seller_53,4.8,vijayawada,2025-03-31,https://example.com/product/53,available,2025-04-23,product 53,SKU0053,dell venue pro 11,0
54.0,olx,product 54,hp,electronics,good,28402.0,seller_54,4.8,hyderabad,2022-09-29,https://example.com/product/54,available,2022-10-23,product 54,SKU0054,sprocket photo printer,0
55.0,olx,product 55,apple,accessories,like new,26603.0,seller_55,4.3,bangalore,2024-05-18,https://example.com/product/55,sold,2024-06-12,product 55,SKU0055,magic keyboard,0
56.0,olx,product 56,hp,mobile,new,27925.0,seller_56,4.3,hyderabad,2024-11-23,https://example.com/product/56,sold,2024-12-19,product 56,SKU0056,hp elite x3,0
57.0,olx,product 57,hp,laptop,new,32115.0,seller_57,4.3,hyderabad,2022-06-03,https://example.com/product/57,available,2022-06-30,product 57,SKU0057,envy 13,0
58.0,olx,product 58,hp,laptop,new,49446.0,seller_58,4.8,hyderabad,2024-11-07,https://example.com/product/58,sold,2024-12-05,product 58,SKU0058,victus 16,0
59.0,olx,product 59,lenovo,electronics,good,23098.0,seller_59,4.8,vijayawada,2025-05-19,https://example.com/product/59,available,2025-06-17,product 59,SKU0059,tab p11 pro,0
60.0,olx,product 60,dell,mobile,good,38562.0,seller_60,4.6,vijayawada,2024-04-09,https://example.com/product/60,available,2024-05-09,product 60,SKU0060,dell venue pro 11,0
61.0,olx,product 61,lenovo,accessories,like new,47876.0,seller_61,4.3,hyderabad,2024-09-30,https://example.com/product/61,available,2024-10-01,product 61,SKU0061,65w usb-c gan charger,0
62.0,olx,product 62,dell,laptop,like new,29567.0,seller_62,4.2,hyderabad,2022-09-04,https://example.com/product/62,sold,2022-09-06,product 62,SKU0062,xps 13,0
63.0,olx,product 63,hp,furniture,refurbished,33262.0,seller_63,4.9,vizag,2023-11-13,https://example.com/product/63,available,2023-11-16,product 63,SKU0063,hp furniture device,0
64.0,olx,product 64,apple,furniture,new,23470.0,seller_64,3.6,hyderabad,2024-03-17,https://example.com/product/64,sold,2024-03-21,product 64,SKU0064,apple furniture device,0
65.0,olx,product 65,samsung,accessories,new,48491.0,seller_65,3.7,hyderabad,2023-07-17,https://example.com/product/65,sold,2023-07-22,product 65,SKU0065,10000mah power bank,0
66.0,olx,product 66,samsung,electronics,like new,22538.0,seller_66,3.7,vijayawada,2024-04-21,https://example.com/product/66,sold,2024-04-27,product 66,SKU0066,crystal 4k smart tv,0
67.0,olx,product 67,hp,electronics,refurbished,16810.0,seller_67,5.0,hyderabad,2023-10-13,https://example.com/product/67,available,2023-10-20,product 67,SKU0067,series 7 pro monitor,0
68.0,olx,product 68,hp,furniture,new,44859.0,seller_68,3.7,hyderabad,2023-01-30,https://example.com/product/68,sold,2023-02-07,product 68,SKU0068,hp furniture device,0
69.0,olx,product 69,dell,mobile,new,39851.0,seller_69,4.6,vizag,2024-07-28,https://example.com/product/69,sold,2024-08-06,product 69,SKU0069,dell venue pro 11,0
70.0,olx,product 70,dell,furniture,new,20268.0,seller_70,4.5,vizag,2022-12-21,https://example.com/product/70,sold,2022-12-31,product 70,SKU0070,dell furniture device,0
71.0,olx,product 71,samsung,laptop,like new,42134.0,seller_71,4.3,bangalore,2024-07-22,https://example.com/product/71,available,2024-08-02,product 71,SKU0071,galaxy book3 pro,0
72.0,olx,product 72,samsung,accessories,like new,11949.0,seller_72,4.2,vijayawada,2024-07-14,https://example.com/product/72,sold,2024-07-26,product 72,SKU0072,10000mah power bank,0
73.0,olx,product 73,apple,furniture,refurbished,19449.0,seller_73,4.0,vizag,2022-10-04,https://example.com/product/73,available,2022-10-17,product 73,SKU0073,apple furniture device,0
74.0,olx,product 74,apple,furniture,like new,38231.0,seller_74,4.0,vijayawada,2022-12-05,https://example.com/product/74,sold,2022-12-19,product 74,SKU0074,apple furniture device,0
75.0,olx,product 75,apple,accessories,refurbished,19828.0,seller_75,4.0,vijayawada,2022-08-18,https://example.com/product/75,sold,2022-09-02,product 75,SKU0075,magsafe battery pack,0
76.0,olx,product 76,hp,mobile,new,24540.0,seller_76,4.7,bangalore,2024-11-11,https://example.com/product/76,sold,2024-11-27,product 76,SKU0076,hp elite x3,0
77.0,olx,product 77,dell,mobile,like new,26908.0,seller_77,4.4,bangalore,2022-09-05,https://example.com/product/77,available,2022-09-22,product 77,SKU0077,dell venue pro 11,0
78.0,olx,product 78,hp,furniture,good,39294.0,seller_78,4.3,vizag,2022-12-28,https://example.com/product/78,available,2023-01-15,product 78,SKU0078,hp furniture device,0
79.0,olx,product 79,samsung,accessories,new,20041.0,seller_79,4.8,vijayawada,2023-01-16,https://example.com/product/79,sold,2023-02-04,product 79,SKU0079,galaxy smarttag2,0
80.0,olx,product 80,apple,mobile,refurbished,37595.0,seller_80,4.6,vizag,2023-01-15,https://example.com/product/80,available,2023-02-04,product 80,SKU0080,iphone 15 pro,0
81.0,olx,product 81,samsung,laptop,new,13138.0,seller_81,4.1,vijayawada,2023-12-14,https://example.com/product/81,available,2024-01-04,product 81,SKU0081,galaxy book4 ultra,0
82.0,olx,product 82,samsung,mobile,like new,16890.0,seller_82,3.6,bangalore,2025-01-30,https://example.com/product/82,available,2025-02-21,product 82,SKU0082,galaxy a54 5g,0
83.0,olx,product 83,apple,mobile,new,30549.0,seller_83,4.6,vizag,2023-08-13,https://example.com/product/83,available,2023-09-05,product 83,SKU0083,iphone 14,0
84.0,olx,product 84,dell,furniture,refurbished,27163.0,seller_84,3.6,hyderabad,2025-03-30,https://example.com/product/84,available,2025-04-23,product 84,SKU0084,dell furniture device,0
85.0,olx,product 85,apple,accessories,refurbished,19318.0,seller_85,3.8,bangalore,2025-07-15,https://example.com/product/85,sold,2025-08-09,product 85,SKU0085,airpods pro (2nd gen),0
86.0,olx,product 86,lenovo,electronics,good,37628.0,seller_86,4.4,vizag,2025-06-08,https://example.com/product/86,available,2025-07-04,product 86,SKU0086,"thinkvision monitor 27""",0
87.0,olx,product 87,samsung,mobile,good,28042.0,seller_87,4.6,vijayawada,2024-01-30,https://example.com/product/87,available,2024-02-26,product 87,SKU0087,galaxy s24 ultra,0
88.0,olx,product 88,lenovo,mobile,like new,27200.0,seller_88,3.9,bangalore,2023-01-19,https://example.com/product/88,sold,2023-02-16,product 88,SKU0088,lenovo thinkphone,0
89.0,olx,product 89,lenovo,laptop,good,28664.0,seller_89,4.4,bangalore,2022-12-22,https://example.com/product/89,available,2023-01-20,product 89,SKU0089,yoga slim 7i,0
90.0,olx,product 90,lenovo,accessories,like new,26980.0,seller_90,4.7,bangalore,2024-02-21,https://example.com/product/90,sold,2024-03-22,product 90,SKU0090,65w usb-c gan charger,0
91.0,olx,product 91,samsung,accessories,new,11402.0,seller_91,4.1,hyderabad,2025-04-07,https://example.com/product/91,available,2025-04-08,product 91,SKU0091,galaxy smarttag2,0
92.0,olx,product 92,lenovo,mobile,good,20117.0,seller_92,3.7,vizag,2023-01-06,https://example.com/product/92,available,2023-01-08,product 92,SKU0092,lenovo legion phone duel,0
93.0,olx,product 93,samsung,furniture,refurbished,18392.0,seller_93,4.5,bangalore,2022-10-05,https://example.com/product/93,sold,2022-10-08,product 93,SKU0093,samsung furniture device,0
94.0,olx,product 94,lenovo,laptop,like new,30348.0,seller_94,4.4,bangalore,2024-10-22,https://example.com/product/94,available,2024-10-26,product 94,SKU0094,yoga slim 7i,0
95.0,olx,product 95,apple,mobile,new,31882.0,seller_95,4.7,hyderabad,2025-04-27,https://example.com/product/95,available,2025-05-02,product 95,SKU0095,iphone 15 pro,0
96.0,olx,product 96,lenovo,accessories,like new,47822.0,seller_96,3.5,vizag,2022-12-05,https://example.com/product/96,available,2022-12-11,product 96,SKU0096,65w usb-c gan charger,0
97.0,olx,product 97,apple,electronics,refurbished,46632.0,seller_97,3.5,vijayawada,2023-11-08,https://example.com/product/97,available,2023-11-15,product 97,SKU0097,apple tv 4k,0
98.0,olx,product 98,samsung,accessories,new,35404.0,seller_98,4.8,vijayawada,2025-06-20,https://example.com/product/98,available,2025-06-28,product 98,SKU0098,galaxy watch 6,0
99.0,olx,product 99,lenovo,laptop,like new,40960.0,seller_99,4.0,vizag,2023-12-29,https://example.com/product/99,sold,2024-01-07,product 99,SKU0099,thinkpad x1 carbon,0
100.0,olx,product 100,lenovo,mobile,like new,23972.0,seller_100,4.0,vijayawada,2022-09-15,https://example.com/product/100,available,2022-09-25,product 100,SKU0100,lenovo thinkphone,0
101.0,olx,product 101,samsung,accessories,new,27229.0,seller_101,3.6,vizag,2024-11-02,https://example.com/product/101,sold,2024-11-13,product 101,SKU0101,galaxy watch 6,0
102.0,olx,product 102,apple,laptop,like new,20299.0,seller_102,4.0,vijayawada,2022-10-29,https://example.com/product/102,sold,2022-11-10,product 102,SKU0102,"macbook pro 16""",0
103.0,olx,product 103,samsung,mobile,like new,28559.0,seller_103,4.9,vizag,2025-01-13,https://example.com/product/103,sold,2025-01-26,product 103,SKU0103,galaxy s23,0
104.0,olx,product 104,dell,furniture,good,31327.0,seller_104,3.6,bangalore,2024-10-23,https://example.com/product/104,available,2024-11-06,product 104,SKU0104,dell furniture device,0
105.0,olx,product 105,dell,mobile,new,40462.0,seller_105,4.6,vijayawada,2023-09-06,https://example.com/product/105,sold,2023-09-21,product 105,SKU0105,dell venue pro 11,0
106.0,olx,product 106,hp,furniture,like new,16111.0,seller_106,4.7,vijayawada,2023-10-18,https://example.com/product/106,sold,2023-11-03,product 106,SKU0106,hp furniture device,0
107.0,olx,product 107,lenovo,electronics,new,49334.0,seller_107,4.6,vizag,2023-04-27,https://example.com/product/107,available,2023-05-14,product 107,SKU0107,"thinkvision monitor 27""",0
108.0,olx,product 108,dell,electronics,good,17956.0,seller_108,3.9,hyderabad,2024-04-28,https://example.com/product/108,sold,2024-05-16,product 108,SKU0108,dell docking station wd19s,0
109.0,olx,product 109,lenovo,laptop,like new,11060.0,seller_109,3.8,bangalore,2025-03-29,https://example.com/product/109,available,2025-04-17,product 109,SKU0109,ideapad slim 5,0
110.0,olx,product 110,hp,mobile,good,17097.0,seller_110,4.0,vijayawada,2022-06-02,https://example.com/product/110,available,2022-06-22,product 110,SKU0110,hp elite x3,0
111.0,olx,product 111,apple,electronics,like new,46355.0,seller_111,4.3,vijayawada,2024-08-18,https://example.com/product/111,available,2024-09-08,product 111,SKU0111,"ipad pro 11""",0
112.0,olx,product 112,samsung,electronics,good,43990.0,seller_112,4.6,vijayawada,2025-04-07,https://example.com/product/112,sold,2025-04-29,product 112,SKU0112,smart monitor m8,0
113.0,olx,product 113,hp,mobile,like new,17500.0,seller_113,3.6,bangalore,2023-05-31,https://example.com/product/113,sold,2023-06-23,product 113,SKU0113,hp elite x3,0
114.0,olx,product 114,hp,furniture,new,19117.0,seller_114,3.6,vijayawada,2023-02-05,https://example.com/product/114,available,2023-03-01,product 114,SKU0114,hp furniture device,0
115.0,olx,product 115,samsung,furniture,new,47691.0,seller_115,3.6,hyderabad,2022-09-24,https://example.com/product/115,sold,2022-10-19,product 115,SKU0115,samsung furniture device,0
116.0,olx,product 116,hp,accessories,new,22499.0,seller_116,4.3,hyderabad,2025-07-12,https://example.com/product/116,available,2025-08-07,product 116,SKU0116,hp ergonomic mouse,0
117.0,olx,product 117,hp,electronics,like new,24532.0,seller_117,4.0,hyderabad,2022-06-06,https://example.com/product/117,available,2022-07-03,product 117,SKU0117,series 7 pro monitor,0
118.0,olx,product 118,samsung,laptop,refurbished,38323.0,seller_118,4.6,bangalore,2022-11-18,https://example.com/product/118,sold,2022-12-16,product 118,SKU0118,galaxy book go,0
119.0,olx,product 119,samsung,electronics,like new,25152.0,seller_119,3.8,vijayawada,2022-07-31,https://example.com/product/119,available,2022-08-29,product 119,SKU0119,smart monitor m8,0
120.0,olx,product 120,samsung,laptop,new,47058.0,seller_120,4.8,vijayawada,2025-02-01,https://example.com/product/120,available,2025-03-03,product 120,SKU0120,galaxy book4 ultra,0
121.0,olx,product 121,apple,laptop,good,21613.0,seller_121,3.7,vijayawada,2022-12-04,https://example.com/product/121,sold,2022-12-05,product 121,SKU0121,"macbook pro 16""",0
122.0,olx,product 122,samsung,furniture,like new,20851.0,seller_122,4.7,vijayawada,2022-06-29,https://example.com/product/122,sold,2022-07-01,product 122,SKU0122,samsung furniture device,0
123.0,olx,product 123,lenovo,mobile,good,20348.0,seller_123,4.8,vizag,2022-09-26,https://example.com/product/123,sold,2022-09-29,product 123,SKU0123,lenovo thinkphone,0
124.0,olx,product 124,apple,furniture,new,47818.0,seller_124,3.9,hyderabad,2023-04-10,https://example.com/product/124,sold,2023-04-14,product 124,SKU0124,apple furniture device,0
125.0,olx,product 125,dell,electronics,like new,26378.0,seller_125,3.9,bangalore,2023-07-05,https://example.com/product/125,available,2023-07-10,product 125,SKU0125,dell docking station wd19s,0
126.0,olx,product 126,hp,electronics,good,10530.0,seller_126,4.2,vizag,2023-09-27,https://example.com/product/126,sold,2023-10-03,product 126,SKU0126,reverb g2 vr headset,0
127.0,olx,product 127,lenovo,laptop,good,10240.0,seller_127,4.2,hyderabad,2022-10-03,https://example.com/product/127,available,2022-10-10,product 127,SKU0127,yoga slim 7i,0
128.0,olx,product 128,dell,mobile,good,28876.0,seller_128,4.2,vijayawada,2025-09-15,https://example.com/product/128,sold,2025-09-23,product 128,SKU0128,dell venue pro 11,0
129.0,olx,product 129,lenovo,furniture,refurbished,41905.0,seller_129,5.0,vijayawada,2024-08-08,https://example.com/product/129,sold,2024-08-17,product 129,SKU0129,lenovo furniture device,0
130.0,olx,product 130,dell,furniture,new,38508.0,seller_130,3.7,hyderabad,2022-11-13,https://example.com/product/130,sold,2022-11-23,product 130,SKU0130,dell furniture device,0
131.0,olx,product 131,dell,accessories,like new,28669.0,seller_131,4.0,hyderabad,2022-10-10,https://example.com/product/131,sold,2022-10-21,product 131,SKU0131,dell pro stereo headset,0
132.0,olx,product 132,dell,electronics,like new,24134.0,seller_132,4.7,hyderabad,2025-01-02,https://example.com/product/132,sold,2025-01-14,product 132,SKU0132,dell gaming monitor s2721dgf,0
133.0,olx,product 133,apple,mobile,good,45030.0,seller_133,4.5,bangalore,2024-09-15,https://example.com/product/133,available,2024-09-28,product 133,SKU0133,iphone se (3rd gen),0
134.0,olx,product 134,dell,mobile,like new,14158.0,seller_134,4.4,vijayawada,2024-08-09,https://example.com/product/134,available,2024-08-23,product 134,SKU0134,dell venue pro 11,0
135.0,olx,product 135,dell,electronics,new,29580.0,seller_135,3.6,vizag,2024-12-13,https://example.com/product/135,available,2024-12-28,product 135,SKU0135,dell gaming monitor s2721dgf,0
136.0,olx,product 136,apple,laptop,good,19139.0,seller_136,4.7,vizag,2023-01-25,https://example.com/product/136,available,2023-02-10,product 136,SKU0136,"macbook pro 16""",0
137.0,olx,product 137,samsung,electronics,new,22291.0,seller_137,4.6,vizag,2025-01-04,https://example.com/product/137,sold,2025-01-21,product 137,SKU0137,smart monitor m8,0
138.0,olx,product 138,hp,electronics,new,46164.0,seller_138,4.4,vizag,2023-10-18,https://example.com/product/138,sold,2023-11-05,product 138,SKU0138,sprocket photo printer,0
139.0,olx,product 139,dell,accessories,refurbished,13174.0,seller_139,4.7,vizag,2025-04-02,https://example.com/product/139,available,2025-04-21,product 139,SKU0139,dell premier wireless mouse,0
140.0,olx,product 140,dell,mobile,refurbished,32428.0,seller_140,4.1,vijayawada,2022-08-29,https://example.com/product/140,available,2022-09-18,product 140,SKU0140,dell venue pro 11,0
141.0,olx,product 141,samsung,mobile,like new,47204.0,seller_141,4.6,vizag,2025-09-14,https://example.com/product/141,available,2025-10-05,product 141,SKU0141,galaxy a54 5g,0
142.0,olx,product 142,dell,furniture,new,15546.0,seller_142,4.1,bangalore,2024-06-24,https://example.com/product/142,available,2024-07-16,product 142,SKU0142,dell furniture device,0
143.0,olx,product 143,dell,accessories,new,10552.0,seller_143,4.4,vijayawada,2024-05-31,https://example.com/product/143,sold,2024-06-23,product 143,SKU0143,dell premier wireless mouse,0
144.0,olx,product 144,apple,electronics,good,15077.0,seller_144,3.7,vijayawada,2024-02-21,https://example.com/product/144,available,2024-03-16,product 144,SKU0144,studio display,0
145.0,olx,product 145,hp,electronics,new,27193.0,seller_145,4.0,bangalore,2023-11-01,https://example.com/product/145,sold,2023-11-26,product 145,SKU0145,series 7 pro monitor,0
146.0,olx,product 146,dell,mobile,refurbished,43404.0,seller_146,3.8,vijayawada,2023-05-28,https://example.com/product/146,sold,2023-06-23,product 146,SKU0146,dell venue pro 11,0
147.0,olx,product 147,apple,accessories,good,10196.0,seller_147,4.9,vizag,2023-01-21,https://example.com/product/147,sold,2023-02-17,product 147,SKU0147,magsafe battery pack,0
148.0,olx,product 148,lenovo,mobile,new,17277.0,seller_148,4.1,bangalore,2022-11-24,https://example.com/product/148,sold,2022-12-22,product 148,SKU0148,lenovo legion phone duel,0
149.0,olx,product 149,samsung,laptop,good,37813.0,seller_149,3.9,vijayawada,2023-12-09,https://example.com/product/149,available,2024-01-07,product 149,SKU0149,galaxy book3 pro,0
150.0,olx,product 150,lenovo,laptop,new,14385.0,seller_150,4.6,hyderabad,2023-09-11,https://example.com/product/150,sold,2023-10-11,product 150,SKU0150,yoga slim 7i,0
151.0,olx,product 151,apple,accessories,new,46510.0,seller_151,4.4,bangalore,2023-09-17,https://example.com/product/151,available,2023-09-18,product 151,SKU0151,magsafe battery pack,0
152.0,olx,product 152,apple,accessories,like new,41846.0,seller_152,4.0,bangalore,2025-02-14,https://example.com/product/152,sold,2025-02-16,product 152,SKU0152,airpods pro (2nd gen),0
153.0,olx,product 153,hp,laptop,like new,41351.0,seller_153,4.3,vijayawada,2023-05-07,https://example.com/product/153,sold,2023-05-10,product 153,SKU0153,victus 16,0
154.0,olx,product 154,hp,furniture,new,46258.0,seller_154,3.6,vizag,2025-05-19,https://example.com/product/154,sold,2025-05-23,product 154,SKU0154,hp furniture device,0
155.0,olx,product 155,lenovo,furniture,good,29855.0,seller_155,3.8,bangalore,2024-06-12,https://example.com/product/155,available,2024-06-17,product 155,SKU0155,lenovo furniture device,0
156.0,olx,product 156,dell,laptop,good,34123.0,seller_156,3.7,vizag,2023-11-21,https://example.com/product/156,available,2023-11-27,product 156,SKU0156,alienware m16,0
